t,10_day_MA
2023-05-01 04:00:00,50.39132
2023-05-02 04:00:00,50.435649999999995
2023-05-03 04:00:00,50.45599
2023-05-04 04:00:00,50.43933
2023-05-05 04:00:00,50.44066
2023-05-08 04:00:00,50.43933
2023-05-09 04:00:00,50.486329999999995
2023-05-10 04:00:00,50.541000000000004
2023-05-11 04:00:00,50.599000000000004
2023-05-12 04:00:00,50.669
2023-05-15 04:00:00,50.67867
2023-05-16 04:00:00,50.63201
2023-05-17 04:00:00,50.59567
2023-05-18 04:00:00,50.629000000000005
2023-05-19 04:00:00,50.56699999999999
2023-05-22 04:00:00,50.42933
2023-05-23 04:00:00,50.273669999999996
2023-05-24 04:00:00,50.10967
2023-05-25 04:00:00,49.87767
2023-05-26 04:00:00,49.65601
2023-05-30 04:00:00,49.46201
2023-05-31 04:00:00,49.36501
2023-06-01 04:00:00,49.294349999999994
2023-06-02 04:00:00,49.20602
2023-06-05 04:00:00,49.20235
2023-06-06 04:00:00,49.24202
2023-06-07 04:00:00,49.29835
2023-06-08 04:00:00,49.44968
2023-06-09 04:00:00,49.68068
2023-06-12 04:00:00,49.936679999999996
2023-06-13 04:00:00,50.24468
2023-06-14 04:00:00,50.57801
2023-06-15 04:00:00,50.92201
2023-06-16 04:00:00,51.145669999999996
2023-06-20 04:00:00,51.29101000000001
2023-06-21 04:00:00,51.44701
2023-06-22 04:00:00,51.63868
2023-06-23 04:00:00,51.74835
2023-06-26 04:00:00,51.81368
2023-06-27 04:00:00,51.826679999999996
2023-06-28 04:00:00,51.82768
2023-06-29 04:00:00,51.74135
2023-06-30 04:00:00,51.72301
2023-07-03 04:00:00,51.81201
2023-07-05 04:00:00,51.94367
2023-07-06 04:00:00,52.032000000000004
2023-07-07 04:00:00,51.95666
2023-07-10 04:00:00,51.937329999999996
2023-07-11 04:00:00,51.924
2023-07-12 04:00:00,51.94232999999999
2023-07-13 04:00:00,51.902330000000006
2023-07-14 04:00:00,51.91499
2023-07-17 04:00:00,51.837329999999994
2023-07-18 04:00:00,51.71632999999999
2023-07-19 04:00:00,51.6
2023-07-20 04:00:00,51.61233
2023-07-21 04:00:00,51.775
2023-07-24 04:00:00,51.92233
2023-07-25 04:00:00,52.073
2023-07-26 04:00:00,52.22967
2023-07-27 04:00:00,52.39733
2023-07-28 04:00:00,52.57233
2023-07-31 04:00:00,52.739329999999995
2023-08-01 04:00:00,52.89067
2023-08-02 04:00:00,53.044000000000004
2023-08-03 04:00:00,53.10334
2023-08-04 04:00:00,53.102340000000005
2023-08-07 04:00:00,53.142010000000006
2023-08-08 04:00:00,53.191340000000004
2023-08-09 04:00:00,53.23034
2023-08-10 04:00:00,53.267010000000006
2023-08-11 04:00:00,53.31001
2023-08-14 04:00:00,53.31467
2023-08-15 04:00:00,53.31699999999999
2023-08-16 04:00:00,53.31834
2023-08-17 04:00:00,53.19934000000001
2023-08-18 04:00:00,53.18567
2023-08-21 04:00:00,53.08633
2023-08-22 04:00:00,52.964999999999996
2023-08-23 04:00:00,52.87133
2023-08-24 04:00:00,52.759
2023-08-25 04:00:00,52.646339999999995
2023-08-28 04:00:00,52.60368
2023-08-29 04:00:00,52.63268000000001
2023-08-30 04:00:00,52.69734000000001
2023-08-31 04:00:00,52.928
2023-09-01 04:00:00,53.04934000000001
2023-09-05 04:00:00,53.14134
2023-09-06 04:00:00,53.29
2023-09-07 04:00:00,53.468999999999994
2023-09-08 04:00:00,53.69833
