datetime,v,vw,o,c,h,l,t,n
2023-07-10 16:00:00,6096124.0,187.5075,187.5208,188.03,188.13,187.035,1689004800000,70071
2023-07-11 10:00:00,17622.0,189.1528,189.2,188.92,189.3,188.91,1689069600000,450
2023-07-11 11:00:00,65906.0,189.3336,189.0,189.44,189.54,189.0,1689073200000,1229
2023-07-11 12:00:00,335444.0,189.2807,189.1,189.62,189.96,188.63,1689076800000,6410
2023-07-11 13:00:00,6455955.0,188.3905,189.63,187.83,189.67,187.59,1689080400000,106029
2023-07-11 14:00:00,5796747.0,187.9977,187.84,188.16,188.5601,187.45,1689084000000,146891
2023-07-11 15:00:00,4794260.0,187.8309,188.16,188.1917,188.4609,187.26,1689087600000,58209
2023-07-11 16:00:00,4663054.0,187.8929,188.2,187.7,188.38,187.46,1689091200000,46991
2023-07-12 10:00:00,15769.0,188.5164,188.53,188.5,188.64,188.43,1689156000000,347
2023-07-12 11:00:00,38543.0,188.6563,188.52,188.65,188.74,188.52,1689159600000,920
2023-07-12 12:00:00,624053.0,189.1475,188.59,189.23,189.5,188.11,1689163200000,10036
2023-07-12 13:00:00,11848134.0,190.5973,189.22,190.71,191.7,189.21,1689166800000,142848
2023-07-12 14:00:00,9208729.0,190.4316,190.72,189.6699,190.99,189.565,1689170400000,180149
2023-07-12 15:00:00,7303031.0,189.3036,189.67,188.6399,189.9,188.47,1689174000000,81230
2023-07-12 16:00:00,4693964.0,189.2051,188.63,189.361,189.82,188.57,1689177600000,54470
2023-07-13 10:00:00,9820.0,190.7691,190.68,190.72,190.86,190.65,1689242400000,278
2023-07-13 11:00:00,47976.0,190.6405,190.71,190.75,190.8,190.57,1689246000000,1066
2023-07-13 12:00:00,383799.0,190.6718,190.69,190.95,191.1,190.15,1689249600000,5927
2023-07-13 13:00:00,6542609.0,190.5897,190.95,190.315,191.095,189.94,1689253200000,95405
2023-07-13 14:00:00,6281025.0,190.2397,190.31,190.32,190.775,189.78,1689256800000,143187
2023-07-13 15:00:00,3657731.0,190.3344,190.32,190.63,190.71,190.04,1689260400000,41530
2023-07-13 16:00:00,2945418.0,190.5831,190.6301,190.42,190.845,190.33,1689264000000,34720
2023-07-14 10:00:00,29325.0,189.9214,189.95,189.83,190.05,189.64,1689328800000,825
2023-07-14 11:00:00,103588.0,189.9227,190.0,189.86,190.14,189.75,1689332400000,2505
2023-07-14 12:00:00,277506.0,190.0114,189.97,190.11,190.83,189.78,1689336000000,6689
2023-07-14 13:00:00,5805645.0,190.5978,190.05,190.81,191.0,189.9,1689339600000,93554
2023-07-14 14:00:00,6635442.0,190.8158,190.79,190.62,191.1799,190.37,1689343200000,153538
2023-07-14 15:00:00,4131700.0,190.4835,190.62,190.48,190.72,190.28,1689346800000,48536
2023-07-14 16:00:00,3821424.0,190.0774,190.49,190.0208,190.5,189.7226,1689350400000,47907
2023-07-17 10:00:00,17736.0,190.8842,190.96,190.86,191.0,190.76,1689588000000,528
2023-07-17 11:00:00,124471.0,191.0258,190.86,191.2,191.25,190.86,1689591600000,2141
2023-07-17 12:00:00,292056.0,191.1662,190.8996,191.44,191.61,190.22,1689595200000,5537
2023-07-17 13:00:00,9464903.0,192.6592,191.45,192.52,193.45,191.35,1689598800000,131387
2023-07-17 14:00:00,6299522.0,192.8782,192.53,192.95,193.13,192.53,1689602400000,179821
2023-07-17 15:00:00,4507131.0,193.026,192.96,193.2313,193.29,192.74,1689606000000,49708
2023-07-17 16:00:00,3337320.0,192.773,193.24,192.9,193.25,192.4,1689609600000,39764
2023-07-18 10:00:00,6605.0,193.735,193.81,193.81,193.81,193.67,1689674400000,185
2023-07-18 11:00:00,47249.0,193.7909,193.89,193.75,193.92,193.72,1689678000000,878
2023-07-18 12:00:00,272808.0,193.7554,193.82,193.68,194.35,193.42,1689681600000,5430
2023-07-18 13:00:00,6204292.0,193.1457,193.74,193.3201,193.8,192.795,1689685200000,94059
2023-07-18 14:00:00,6178591.0,193.2124,193.325,193.365,193.57,192.8,1689688800000,138589
2023-07-18 15:00:00,5591941.0,193.1974,193.37,193.2,193.655,192.76,1689692400000,58084
2023-07-18 16:00:00,5370800.0,192.7349,193.2001,192.52,193.245,192.415,1689696000000,59761
2023-07-19 10:00:00,18841.0,193.3483,193.53,193.12,193.54,193.11,1689760800000,475
2023-07-19 11:00:00,80654.0,193.452,193.38,193.4,193.66,193.25,1689764400000,1537
2023-07-19 12:00:00,176166.0,193.5408,193.41,193.67,193.96,193.2607,1689768000000,4538
2023-07-19 13:00:00,6041079.0,193.0905,193.67,192.81,193.71,192.69,1689771600000,95176
2023-07-19 14:00:00,7921083.0,192.9765,192.82,192.9472,193.35,192.65,1689775200000,149383
2023-07-19 15:00:00,4755579.0,193.2578,192.95,193.38,193.6,192.79,1689778800000,47936
2023-07-19 16:00:00,30103856.0,195.9878,193.37,195.07,198.23,193.36,1689782400000,268565
2023-07-20 10:00:00,19807.0,193.8708,193.76,193.9,194.0,193.74,1689847200000,386
2023-07-20 11:00:00,83433.0,194.0573,193.9,194.3,194.38,193.65,1689850800000,1689
2023-07-20 12:00:00,213921.0,194.0872,193.95,194.01,194.7,193.74,1689854400000,5114
2023-07-20 13:00:00,8295400.0,195.8161,194.0,195.7303,196.47,193.81,1689858000000,110777
2023-07-20 14:00:00,10252477.0,194.8248,195.74,194.45,195.77,193.9501,1689861600000,168840
2023-07-20 15:00:00,5441983.0,194.7459,194.445,194.93,195.14,194.21,1689865200000,53917
2023-07-20 16:00:00,7855515.0,194.8522,194.94,194.48,195.5899,194.26,1689868800000,79242
2023-07-21 10:00:00,10663.0,193.2227,192.94,193.38,193.4,192.94,1689933600000,251
2023-07-21 11:00:00,59539.0,193.4763,193.35,193.33,193.7,193.3,1689937200000,1223
2023-07-21 12:00:00,191730.0,193.6568,193.335,193.82,193.9,193.0,1689940800000,4576
2023-07-21 13:00:00,8283379.0,194.2575,193.82,193.79,194.97,193.72,1689944400000,94183
2023-07-21 14:00:00,7099879.0,193.3626,193.795,193.15,194.1201,192.81,1689948000000,159657
2023-07-21 15:00:00,4524288.0,193.3326,193.16,193.105,193.81,192.7,1689951600000,52264
2023-07-21 16:00:00,5768999.0,192.5924,193.105,192.173,193.15,191.96,1689955200000,55818
2023-07-24 10:00:00,44398.0,192.8091,192.49,193.0,193.26,192.36,1690192800000,687
2023-07-24 11:00:00,131483.0,192.9621,193.02,192.93,193.14,192.77,1690196400000,1589
2023-07-24 12:00:00,210299.0,192.8301,192.9,192.7,193.13,191.9,1690200000000,4905
2023-07-24 13:00:00,8573328.0,194.06,192.77,193.51,194.91,192.53,1690203600000,111703
2023-07-24 14:00:00,5901939.0,193.4289,193.51,193.38,193.83,192.96,1690207200000,181230
2023-07-24 15:00:00,8184574.0,193.1493,193.38,193.12,193.74,192.83,1690210800000,46509
2023-07-24 16:00:00,3564953.0,193.1032,193.12,193.06,193.4201,192.89,1690214400000,35605
2023-07-25 10:00:00,17929.0,193.4115,193.54,193.33,193.54,193.3,1690279200000,479
2023-07-25 11:00:00,24318.0,193.4755,193.4,193.54,193.54,193.4,1690282800000,588
2023-07-25 12:00:00,154016.0,193.558,193.48,193.58,193.77,193.4,1690286400000,4140
2023-07-25 13:00:00,4883604.0,193.5215,193.59,193.95,194.02,192.915,1690290000000,81786
2023-07-25 14:00:00,4627711.0,193.582,193.955,193.28,194.2,193.23,1690293600000,133120
2023-07-25 15:00:00,3473147.0,193.7962,193.2722,193.765,194.13,193.25,1690297200000,40231
2023-07-25 16:00:00,2607375.0,193.7749,193.765,193.92,193.9655,193.61,1690300800000,33168
2023-07-26 10:00:00,24837.0,193.3966,193.69,193.3,193.69,193.21,1690365600000,501
2023-07-26 11:00:00,30067.0,193.3747,193.37,193.3,193.46,193.3,1690369200000,569
2023-07-26 12:00:00,159916.0,193.5405,194.05,193.6,194.05,193.19,1690372800000,4213
2023-07-26 13:00:00,4301184.0,193.6593,193.59,193.65,194.18,193.27,1690376400000,79859
2023-07-26 14:00:00,6223919.0,194.175,193.655,194.4106,194.72,193.64,1690380000000,144668
2023-07-26 15:00:00,3586293.0,194.4124,194.41,194.78,194.83,194.02,1690383600000,43308
2023-07-26 16:00:00,3230557.0,194.5574,194.7664,194.375,194.94,194.185,1690387200000,32495
2023-07-27 10:00:00,33295.0,196.1774,196.22,196.25,196.36,196.01,1690452000000,592
2023-07-27 11:00:00,113341.0,196.2089,196.19,196.2,196.44,196.0,1690455600000,1812
2023-07-27 12:00:00,302268.0,196.1244,196.09,196.08,196.4201,194.5,1690459200000,6241
2023-07-27 13:00:00,6317457.0,196.6726,196.08,196.9118,197.2,195.82,1690462800000,98568
2023-07-27 14:00:00,6233841.0,196.3571,196.92,195.5434,197.035,195.45,1690466400000,144386
2023-07-27 15:00:00,4934089.0,195.9205,195.545,195.83,196.44,195.49,1690470000000,50701
2023-07-27 16:00:00,3201098.0,196.1552,195.8471,196.075,196.43,195.83,1690473600000,37503
2023-07-28 10:00:00,8863.0,194.7865,194.9,194.88,194.9,194.65,1690538400000,167
2023-07-28 11:00:00,44419.0,194.7088,194.76,194.69,194.79,194.6,1690542000000,813
2023-07-28 12:00:00,272738.0,194.7453,194.75,195.05,195.2,193.84,1690545600000,5251
2023-07-28 13:00:00,6132742.0,195.352,195.05,195.65,195.98,194.14,1690549200000,92449
2023-07-28 14:00:00,6574766.0,195.8067,195.66,195.72,196.15,195.31,1690552800000,152681
2023-07-28 15:00:00,4667793.0,196.2573,195.73,196.51,196.626,195.7,1690556400000,51826
2023-07-28 16:00:00,4050938.0,196.2051,196.52,195.945,196.52,195.88,1690560000000,39782
2023-07-31 10:00:00,9343.0,195.8101,195.7,195.8,195.89,195.7,1690797600000,263
2023-07-31 11:00:00,116721.0,196.0882,195.83,196.25,196.25,195.78,1690801200000,2655
2023-07-31 12:00:00,262382.0,196.3678,196.0,196.59,196.71,195.51,1690804800000,6144
2023-07-31 13:00:00,5474118.0,195.9438,196.6,195.6,196.64,195.39,1690808400000,102057
2023-07-31 14:00:00,5575057.0,195.96,195.595,196.26,196.435,195.26,1690812000000,185089
2023-07-31 15:00:00,3605303.0,196.2302,196.27,196.1398,196.49,195.95,1690815600000,46698
2023-07-31 16:00:00,2755344.0,196.0299,196.14,195.91,196.2833,195.77,1690819200000,36775
2023-08-01 10:00:00,4518.0,195.9616,195.9,196.15,196.15,195.88,1690884000000,122
2023-08-01 11:00:00,85627.0,195.9714,196.17,195.9,196.21,195.8,1690887600000,1624
2023-08-01 12:00:00,163404.0,196.0056,196.18,195.88,196.99,195.79,1690891200000,5109
2023-08-01 13:00:00,4604559.0,196.3669,195.9,196.455,196.73,195.8,1690894800000,83329
2023-08-01 14:00:00,7305749.0,195.7624,196.46,195.8,196.68,195.28,1690898400000,172763
2023-08-01 15:00:00,3157395.0,195.8999,195.81,195.915,196.18,195.6,1690902000000,39693
2023-08-01 16:00:00,2761559.0,195.6635,195.91,195.78,195.92,195.35,1690905600000,34245
2023-08-02 10:00:00,90558.0,194.2045,193.9,194.55,194.75,193.76,1690970400000,1124
2023-08-02 11:00:00,125316.0,194.7909,194.6,194.74,194.95,194.53,1690974000000,1994
2023-08-02 12:00:00,232169.0,194.6848,194.7899,194.69,194.98,193.825,1690977600000,4230
2023-08-02 13:00:00,6412934.0,194.103,194.64,194.0,195.18,193.37,1690981200000,103039
2023-08-02 14:00:00,6655395.0,193.3076,194.0,192.8001,194.27,192.75,1690984800000,166314
2023-08-02 15:00:00,5137550.0,192.8681,192.8,192.58,193.2712,192.52,1690988400000,65814
2023-08-02 16:00:00,5633714.0,192.2653,192.588,192.84,192.84,191.8507,1690992000000,77013
2023-08-03 10:00:00,18452.0,191.8239,191.91,191.7,192.07,191.7,1691056800000,419
2023-08-03 11:00:00,104772.0,191.9146,191.75,191.79,192.25,191.65,1691060400000,2187
2023-08-03 12:00:00,316873.0,191.83,191.8,191.73,193.0,191.45,1691064000000,7517
2023-08-03 13:00:00,6139385.0,191.7533,191.77,191.69,192.28,190.69,1691067600000,101638
2023-08-03 14:00:00,7421285.0,191.3925,191.68,191.72,192.03,190.84,1691071200000,166551
2023-08-03 15:00:00,5291243.0,192.0062,191.72,191.74,192.37,191.623,1691074800000,60744
2023-08-03 16:00:00,3880645.0,191.9466,191.74,192.215,192.36,191.61,1691078400000,49147
2023-08-04 10:00:00,60555.0,187.5292,187.58,187.37,187.75,187.22,1691143200000,1920
2023-08-04 11:00:00,401346.0,186.7278,187.42,186.65,187.44,186.22,1691146800000,8208
2023-08-04 12:00:00,1915730.0,186.0631,187.31,186.01,191.17,185.01,1691150400000,32104
2023-08-04 13:00:00,26038947.0,185.5658,186.0,185.295,187.38,183.25,1691154000000,310985
2023-08-04 14:00:00,15572770.0,185.1182,185.3,185.36,185.77,184.27,1691157600000,277311
2023-08-04 15:00:00,10404984.0,185.4533,185.37,185.6,186.375,184.93,1691161200000,127338
2023-08-04 16:00:00,5459832.0,185.3655,185.605,185.22,185.68,185.08,1691164800000,81262
2023-08-07 10:00:00,55622.0,182.6459,182.82,182.66,182.88,182.38,1691402400000,1724
2023-08-07 11:00:00,138619.0,182.4861,182.69,182.54,182.97,182.26,1691406000000,3008
2023-08-07 12:00:00,2923954.0,182.0678,182.62,182.61,183.88,182.1,1691409600000,10804
2023-08-07 13:00:00,20665485.0,180.0818,182.63,178.39,183.13,178.2101,1691413200000,267693
2023-08-07 14:00:00,16314625.0,179.0103,178.395,178.11,179.79,178.065,1691416800000,313029
2023-08-07 15:00:00,13411890.0,177.9609,178.1,178.65,178.785,177.35,1691420400000,161339
2023-08-07 16:00:00,7968433.0,178.3573,178.66,178.23,178.83,177.74,1691424000000,96787
2023-08-08 10:00:00,42627.0,179.2766,179.18,179.2,179.5,179.1,1691488800000,1144
2023-08-08 11:00:00,132587.0,178.7067,179.25,178.64,179.26,178.29,1691492400000,3412
2023-08-08 12:00:00,3381272.0,178.8626,179.17,179.02,179.47,178.16,1691496000000,11367
2023-08-08 13:00:00,10936160.0,178.7165,179.02,178.05,179.84,177.58,1691499600000,119375
2023-08-08 14:00:00,11452109.0,178.5911,178.045,178.13,179.611,177.76,1691503200000,114781
2023-08-08 15:00:00,7677541.0,178.0635,178.13,177.865,178.3482,177.825,1691506800000,134383
2023-08-08 16:00:00,5137082.0,178.6186,177.8678,178.91,178.99,177.84,1691510400000,78670
2023-08-09 10:00:00,30082.0,181.1404,181.26,181.02,181.29,181.02,1691575200000,737
2023-08-09 11:00:00,109684.0,180.8563,181.0,181.06,181.1,180.56,1691578800000,2295
2023-08-09 12:00:00,328709.0,180.8206,181.0,180.76,181.1,180.52,1691582400000,7001
2023-08-09 13:00:00,8005153.0,179.3685,180.79,178.66,180.98,178.14,1691586000000,88301
2023-08-09 14:00:00,9124377.0,178.4191,178.66,177.815,179.6578,177.6,1691589600000,207664
2023-08-09 15:00:00,7272629.0,177.4833,177.82,177.42,178.2,177.01,1691593200000,88964
2023-08-09 16:00:00,6666582.0,177.9335,177.42,178.19,178.48,177.37,1691596800000,66879
2023-08-10 10:00:00,20635.0,179.1866,179.34,179.14,179.48,179.05,1691661600000,478
2023-08-10 11:00:00,91591.0,178.8947,179.11,178.76,179.24,178.55,1691665200000,2064
2023-08-10 12:00:00,616199.0,179.311,179.14,179.67,179.95,178.5307,1691668800000,11287
2023-08-10 13:00:00,7315821.0,179.7994,179.7,180.55,180.58,178.86,1691672400000,110974
2023-08-10 14:00:00,8864489.0,180.036,180.5596,179.5701,180.75,179.12,1691676000000,182041
2023-08-10 15:00:00,7226979.0,178.9132,179.58,178.355,179.6,178.01,1691679600000,83892
2023-08-10 16:00:00,5530451.0,178.4099,178.35,177.97,178.9199,177.85,1691683200000,60354
2023-08-11 10:00:00,12339.0,177.6178,177.62,177.67,177.7,177.52,1691748000000,306
2023-08-11 11:00:00,69985.0,177.9447,177.74,177.93,178.1,177.69,1691751600000,1329
2023-08-11 12:00:00,372598.0,177.6645,177.79,177.35,178.75,177.13,1691755200000,7079
2023-08-11 13:00:00,6446162.0,177.1713,177.27,176.86,177.62,176.55,1691758800000,107940
2023-08-11 14:00:00,9662937.0,178.0412,176.86,178.01,178.62,176.86,1691762400000,183689
2023-08-11 15:00:00,5097955.0,177.6167,178.015,177.71,178.185,177.281,1691766000000,62369
2023-08-11 16:00:00,3882632.0,177.6934,177.72,177.395,178.095,177.3,1691769600000,46845
2023-08-14 10:00:00,16613.0,178.6565,178.56,178.63,178.78,178.5,1692007200000,418
2023-08-14 11:00:00,92352.0,178.3178,178.55,178.18,178.57,177.99,1692010800000,1652
2023-08-14 12:00:00,295293.0,177.862,178.45,177.65,178.765,177.38,1692014400000,5253
2023-08-14 13:00:00,6403946.0,178.0765,177.65,178.275,178.53,177.305,1692018000000,74884
2023-08-14 14:00:00,7706248.0,178.7696,178.27,179.44,179.69,178.02,1692021600000,171873
2023-08-14 15:00:00,4261646.0,179.2505,179.438,179.01,179.54,178.94,1692025200000,53771
2023-08-14 16:00:00,3755463.0,178.9505,179.015,179.16,179.255,178.59,1692028800000,46433
2023-08-15 10:00:00,48833.0,178.3659,178.91,178.4,178.92,178.1,1692093600000,904
2023-08-15 11:00:00,85225.0,178.5037,178.39,178.47,178.8,178.3,1692097200000,1632
2023-08-15 12:00:00,3198470.0,179.3846,178.58,178.79,180.17,178.25,1692100800000,5640
2023-08-15 13:00:00,4952061.0,178.889,178.77,178.44,179.48,178.42,1692104400000,85869
2023-08-15 14:00:00,7536437.0,177.8225,178.43,177.695,178.495,177.38,1692108000000,167753
2023-08-15 15:00:00,3894187.0,178.1063,177.7,178.31,178.395,177.695,1692111600000,49033
2023-08-15 16:00:00,3016525.0,178.0729,178.31,177.95,178.44,177.781,1692115200000,39205
2023-08-16 10:00:00,21654.0,177.7942,177.89,177.86,177.98,177.45,1692180000000,496
2023-08-16 11:00:00,43074.0,177.6052,177.83,177.72,177.84,177.38,1692183600000,1011
2023-08-16 12:00:00,2524011.0,177.4486,177.39,177.07,178.35,177.03,1692187200000,5137
2023-08-16 13:00:00,5301751.0,177.5805,177.07,177.9771,178.19,176.84,1692190800000,88761
2023-08-16 14:00:00,5664086.0,178.0398,177.975,178.215,178.54,177.625,1692194400000,145425
2023-08-16 15:00:00,4184649.0,177.8297,178.22,177.66,178.335,177.5,1692198000000,47119
2023-08-16 16:00:00,3681668.0,177.5425,177.66,177.5973,177.84,177.305,1692201600000,43099
2023-08-17 10:00:00,17446.0,176.7059,176.7,176.65,176.89,176.51,1692266400000,451
2023-08-17 11:00:00,49442.0,176.6768,176.65,176.74,176.79,176.58,1692270000000,880
2023-08-17 12:00:00,1726218.0,176.5912,176.65,176.94,176.99,176.1,1692273600000,5484
2023-08-17 13:00:00,7348072.0,176.3662,176.92,175.625,177.5054,175.23,1692277200000,111228
2023-08-17 14:00:00,12342375.0,174.6435,175.625,174.09,175.63,173.885,1692280800000,213522
2023-08-17 15:00:00,5286593.0,174.317,174.1,174.63,174.67,173.83,1692284400000,66701
2023-08-17 16:00:00,4085517.0,174.8114,174.64,175.065,175.065,174.41,1692288000000,47152
2023-08-18 10:00:00,41052.0,173.0834,173.16,173.03,173.28,172.89,1692352800000,1266
2023-08-18 11:00:00,261609.0,172.3217,173.1,172.36,173.12,171.96,1692356400000,5605
2023-08-18 12:00:00,528880.0,172.3973,173.01,172.5,174.0,171.93,1692360000000,10301
2023-08-18 13:00:00,8618350.0,172.5616,172.47,172.48,173.35,171.7,1692363600000,115031
2023-08-18 14:00:00,8231995.0,173.1614,172.46,173.71,173.77,172.4314,1692367200000,168012
2023-08-18 15:00:00,5476600.0,173.713,173.7059,174.315,174.37,173.281,1692370800000,62419
2023-08-18 16:00:00,4496100.0,174.0766,174.3,173.9782,174.44,173.7001,1692374400000,49384
2023-08-21 10:00:00,41225.0,175.0953,175.1,175.04,175.25,175.0,1692612000000,851
2023-08-21 11:00:00,63319.0,175.198,175.1,175.42,175.42,175.02,1692615600000,1572
2023-08-21 12:00:00,204754.0,175.3099,175.2176,175.19,175.49,174.57,1692619200000,5859
2023-08-21 13:00:00,5700597.0,174.9417,175.23,175.4,175.4,174.35,1692622800000,104795
2023-08-21 14:00:00,6719683.0,174.6285,175.4,174.24,175.57,173.92,1692626400000,191213
2023-08-21 15:00:00,4362830.0,174.0955,174.24,174.1501,174.47,173.735,1692630000000,49882
2023-08-21 16:00:00,3891786.0,174.6992,174.14,175.073,175.14,174.05,1692633600000,42275
2023-08-22 10:00:00,29428.0,176.8075,176.77,176.81,176.88,176.69,1692698400000,759
2023-08-22 11:00:00,100270.0,176.7871,176.76,176.95,177.04,176.59,1692702000000,2120
2023-08-22 12:00:00,342702.0,176.9406,176.7408,176.81,177.1999,175.89,1692705600000,6266
2023-08-22 13:00:00,5403752.0,176.6339,176.84,176.6,177.24,176.25,1692709200000,85478
2023-08-22 14:00:00,6750284.0,176.7776,176.595,177.205,177.3174,176.26,1692712800000,140004
2023-08-22 15:00:00,5018997.0,177.047,177.21,176.7116,177.43,176.58,1692716400000,51537
2023-08-22 16:00:00,4092439.0,176.8963,176.72,177.03,177.3799,176.27,1692720000000,47857
2023-08-23 10:00:00,29354.0,178.0842,178.27,177.93,178.37,177.82,1692784800000,788
2023-08-23 11:00:00,81327.0,177.5963,177.85,177.75,177.85,177.31,1692788400000,1859
2023-08-23 12:00:00,254020.0,177.6813,177.92,177.56,178.42,177.3101,1692792000000,5225
2023-08-23 13:00:00,8500800.0,179.2351,177.55,179.8201,180.17,177.55,1692795600000,116544
2023-08-23 14:00:00,9078100.0,180.3623,179.84,181.2101,181.27,179.465,1692799200000,170170
2023-08-23 15:00:00,6206908.0,181.0431,181.2115,181.13,181.3311,180.79,1692802800000,66250
2023-08-23 16:00:00,3523877.0,180.8157,181.13,180.68,181.18,180.63,1692806400000,41799
2023-08-24 10:00:00,55661.0,181.8312,181.85,181.76,181.9,181.72,1692871200000,858
2023-08-24 11:00:00,103881.0,181.7341,181.7,181.49,182.0,181.49,1692874800000,1974
2023-08-24 12:00:00,471660.0,181.1725,181.67,180.74,183.34,180.34,1692878400000,9676
2023-08-24 13:00:00,6337965.0,180.2077,180.76,180.02,181.104,179.61,1692882000000,104590
2023-08-24 14:00:00,8599442.0,178.6194,180.02,177.895,180.13,177.68,1692885600000,173955
2023-08-24 15:00:00,5467746.0,177.9184,177.91,177.6099,178.41,177.52,1692889200000,66129
2023-08-24 16:00:00,3495410.0,178.0683,177.61,177.955,178.31,177.5,1692892800000,44115
2023-08-25 10:00:00,17753.0,177.0144,176.94,176.99,177.12,176.83,1692957600000,404
2023-08-25 11:00:00,57305.0,176.9552,177.04,177.2,177.2,176.76,1692961200000,1295
2023-08-25 12:00:00,154499.0,177.1602,177.0,177.19,177.4,176.21,1692964800000,4809
2023-08-25 13:00:00,4666297.0,177.6341,177.17,177.6342,178.1395,176.38,1692968400000,82737
2023-08-25 14:00:00,8722956.0,177.0825,177.62,175.89,178.63,175.82,1692972000000,180134
2023-08-25 15:00:00,5612748.0,176.9086,175.8999,176.66,177.77,175.87,1692975600000,65187
2023-08-25 16:00:00,3520731.0,177.3709,176.66,177.49,177.84,176.64,1692979200000,40929
2023-08-28 10:00:00,5411.0,178.5321,178.53,178.58,178.66,178.46,1693216800000,168
2023-08-28 11:00:00,32679.0,178.794,178.57,179.08,179.08,178.57,1693220400000,706
2023-08-28 12:00:00,200832.0,179.3372,178.5684,179.77,179.8,178.5684,1693224000000,4455
2023-08-28 13:00:00,5125488.0,179.4846,179.78,179.29,180.28,178.92,1693227600000,95794
2023-08-28 14:00:00,6410859.0,179.2544,179.29,179.015,180.02,178.68,1693231200000,185294
2023-08-28 15:00:00,4196063.0,178.8759,179.01,178.91,179.13,178.545,1693234800000,46294
2023-08-28 16:00:00,2930943.0,179.0867,178.9,179.6,179.61,178.7201,1693238400000,36412
2023-08-29 10:00:00,19943.0,180.4174,180.43,180.29,180.55,180.26,1693303200000,391
2023-08-29 11:00:00,33956.0,180.2838,180.3,180.23,180.4,180.1,1693306800000,655
2023-08-29 12:00:00,118601.0,180.1443,180.39,180.07,180.4,179.91,1693310400000,2861
2023-08-29 13:00:00,4843514.0,180.2989,180.08,180.91,181.15,179.35,1693314000000,80002
2023-08-29 14:00:00,9037177.0,182.0544,180.91,182.295,182.67,180.86,1693317600000,174879
2023-08-29 15:00:00,5382561.0,183.0656,182.2999,183.185,183.53,182.28,1693321200000,60714
2023-08-29 16:00:00,4934034.0,183.4667,183.185,183.59,183.75,183.125,1693324800000,48646
2023-08-30 10:00:00,25961.0,183.8328,183.63,184.01,184.06,183.63,1693389600000,525
2023-08-30 11:00:00,69615.0,184.0713,184.01,184.21,184.32,183.86,1693393200000,1347
2023-08-30 12:00:00,329992.0,184.5023,184.07,184.66,185.17,183.85,1693396800000,6459
2023-08-30 13:00:00,8786295.0,185.5862,184.66,186.37,186.43,184.38,1693400400000,115719
2023-08-30 14:00:00,14088290.0,186.7118,186.37,186.685,187.67,185.85,1693404000000,209335
2023-08-30 15:00:00,5298027.0,186.7911,186.6889,187.16,187.33,186.18,1693407600000,55785
2023-08-30 16:00:00,5445437.0,187.431,187.15,187.44,187.77,187.01,1693411200000,51608
2023-08-31 10:00:00,14486.0,187.5426,187.3,187.56,187.67,187.3,1693476000000,376
2023-08-31 11:00:00,72725.0,187.9623,187.56,188.25,188.35,187.44,1693479600000,1837
2023-08-31 12:00:00,355463.0,187.9944,187.59,187.8,188.36,187.2851,1693483200000,6765
2023-08-31 13:00:00,5974434.0,188.068,187.84,188.0544,188.5099,187.45,1693486800000,93342
2023-08-31 14:00:00,6388219.0,188.257,188.08,188.485,188.76,187.65,1693490400000,146331
2023-08-31 15:00:00,3888506.0,188.3247,188.49,188.225,188.6481,188.095,1693494000000,47910
2023-08-31 16:00:00,4614696.0,187.951,188.23,187.82,188.48,187.48,1693497600000,52493
2023-09-01 10:00:00,15193.0,188.4784,188.37,188.46,188.63,188.35,1693562400000,282
2023-09-01 11:00:00,51830.0,188.5546,188.49,188.46,188.7,188.45,1693566000000,875
2023-09-01 12:00:00,620256.0,188.6331,188.65,189.18,189.39,188.03,1693569600000,8608
2023-09-01 13:00:00,6621216.0,188.8926,189.18,188.94,189.92,188.28,1693573200000,104071
2023-09-01 14:00:00,7533616.0,189.0013,188.92,188.4,189.49,188.311,1693576800000,171499
2023-09-01 15:00:00,4240471.0,188.5927,188.4,188.525,188.895,188.35,1693580400000,49439
2023-09-01 16:00:00,4031259.0,188.9645,188.51,189.175,189.27,188.4801,1693584000000,45923
2023-09-05 10:00:00,63397.0,187.6892,187.66,187.6,187.79,187.54,1693908000000,1258
2023-09-05 11:00:00,108960.0,187.619,187.65,187.78,187.88,187.47,1693911600000,2180
2023-09-05 12:00:00,600770.0,187.6662,187.53,187.67,189.75,187.45,1693915200000,8720
2023-09-05 13:00:00,8243982.0,188.1145,187.67,188.06,188.63,187.2,1693918800000,127213
2023-09-05 14:00:00,7896039.0,188.5776,188.06,189.05,189.31,187.82,1693922400000,211463
2023-09-05 15:00:00,5827897.0,189.3641,189.06,189.4,189.61,188.98,1693926000000,57377
2023-09-05 16:00:00,4016969.0,189.6417,189.409,189.64,189.81,189.3702,1693929600000,41444
2023-09-06 10:00:00,40498.0,188.3637,188.4,188.38,188.48,188.21,1693994400000,751
2023-09-06 11:00:00,124557.0,188.5551,188.48,188.5,188.82,188.38,1693998000000,2033
2023-09-06 12:00:00,320337.0,188.4363,188.46,188.4,189.5,188.15,1694001600000,5786
2023-09-06 13:00:00,9233272.0,187.4694,188.37,186.54,188.85,186.5,1694005200000,117743
2023-09-06 14:00:00,16373472.0,184.6858,186.53,184.0188,186.53,183.93,1694008800000,242510
2023-09-06 15:00:00,7900776.0,183.9411,184.02,184.15,184.31,183.53,1694012400000,89463
