timestamp,open,high,low,close,volume
2023-12-06 10:00:00,193.14,193.165,192.51,192.54,976004
2023-12-06 10:05:00,192.535,192.9,192.48,192.82,675382
2023-12-06 10:10:00,192.815,193.02,192.72,192.99,618780
2023-12-06 10:15:00,192.99,193.13,192.77,192.895,723123
2023-12-06 10:20:00,192.89,192.945,192.24,192.27,785450
2023-12-06 10:25:00,192.265,192.5,192.205,192.42,584110
2023-12-06 10:30:00,192.42,192.6,192.36,192.55,430745
2023-12-06 10:35:00,192.55,192.62,192.42,192.5,385465
2023-12-06 10:40:00,192.5,192.62,192.42,192.487,324128
2023-12-06 10:45:00,192.488,192.69,192.465,192.56,323451
2023-12-06 10:50:00,192.57,192.91,192.503,192.84,455738
2023-12-06 10:55:00,192.84,192.865,192.645,192.653,265986
2023-12-06 11:00:00,192.67,192.75,192.605,192.725,220072
2023-12-06 11:05:00,192.73,192.975,192.72,192.96,302137
2023-12-06 11:10:00,192.96,193.29,192.915,193.27,483917
2023-12-06 11:15:00,193.275,193.31,193.14,193.18,322865
2023-12-06 11:20:00,193.19,193.34,192.92,193.03,580128
2023-12-06 11:25:00,193.02,193.33,192.99,193.095,279842
2023-12-06 11:30:00,193.1,193.13,192.57,192.65,477311
2023-12-06 11:35:00,192.66,192.81,192.592,192.6,359441
2023-12-06 11:40:00,192.6,192.67,192.47,192.58,268763
2023-12-06 11:45:00,192.58,192.66,192.5,192.525,306615
2023-12-06 11:50:00,192.53,192.8,192.485,192.799,311149
2023-12-06 11:55:00,192.8,193.09,192.8,193.04,297401
2023-12-06 12:00:00,193.03,193.08,192.845,192.9,184205
2023-12-06 12:05:00,192.92,193.06,192.85,192.88,299944
2023-12-06 12:10:00,192.875,193.05,192.855,192.93,198392
2023-12-06 12:15:00,192.92,193.035,192.89,192.905,163209
2023-12-06 12:20:00,192.91,193.098,192.91,192.955,170485
2023-12-06 12:25:00,192.96,193.02,192.73,192.83,215413
2023-12-06 12:30:00,192.84,192.98,192.73,192.92,156866
2023-12-06 12:35:00,192.915,192.97,192.83,192.865,178324
2023-12-06 12:40:00,192.87,192.96,192.85,192.89,184690
2023-12-06 12:45:00,192.89,192.929,192.67,192.785,235351
2023-12-06 12:50:00,192.79,192.949,192.65,192.93,998237
2023-12-06 12:55:00,192.939,192.94,192.651,192.7,184917
2023-12-06 13:00:00,192.69,192.785,192.66,192.66,277534
2023-12-06 13:05:00,192.67,192.675,192.37,192.625,279866
2023-12-06 13:10:00,192.63,192.94,192.63,192.94,252820
2023-12-06 13:15:00,192.94,192.954,192.81,192.88,188506
2023-12-06 13:20:00,192.897,192.94,192.77,192.79,215775
2023-12-06 13:25:00,192.79,192.91,192.705,192.906,236732
2023-12-06 13:30:00,192.91,192.93,192.753,192.765,190684
2023-12-06 13:35:00,192.765,192.86,192.755,192.815,173001
2023-12-06 13:40:00,192.82,192.91,192.74,192.89,221453
2023-12-06 13:45:00,192.895,192.99,192.88,192.933,230431
2023-12-06 13:50:00,192.94,193.07,192.888,193.033,223049
2023-12-06 13:55:00,193.05,193.235,193.03,193.149,344764
2023-12-06 14:00:00,193.15,193.21,193.01,193.05,241082
2023-12-06 14:05:00,193.06,193.12,192.97,193.07,223103
2023-12-06 14:10:00,193.06,193.12,192.91,193.0,230349
2023-12-06 14:15:00,193.01,193.165,192.95,192.98,196239
2023-12-06 14:20:00,192.98,193.02,192.75,192.93,288520
2023-12-06 14:25:00,192.925,193.0,192.78,192.78,151111
2023-12-06 14:30:00,192.78,193.045,192.78,193.02,210336
2023-12-06 14:35:00,193.015,193.05,192.885,193.02,255321
2023-12-06 14:40:00,193.021,193.05,192.91,192.965,225181
2023-12-06 14:45:00,192.97,193.04,192.935,193.0,182734
2023-12-06 14:50:00,193.0,193.02,192.91,192.955,168596
2023-12-06 14:55:00,192.95,193.01,192.89,192.91,199830
2023-12-06 15:00:00,192.913,192.94,192.771,192.815,203114
2023-12-06 15:05:00,192.815,192.88,192.755,192.772,226403
2023-12-06 15:10:00,192.771,192.78,192.55,192.599,364372
2023-12-06 15:15:00,192.595,192.63,192.435,192.545,385882
2023-12-06 15:20:00,192.54,192.56,192.34,192.381,383735
2023-12-06 15:25:00,192.39,192.46,192.35,192.426,320229
2023-12-06 15:30:00,192.43,192.535,192.38,192.475,464356
2023-12-06 15:35:00,192.475,192.51,192.31,192.363,388226
2023-12-06 15:40:00,192.365,192.56,192.365,192.44,431778
2023-12-06 15:45:00,192.445,192.535,192.39,192.465,451002
2023-12-06 15:50:00,192.46,192.46,192.11,192.195,1220453
2023-12-06 15:55:00,192.2,192.44,192.14,192.33,2242371
2023-12-06 16:00:00,192.33,192.45,192.32,192.34,13337250
2023-12-06 16:05:00,192.37,192.4,192.32,192.33,301830
2023-12-06 16:10:00,192.335,192.35,192.25,192.3,43892
2023-12-06 16:15:00,192.25,197.11,192.21,192.25,3369
2023-12-06 16:20:00,192.32,192.32,192.21,192.28,42634
2023-12-06 16:25:00,192.27,192.31,192.21,192.24,5874
2023-12-06 16:30:00,192.26,192.32,192.21,192.23,38103
2023-12-06 16:35:00,192.21,192.32,192.21,192.27,33903
2023-12-06 16:40:00,192.29,192.32,192.23,192.27,11416
2023-12-06 16:45:00,192.231,192.32,192.23,192.24,6564
2023-12-06 16:50:00,192.24,192.313,192.23,192.3,4978
2023-12-06 16:55:00,192.3,192.32,192.24,192.255,5256
2023-12-06 17:00:00,192.27,192.29,192.25,192.27,260
2023-12-06 17:05:00,192.27,192.38,192.25,192.35,7865
2023-12-06 17:10:00,192.33,192.37,182.73,192.24,9691
2023-12-06 17:15:00,192.24,192.25,192.21,192.23,2835
2023-12-06 17:20:00,192.24,192.32,182.144,192.24,10541
2023-12-06 17:25:00,192.23,192.31,192.22,192.25,1010
2023-12-06 17:30:00,192.25,192.28,192.23,192.27,1125
2023-12-06 17:35:00,192.255,192.32,192.22,192.22,20268
2023-12-06 17:40:00,192.24,192.28,192.21,192.28,2713
2023-12-06 17:45:00,192.24,192.28,192.22,192.26,398
2023-12-06 17:50:00,192.265,192.3,192.22,192.26,4280
2023-12-06 17:55:00,192.29,192.29,192.22,192.22,625
2023-12-06 18:00:00,192.255,192.27,192.21,192.245,967
2023-12-06 18:05:00,192.245,192.29,192.21,192.26,1603
2023-12-06 18:10:00,192.27,192.29,192.22,192.23,755
2023-12-06 18:15:00,192.26,192.29,192.25,192.25,292
2023-12-06 18:20:00,192.27,192.29,192.23,192.275,865
2023-12-06 18:25:00,192.29,192.3,192.25,192.28,1308
2023-12-06 18:30:00,192.28,192.31,192.25,192.275,520
2023-12-06 18:35:00,192.275,192.32,192.26,192.305,505
2023-12-06 18:40:00,192.305,192.31,192.28,192.305,1847
2023-12-06 18:45:00,192.3,192.3,192.25,192.29,1346
2023-12-06 18:50:00,192.285,192.3,192.22,192.22,1921
2023-12-06 18:55:00,192.22,192.22,192.2,192.22,1681
2023-12-06 19:00:00,192.21,192.22,192.16,192.16,1608
2023-12-06 19:05:00,192.19,192.22,192.15,192.22,1109
2023-12-06 19:10:00,192.205,192.22,192.18,192.19,855
2023-12-06 19:15:00,192.185,192.22,192.18,192.2,532
2023-12-06 19:20:00,192.19,192.2,192.11,192.155,1223
2023-12-06 19:25:00,192.11,192.2,192.11,192.15,849
2023-12-06 19:30:00,192.15,192.22,192.11,192.21,3142
2023-12-06 19:35:00,192.2,192.2,192.18,192.195,460
2023-12-06 19:40:00,192.195,192.27,192.18,192.2,936
2023-12-06 19:45:00,192.21,192.245,192.18,192.21,1168
2023-12-06 19:50:00,192.195,192.195,192.1,192.15,5996
2023-12-06 19:55:00,192.11,192.2,192.11,192.19,1303
2023-12-06 20:00:00,,,,,0
2023-12-06 20:05:00,,,,,0
2023-12-06 20:10:00,,,,,0
2023-12-06 20:15:00,,,,,0
2023-12-06 20:20:00,,,,,0
2023-12-06 20:25:00,,,,,0
2023-12-06 20:30:00,,,,,0
2023-12-06 20:35:00,,,,,0
2023-12-06 20:40:00,,,,,0
2023-12-06 20:45:00,,,,,0
2023-12-06 20:50:00,,,,,0
2023-12-06 20:55:00,,,,,0
2023-12-06 21:00:00,,,,,0
2023-12-06 21:05:00,,,,,0
2023-12-06 21:10:00,,,,,0
2023-12-06 21:15:00,,,,,0
2023-12-06 21:20:00,,,,,0
2023-12-06 21:25:00,,,,,0
2023-12-06 21:30:00,,,,,0
2023-12-06 21:35:00,,,,,0
2023-12-06 21:40:00,,,,,0
2023-12-06 21:45:00,,,,,0
2023-12-06 21:50:00,,,,,0
2023-12-06 21:55:00,,,,,0
2023-12-06 22:00:00,,,,,0
2023-12-06 22:05:00,,,,,0
2023-12-06 22:10:00,,,,,0
2023-12-06 22:15:00,,,,,0
2023-12-06 22:20:00,,,,,0
2023-12-06 22:25:00,,,,,0
2023-12-06 22:30:00,,,,,0
2023-12-06 22:35:00,,,,,0
2023-12-06 22:40:00,,,,,0
2023-12-06 22:45:00,,,,,0
2023-12-06 22:50:00,,,,,0
2023-12-06 22:55:00,,,,,0
2023-12-06 23:00:00,,,,,0
2023-12-06 23:05:00,,,,,0
2023-12-06 23:10:00,,,,,0
2023-12-06 23:15:00,,,,,0
2023-12-06 23:20:00,,,,,0
2023-12-06 23:25:00,,,,,0
2023-12-06 23:30:00,,,,,0
2023-12-06 23:35:00,,,,,0
2023-12-06 23:40:00,,,,,0
2023-12-06 23:45:00,,,,,0
2023-12-06 23:50:00,,,,,0
2023-12-06 23:55:00,,,,,0
2023-12-07 00:00:00,,,,,0
2023-12-07 00:05:00,,,,,0
2023-12-07 00:10:00,,,,,0
2023-12-07 00:15:00,,,,,0
2023-12-07 00:20:00,,,,,0
2023-12-07 00:25:00,,,,,0
2023-12-07 00:30:00,,,,,0
2023-12-07 00:35:00,,,,,0
2023-12-07 00:40:00,,,,,0
2023-12-07 00:45:00,,,,,0
2023-12-07 00:50:00,,,,,0
2023-12-07 00:55:00,,,,,0
2023-12-07 01:00:00,,,,,0
2023-12-07 01:05:00,,,,,0
2023-12-07 01:10:00,,,,,0
2023-12-07 01:15:00,,,,,0
2023-12-07 01:20:00,,,,,0
2023-12-07 01:25:00,,,,,0
2023-12-07 01:30:00,,,,,0
2023-12-07 01:35:00,,,,,0
2023-12-07 01:40:00,,,,,0
2023-12-07 01:45:00,,,,,0
2023-12-07 01:50:00,,,,,0
2023-12-07 01:55:00,,,,,0
2023-12-07 02:00:00,,,,,0
2023-12-07 02:05:00,,,,,0
2023-12-07 02:10:00,,,,,0
2023-12-07 02:15:00,,,,,0
2023-12-07 02:20:00,,,,,0
2023-12-07 02:25:00,,,,,0
2023-12-07 02:30:00,,,,,0
2023-12-07 02:35:00,,,,,0
2023-12-07 02:40:00,,,,,0
2023-12-07 02:45:00,,,,,0
2023-12-07 02:50:00,,,,,0
2023-12-07 02:55:00,,,,,0
2023-12-07 03:00:00,,,,,0
2023-12-07 03:05:00,,,,,0
2023-12-07 03:10:00,,,,,0
2023-12-07 03:15:00,,,,,0
2023-12-07 03:20:00,,,,,0
2023-12-07 03:25:00,,,,,0
2023-12-07 03:30:00,,,,,0
2023-12-07 03:35:00,,,,,0
2023-12-07 03:40:00,,,,,0
2023-12-07 03:45:00,,,,,0
2023-12-07 03:50:00,,,,,0
2023-12-07 03:55:00,,,,,0
2023-12-07 04:00:00,192.1,192.28,192.08,192.2,1258
2023-12-07 04:05:00,192.2,192.24,192.07,192.07,1673
2023-12-07 04:10:00,192.07,192.07,191.85,191.87,1564
2023-12-07 04:15:00,191.87,191.92,191.82,191.82,1074
2023-12-07 04:20:00,191.83,191.89,191.8,191.88,1684
2023-12-07 04:25:00,191.89,192.14,191.89,192.14,3364
2023-12-07 04:30:00,192.13,192.31,192.12,192.3,3482
2023-12-07 04:35:00,192.3,192.38,192.23,192.32,3826
2023-12-07 04:40:00,192.33,192.34,192.27,192.33,932
2023-12-07 04:45:00,192.33,192.38,192.25,192.27,2183
2023-12-07 04:50:00,192.27,192.4,192.27,192.33,943
2023-12-07 04:55:00,192.34,192.36,192.27,192.34,1633
2023-12-07 05:00:00,192.38,192.4,192.32,192.34,1867
2023-12-07 05:05:00,192.35,192.39,192.34,192.34,374
2023-12-07 05:10:00,192.35,192.44,192.35,192.43,1887
2023-12-07 05:15:00,192.41,192.42,192.32,192.36,1511
2023-12-07 05:20:00,192.36,192.43,192.35,192.36,1236
2023-12-07 05:25:00,192.36,192.41,192.36,192.37,326
2023-12-07 05:30:00,192.38,192.38,192.25,192.26,1332
2023-12-07 05:35:00,192.25,192.26,192.2,192.24,349
2023-12-07 05:40:00,192.2,192.23,192.12,192.12,1365
2023-12-07 05:45:00,192.22,192.23,192.14,192.17,1189
2023-12-07 05:50:00,192.2,192.26,192.13,192.13,879
2023-12-07 05:55:00,192.19,192.4,192.19,192.39,4358
2023-12-07 06:00:00,192.37,192.4,192.34,192.37,81
2023-12-07 06:05:00,192.37,192.38,192.3,192.35,492
2023-12-07 06:10:00,192.39,192.4,192.32,192.36,220
2023-12-07 06:15:00,192.31,192.32,192.2,192.21,1893
2023-12-07 06:20:00,192.28,192.33,192.28,192.28,766
2023-12-07 06:25:00,192.26,192.38,192.21,192.32,2479
2023-12-07 06:30:00,192.38,192.39,192.3,192.31,108
2023-12-07 06:35:00,192.37,192.39,192.31,192.39,172
2023-12-07 06:40:00,192.39,192.39,192.33,192.34,610
2023-12-07 06:45:00,192.33,192.33,192.26,192.26,393
2023-12-07 06:50:00,192.26,192.32,192.25,192.29,1287
2023-12-07 06:55:00,192.29,192.32,192.25,192.25,145
2023-12-07 07:00:00,192.25,192.3,192.17,192.26,3263
2023-12-07 07:05:00,192.24,192.28,192.22,192.23,402
2023-12-07 07:10:00,192.24,192.3,192.23,192.29,1026
2023-12-07 07:15:00,192.28,192.29,192.25,192.28,213
2023-12-07 07:20:00,192.28,192.3,192.25,192.3,911
2023-12-07 07:25:00,192.29,192.43,192.26,192.38,1486
2023-12-07 07:30:00,192.38,192.41,192.37,192.41,566
2023-12-07 07:35:00,192.39,192.45,192.32,192.33,4932
2023-12-07 07:40:00,192.35,192.39,192.3,192.37,815
2023-12-07 07:45:00,192.36,192.4,192.31,192.37,4201
2023-12-07 07:50:00,192.39,192.4,192.36,192.39,322
2023-12-07 07:55:00,192.38,192.44,192.38,192.43,844
2023-12-07 08:00:00,192.23,192.47,191.819,192.42,16879
2023-12-07 08:05:00,192.38,192.47,192.38,192.47,7280
2023-12-07 08:10:00,192.42,192.47,192.32,192.435,2269
2023-12-07 08:15:00,192.46,192.5,192.4,192.45,4204
2023-12-07 08:20:00,192.47,192.64,192.46,192.6,6492
2023-12-07 08:25:00,192.62,192.7,192.62,192.645,13956
2023-12-07 08:30:00,192.65,192.65,192.5,192.57,13503
2023-12-07 08:35:00,192.57,192.98,192.54,192.96,28498
2023-12-07 08:40:00,192.93,192.98,192.79,192.811,5857
2023-12-07 08:45:00,192.8,192.98,192.8,192.94,3971
2023-12-07 08:50:00,192.89,193.17,192.85,193.1,20796
2023-12-07 08:55:00,193.12,193.17,192.91,192.91,13377
2023-12-07 09:00:00,192.99,193.07,192.93,192.985,17966
2023-12-07 09:05:00,192.992,194.65,192.835,193.1,25157
2023-12-07 09:10:00,193.05,193.16,193.0,193.14,29847
2023-12-07 09:15:00,193.15,193.25,193.07,193.23,49469
2023-12-07 09:20:00,193.24,193.3,193.17,193.27,16656
2023-12-07 09:25:00,193.26,193.84,193.225,193.68,93594
2023-12-07 09:30:00,193.63,194.48,193.59,194.395,3091496
2023-12-07 09:35:00,194.39,194.85,194.17,194.64,1590992
2023-12-07 09:40:00,194.64,194.71,194.3,194.68,860578
2023-12-07 09:45:00,194.69,194.92,194.224,194.28,1173865
2023-12-07 09:50:00,194.28,194.331,193.97,194.035,739366
2023-12-07 09:55:00,194.045,194.269,193.88,193.89,519651
2023-12-07 10:00:00,193.89,194.36,193.88,194.28,516704
2023-12-07 10:05:00,194.27,194.45,194.01,194.125,671270
2023-12-07 10:10:00,194.14,194.63,194.07,194.52,684668
2023-12-07 10:15:00,194.56,194.68,194.35,194.446,534129
2023-12-07 10:20:00,194.44,194.87,194.39,194.82,672826
2023-12-07 10:25:00,194.815,194.87,194.65,194.725,465677
2023-12-07 10:30:00,194.725,194.87,194.69,194.81,501152
2023-12-07 10:35:00,194.82,194.92,194.74,194.75,519283
2023-12-07 10:40:00,194.76,194.98,194.53,194.921,647567
2023-12-07 10:45:00,194.92,194.94,194.82,194.888,379128
2023-12-07 10:50:00,194.89,194.96,194.8,194.85,436829
2023-12-07 10:55:00,194.835,194.9,194.64,194.794,393514
2023-12-07 11:00:00,194.8,194.85,194.6,194.675,302599
2023-12-07 11:05:00,194.675,194.85,194.58,194.81,435543
2023-12-07 11:10:00,194.805,194.879,194.57,194.615,445354
2023-12-07 11:15:00,194.603,194.62,194.04,194.165,485909
2023-12-07 11:20:00,194.17,194.26,194.02,194.26,342658
2023-12-07 11:25:00,194.25,194.33,194.2,194.3,324782
2023-12-07 11:30:00,194.29,194.545,194.215,194.483,375471
2023-12-07 11:35:00,194.49,194.76,194.455,194.75,368397
2023-12-07 11:40:00,194.75,194.805,194.62,194.75,296724
2023-12-07 11:45:00,194.76,194.83,194.584,194.655,344002
2023-12-07 11:50:00,194.66,194.83,194.615,194.83,362005
2023-12-07 11:55:00,194.81,194.9,194.74,194.87,304932
2023-12-07 12:00:00,194.87,194.91,194.691,194.78,313727
2023-12-07 12:05:00,194.77,194.8,194.7,194.725,219062
2023-12-07 12:10:00,194.725,194.75,194.58,194.615,271286
2023-12-07 12:15:00,194.62,194.94,194.6,194.925,441187
2023-12-07 12:20:00,194.93,195.0,194.81,194.89,586612
2023-12-07 12:25:00,194.88,194.96,194.825,194.94,729786
2023-12-07 12:30:00,194.94,194.96,194.88,194.915,205923
2023-12-07 12:35:00,194.92,194.97,194.84,194.935,302934
2023-12-07 12:40:00,194.93,194.97,194.785,194.81,295279
2023-12-07 12:45:00,194.82,194.83,194.69,194.82,312519
2023-12-07 12:50:00,194.83,194.85,194.65,194.74,239524
2023-12-07 12:55:00,194.73,194.76,194.51,194.515,219702
2023-12-07 13:00:00,194.52,194.67,194.5,194.559,240765
2023-12-07 13:05:00,194.55,194.78,194.535,194.755,302708
2023-12-07 13:10:00,194.755,194.758,194.585,194.688,275789
2023-12-07 13:15:00,194.685,194.7,194.515,194.635,1421583
2023-12-07 13:20:00,194.63,194.65,194.34,194.535,430365
2023-12-07 13:25:00,194.532,194.615,194.313,194.43,234148
2023-12-07 13:30:00,194.43,194.445,194.282,194.4,779953
2023-12-07 13:35:00,194.407,194.49,194.25,194.43,220394
2023-12-07 13:40:00,194.44,194.53,194.395,194.44,258885
2023-12-07 13:45:00,194.43,194.449,194.31,194.31,151506
2023-12-07 13:50:00,194.32,194.34,194.23,194.29,189523
2023-12-07 13:55:00,194.285,194.35,194.265,194.32,182416
2023-12-07 14:00:00,194.32,194.39,194.21,194.315,231818
2023-12-07 14:05:00,194.31,194.33,194.21,194.32,188432
2023-12-07 14:10:00,194.325,194.33,194.17,194.255,181503
2023-12-07 14:15:00,194.255,194.35,194.21,194.34,219037
2023-12-07 14:20:00,194.341,194.491,194.3,194.46,348350
2023-12-07 14:25:00,194.451,194.49,194.39,194.47,281291
2023-12-07 14:30:00,194.47,194.475,194.27,194.3,266415
2023-12-07 14:35:00,194.29,194.35,194.245,194.345,211237
2023-12-07 14:40:00,194.34,194.4,194.2,194.246,206338
2023-12-07 14:45:00,194.24,194.385,194.17,194.38,213193
2023-12-07 14:50:00,194.38,194.38,194.222,194.24,128951
2023-12-07 14:55:00,194.24,194.245,194.13,194.15,220231
2023-12-07 15:00:00,194.15,194.24,194.12,194.19,231499
2023-12-07 15:05:00,194.195,194.26,194.14,194.155,259482
2023-12-07 15:10:00,194.16,194.28,194.16,194.25,287832
2023-12-07 15:15:00,194.257,194.28,194.19,194.25,271145
2023-12-07 15:20:00,194.24,194.34,194.181,194.205,346683
2023-12-07 15:25:00,194.201,194.25,194.158,194.17,383004
2023-12-07 15:30:00,194.17,194.3,194.06,194.075,411464
2023-12-07 15:35:00,194.07,194.162,194.05,194.075,391608
2023-12-07 15:40:00,194.08,194.16,194.04,194.095,469183
2023-12-07 15:45:00,194.09,194.155,194.01,194.04,804468
2023-12-07 15:50:00,194.04,194.35,194.04,194.27,909749
2023-12-07 15:55:00,194.26,194.34,194.17,194.24,1495876
2023-12-07 16:00:00,194.21,194.29,193.85,193.94,16776175
2023-12-07 16:05:00,194.123,194.27,193.766,194.06,264712
2023-12-07 16:10:00,194.07,194.27,194.0,194.01,112560
2023-12-07 16:15:00,194.27,194.27,194.01,194.12,7773
2023-12-07 16:20:00,194.12,194.27,194.11,194.13,357771
2023-12-07 16:25:00,194.135,194.27,194.02,194.04,13866
2023-12-07 16:30:00,194.05,194.08,192.31,194.05,7893
2023-12-07 16:35:00,194.05,194.1,194.04,194.05,3237
2023-12-07 16:40:00,194.06,194.27,194.03,194.03,41683
2023-12-07 16:45:00,194.04,194.04,193.95,193.97,3759
2023-12-07 16:50:00,193.99,194.04,193.95,194.01,3456
2023-12-07 16:55:00,194.03,194.04,193.95,193.98,3382
2023-12-07 17:00:00,193.98,194.02,193.95,194.01,2041
2023-12-07 17:05:00,194.01,198.024,194.0,194.031,1600
2023-12-07 17:10:00,194.04,194.07,194.03,194.07,1749
2023-12-07 17:15:00,194.055,194.07,189.922,194.055,672
2023-12-07 17:20:00,194.07,194.27,194.04,194.055,13819
2023-12-07 17:25:00,194.055,194.07,194.03,194.05,485
2023-12-07 17:30:00,194.04,194.07,194.03,194.04,455
2023-12-07 17:35:00,194.04,194.07,194.04,194.065,972
2023-12-07 17:40:00,194.06,194.14,194.06,194.13,3636
2023-12-07 17:45:00,194.15,194.15,194.07,194.1,963
2023-12-07 17:50:00,194.09,194.12,194.06,194.07,594
2023-12-07 17:55:00,194.079,194.12,194.06,194.09,1655
2023-12-07 18:00:00,194.115,194.17,194.06,194.115,1554
2023-12-07 18:05:00,194.146,194.17,194.06,194.115,1353
2023-12-07 18:10:00,194.115,194.142,194.07,194.1,4355
2023-12-07 18:15:00,194.08,194.1,194.06,194.08,1372
2023-12-07 18:20:00,194.08,194.09,194.06,194.07,126
2023-12-07 18:25:00,194.07,194.1,194.07,194.1,694
2023-12-07 18:30:00,194.085,194.1,194.07,194.09,422
2023-12-07 18:35:00,194.085,194.1,194.06,194.075,2313
2023-12-07 18:40:00,194.08,194.27,194.05,194.145,16097
2023-12-07 18:45:00,194.15,194.17,194.12,194.12,461
2023-12-07 18:50:00,194.145,194.17,194.07,194.11,1438
2023-12-07 18:55:00,194.12,194.135,194.07,194.095,1415
2023-12-07 19:00:00,194.07,194.15,194.07,194.11,3079
2023-12-07 19:05:00,194.115,194.15,194.08,194.09,280
2023-12-07 19:10:00,194.15,194.15,194.08,194.15,185
2023-12-07 19:15:00,194.15,194.15,194.07,194.105,431
2023-12-07 19:20:00,194.11,194.14,194.07,194.1,739
2023-12-07 19:25:00,194.085,194.14,194.07,194.105,499
2023-12-07 19:30:00,194.07,194.13,194.07,194.13,51
2023-12-07 19:35:00,194.1,194.15,194.07,194.14,4003
2023-12-07 19:40:00,194.15,194.15,194.07,194.14,1474
