,v,vw,o,c,h,l,t,n
630,264,721.6303,721.6300,721.6300,721.6300,721.6300,2024-02-13,13:21:25,3
631,889,721.6973,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:21:35,8
632,1102,721.6999,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:21:40,8
633,828,721.6976,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:21:45,7
634,5794,721.7541,721.8000,721.7000,721.8000,721.7000,2024-02-13,13:21:50,53
635,1478,721.6933,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:21:55,21
636,1477,721.6981,721.6900,721.7000,721.7000,721.6900,2024-02-13,13:22:00,20
637,510,721.6794,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:22:10,3
638,306,721.6507,721.6501,721.6501,721.6501,721.6501,2024-02-13,13:22:15,3
639,300,721.6684,721.6700,721.6700,721.6700,721.6700,2024-02-13,13:22:20,5
640,1155,721.6855,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:22:40,12
641,2538,721.6961,721.6800,721.7000,721.7000,721.6800,2024-02-13,13:22:45,33
642,100,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:22:50,1
643,120,721.6300,721.6300,721.6300,721.6300,721.6300,2024-02-13,13:23:00,1
644,595,721.6447,721.6500,721.6201,721.6800,721.6201,2024-02-13,13:23:10,5
645,100,721.6200,721.6200,721.6200,721.6200,721.6200,2024-02-13,13:23:15,1
646,2482,721.6203,721.6219,721.6200,721.6219,721.6200,2024-02-13,13:23:25,38
647,455,721.6445,721.6500,721.6500,721.6500,721.6500,2024-02-13,13:23:30,14
648,759,721.5913,721.6000,721.5197,721.6000,721.5197,2024-02-13,13:23:55,9
649,401,721.6486,721.6500,721.6500,721.6500,721.6500,2024-02-13,13:24:05,5
650,175,721.5100,721.5100,721.5100,721.5100,721.5100,2024-02-13,13:24:25,1
651,215,721.6500,721.6500,721.6500,721.6500,721.6500,2024-02-13,13:24:40,5
652,123,721.6500,721.6500,721.6500,721.6500,721.6500,2024-02-13,13:24:45,2
653,715,721.6385,721.6300,721.6500,721.6500,721.6300,2024-02-13,13:25:10,9
654,4454,721.6974,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:25:15,33
655,1471,721.6359,721.7000,721.6500,721.7000,721.5500,2024-02-13,13:25:20,54
656,2515,721.5740,721.5100,721.7000,721.7000,721.5000,2024-02-13,13:25:30,76
657,1379,721.6540,721.7000,721.6800,721.7000,721.5800,2024-02-13,13:25:35,16
658,100,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:25:40,1
659,747,721.6823,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:25:50,6
660,887,721.6471,721.5872,721.6600,721.6600,721.5872,2024-02-13,13:26:00,12
661,800,721.6431,721.6300,721.6600,721.6600,721.6300,2024-02-13,13:26:30,8
662,431,721.6433,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:26:40,12
663,515,721.6508,721.6500,721.6500,721.6500,721.6500,2024-02-13,13:26:50,6
664,1725,721.7030,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:27:00,22
665,592,721.6902,721.7000,721.7000,721.7000,721.6600,2024-02-13,13:27:05,9
666,203,721.6996,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:27:10,4
667,1057,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:27:15,12
668,125,721.6982,721.6982,721.6982,721.6982,721.6982,2024-02-13,13:27:20,1
669,954,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:27:30,5
670,100,721.6998,721.6998,721.6998,721.6998,721.6998,2024-02-13,13:27:45,1
671,710,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:27:50,6
672,547,721.6999,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:27:55,7
673,760,721.6637,721.6700,721.6600,721.6700,721.6600,2024-02-13,13:28:00,15
674,200,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:28:05,4
675,250,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:28:10,3
676,430,721.6615,721.6600,721.6602,721.6602,721.6600,2024-02-13,13:28:15,4
677,332,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:28:20,2
678,953,721.6579,721.6600,721.6500,721.6600,721.6500,2024-02-13,13:28:35,39
679,677,721.5870,721.6000,721.5000,721.6000,721.5000,2024-02-13,13:28:40,19
680,794,721.5342,721.5900,721.5081,721.5900,721.5000,2024-02-13,13:28:45,15
681,100,721.5100,721.5100,721.5100,721.5100,721.5100,2024-02-13,13:29:30,1
682,101,721.5505,721.5500,721.5500,721.5500,721.5500,2024-02-13,13:29:35,2
683,127,721.5917,721.6000,721.6000,721.6000,721.6000,2024-02-13,13:29:45,5
684,265,721.6000,721.6000,721.6000,721.6000,721.6000,2024-02-13,13:29:50,5
685,899,721.5543,721.5800,721.5300,721.5800,721.5300,2024-02-13,13:29:55,15
686,29593,719.6860,721.7000,718.7100,721.7000,718.1000,2024-02-13,13:30:00,941
687,17406,717.9115,718.7100,717.0600,718.7100,716.7500,2024-02-13,13:30:05,284
688,4879,717.2710,717.0000,717.0000,718.5000,716.7500,2024-02-13,13:30:10,127
689,20126,717.7745,716.7500,718.5000,719.4800,716.7500,2024-02-13,13:30:15,121
690,2156,718.5862,718.5000,718.9500,719.0000,718.5000,2024-02-13,13:30:20,71
691,6589,720.0670,718.1000,721.7000,721.7000,718.1000,2024-02-13,13:30:25,70
692,1164,719.5650,719.3500,720.0000,720.0000,719.0000,2024-02-13,13:30:30,16
693,1113,719.2216,719.0000,719.0000,719.0000,719.0000,2024-02-13,13:30:35,24
694,6606,718.6197,719.0000,718.1100,719.2000,718.1100,2024-02-13,13:30:40,82
695,2560,718.0347,718.1000,718.1000,718.1000,718.0000,2024-02-13,13:30:45,45
696,1705,717.4642,717.5200,717.1200,717.9835,717.1200,2024-02-13,13:30:50,25
697,6506,716.9407,717.0200,716.9800,717.2900,716.7000,2024-02-13,13:30:55,135
698,2557,716.6044,716.9800,716.2000,717.0000,716.2000,2024-02-13,13:31:00,74
699,2849,716.5506,716.8000,716.2100,716.8000,716.2000,2024-02-13,13:31:05,83
700,7867,716.3495,717.1400,716.0000,717.1400,716.0000,2024-02-13,13:31:10,107
701,3406,716.0656,716.0000,716.1000,716.1994,716.0000,2024-02-13,13:31:15,46
702,2214,716.0134,716.0200,716.0000,716.0500,716.0000,2024-02-13,13:31:20,46
703,5256,715.6878,716.0000,715.1900,716.0000,715.1900,2024-02-13,13:31:25,131
704,2952,715.3093,715.5000,715.3500,715.5000,715.2000,2024-02-13,13:31:30,66
705,2551,715.2305,715.1300,715.1300,715.2100,715.1300,2024-02-13,13:31:35,69
706,2568,715.5731,715.3100,715.4000,716.0000,715.3100,2024-02-13,13:31:40,98
707,5418,715.9450,715.8600,716.0000,716.7000,715.3100,2024-02-13,13:31:45,108
708,152,716.2882,716.3300,716.3300,716.3300,716.3300,2024-02-13,13:31:50,5
709,896,716.3483,716.3390,716.2400,716.5700,716.2400,2024-02-13,13:31:55,31
710,1846,716.1922,716.0000,716.5700,716.5700,715.5100,2024-02-13,13:32:00,66
711,932,715.6645,716.0000,715.9999,716.0000,715.5100,2024-02-13,13:32:05,27
712,1876,715.6178,715.5100,715.5100,715.8000,715.5100,2024-02-13,13:32:10,122
713,2708,715.5730,716.0000,715.9500,716.0000,715.2800,2024-02-13,13:32:15,62
714,1427,715.6956,715.5100,715.9899,715.9900,715.3100,2024-02-13,13:32:20,41
715,3194,715.8554,716.0000,716.3800,716.3800,715.3100,2024-02-13,13:32:25,101
716,884,715.8764,715.5100,716.0000,716.0000,715.5100,2024-02-13,13:32:30,22
717,2302,715.6146,715.8100,715.8000,715.8100,715.3701,2024-02-13,13:32:35,48
718,2418,715.6109,715.5101,715.5100,715.7100,715.5100,2024-02-13,13:32:45,39
719,3101,715.6039,715.6100,715.5100,715.8000,715.5000,2024-02-13,13:32:50,64
720,4550,715.4554,715.5700,715.3100,715.5700,715.3100,2024-02-13,13:32:55,107
721,14680,715.0257,715.3100,714.6900,715.3500,714.6900,2024-02-13,13:33:00,630
722,4364,714.6545,714.5500,715.0000,715.0000,714.4500,2024-02-13,13:33:05,121
723,4883,714.3588,714.6900,714.2000,714.6900,714.2000,2024-02-13,13:33:10,112
724,6912,714.1579,714.3100,714.3100,714.3100,714.0000,2024-02-13,13:33:15,191
725,20363,714.7014,714.3800,714.0000,716.0000,714.0000,2024-02-13,13:33:20,460
726,4767,715.1373,714.8100,715.0000,716.0000,714.8100,2024-02-13,13:33:25,138
727,745,714.8835,714.9100,714.9900,714.9900,714.9100,2024-02-13,13:33:30,42
728,1939,714.8380,715.0000,715.0000,715.0000,714.5100,2024-02-13,13:33:35,39
729,1556,714.7290,714.5100,714.5000,715.0000,714.5000,2024-02-13,13:33:40,58
730,13431,719.2132,714.4600,714.5300,714.5300,714.3000,2024-02-13,13:33:45,124
731,1797,714.3850,714.0500,714.2000,714.5200,714.0500,2024-02-13,13:33:50,51
732,1869,714.2552,714.0001,714.5000,714.5800,714.0001,2024-02-13,13:33:55,32
733,2005,714.1459,714.0200,714.0100,714.2200,714.0100,2024-02-13,13:34:00,43
734,952,714.2592,714.0200,714.4900,714.4900,714.0200,2024-02-13,13:34:05,27
735,7521,714.0557,714.0900,713.8000,714.4300,713.8000,2024-02-13,13:34:10,188
736,2328,714.0343,714.1800,714.0000,714.1800,714.0000,2024-02-13,13:34:15,47
737,2411,714.0153,714.0000,714.0500,714.1000,714.0000,2024-02-13,13:34:20,63
738,857,714.0522,714.1000,714.0000,714.1000,714.0000,2024-02-13,13:34:25,31
739,795,713.9875,714.0000,714.0200,714.0200,714.0000,2024-02-13,13:34:30,37
740,3265,713.9004,713.8000,713.8000,714.0000,713.8000,2024-02-13,13:34:35,52
741,3103,713.7407,713.8000,713.6500,713.8000,713.5000,2024-02-13,13:34:40,89
742,4166,713.3048,713.4000,713.1100,713.4000,713.1100,2024-02-13,13:34:45,97
743,8201,712.9011,713.2600,712.5500,713.2600,712.5500,2024-02-13,13:34:50,275
744,2256,713.0171,713.1000,713.0000,713.1000,713.0000,2024-02-13,13:34:55,35
745,2253,713.2642,713.1000,713.5200,713.5200,713.0000,2024-02-13,13:35:00,72
746,743,713.1703,713.1000,713.0000,713.1000,713.0000,2024-02-13,13:35:05,30
747,3187,713.0516,713.0000,713.3100,713.3100,713.0000,2024-02-13,13:35:10,62
748,5462,713.1483,713.0200,713.3000,713.3000,713.0000,2024-02-13,13:35:15,64
749,3544,713.3045,713.4000,713.0100,713.6900,713.0100,2024-02-13,13:35:20,98
750,4377,713.4606,713.2800,713.5200,713.5700,713.2800,2024-02-13,13:35:25,72
751,2263,713.6097,713.5800,713.7900,713.8000,713.4000,2024-02-13,13:35:30,59
752,4928,714.0043,713.8000,714.0000,714.4600,713.8000,2024-02-13,13:35:35,99
753,521,714.2437,714.2400,714.2400,714.2400,714.2400,2024-02-13,13:35:40,8
754,219,713.9287,713.9700,713.9700,713.9700,713.9700,2024-02-13,13:35:45,12
755,1335,713.6561,713.5000,713.8000,713.8000,713.5000,2024-02-13,13:35:50,42
756,2856,713.4809,713.8000,713.4000,713.8000,713.3500,2024-02-13,13:35:55,45
757,2242,713.4249,713.4000,713.1200,713.4000,713.1200,2024-02-13,13:36:00,39
758,5012,713.5022,713.4700,713.4900,713.8000,713.0500,2024-02-13,13:36:05,111
759,5050,713.2370,713.6000,712.9000,713.6000,712.9000,2024-02-13,13:36:10,93
760,4620,712.6051,713.0000,712.2600,713.0000,712.2600,2024-02-13,13:36:15,205
761,2695,712.3699,712.2600,712.7500,712.7500,712.2300,2024-02-13,13:36:20,41
762,1583,712.3475,712.2300,712.2900,712.2900,712.2300,2024-02-13,13:36:25,47
763,2734,712.2828,712.5700,712.2300,712.5700,712.2300,2024-02-13,13:36:30,70
764,9330,712.0781,712.2000,711.9100,712.2600,711.8000,2024-02-13,13:36:35,427
765,3761,711.6298,711.9200,711.5500,711.9200,711.5500,2024-02-13,13:36:40,85
766,5443,711.2710,711.5000,711.0000,711.5200,711.0000,2024-02-13,13:36:45,235
767,3161,710.9914,711.2000,711.0000,711.2000,710.8900,2024-02-13,13:36:50,102
768,1997,710.8102,711.0000,710.6000,711.0000,710.6000,2024-02-13,13:36:55,79
769,5123,710.7918,710.8000,710.6410,711.0000,710.6410,2024-02-13,13:37:00,95
770,3290,710.8708,710.8600,710.8000,711.0000,710.6000,2024-02-13,13:37:05,133
771,2565,710.9964,710.8500,711.0700,711.1200,710.8500,2024-02-13,13:37:10,68
772,711,710.9340,710.9700,710.8500,710.9700,710.8500,2024-02-13,13:37:15,19
773,3071,710.8350,710.9000,710.6500,710.9700,710.6300,2024-02-13,13:37:20,70
774,3605,710.7034,710.9400,710.5800,710.9500,710.5800,2024-02-13,13:37:25,90
775,5563,710.7995,710.6500,711.0000,711.0000,710.5900,2024-02-13,13:37:30,102
776,6444,711.0865,711.0000,711.5000,711.5000,710.9400,2024-02-13,13:37:35,98
777,6945,711.8111,711.3100,712.5300,712.5300,711.3100,2024-02-13,13:37:40,114
778,397,711.8707,712.0000,711.7100,712.0000,711.7100,2024-02-13,13:37:45,18
779,2739,711.7947,711.8500,711.6000,712.0000,711.6000,2024-02-13,13:37:50,55
780,416,711.6666,711.6100,711.6100,711.6100,711.6100,2024-02-13,13:37:55,8
781,1754,711.7146,711.9500,711.5300,711.9900,711.5300,2024-02-13,13:38:00,84
782,870,711.9482,711.9300,712.0000,712.0000,711.9300,2024-02-13,13:38:05,28
783,853,711.5194,711.5400,711.5300,711.5400,711.5300,2024-02-13,13:38:10,27
784,623,711.3140,711.2200,711.2200,711.2200,711.2200,2024-02-13,13:38:15,20
785,1114,711.2491,711.2000,711.2100,711.4300,711.0101,2024-02-13,13:38:20,36
786,2726,711.0714,711.1200,711.2300,711.2300,711.0200,2024-02-13,13:38:25,40
787,3797,711.0075,711.0100,710.9400,711.0100,710.9400,2024-02-13,13:38:30,95
788,4102,711.0021,710.9500,711.0000,711.3700,710.8600,2024-02-13,13:38:35,112
789,3948,710.9006,711.0000,710.8000,711.0000,710.8000,2024-02-13,13:38:40,80
790,3519,710.9636,710.8400,711.0000,711.1000,710.7800,2024-02-13,13:38:45,102
791,4797,710.9825,711.1100,710.6000,711.1300,710.6000,2024-02-13,13:38:50,106
792,724,710.9848,710.9900,710.9900,711.0100,710.9900,2024-02-13,13:38:55,17
793,2908,710.9187,711.1800,710.7300,711.2300,710.7000,2024-02-13,13:39:00,65
794,229,711.0312,711.0100,711.0100,711.0100,711.0100,2024-02-13,13:39:05,10
795,1841,711.3473,711.3600,711.4900,711.4900,711.3600,2024-02-13,13:39:10,79
796,8323,712.3989,711.4300,713.8000,713.8000,711.4000,2024-02-13,13:39:15,186
797,3103,713.3412,713.5000,713.8000,713.8000,712.2700,2024-02-13,13:39:20,71
798,1280,713.0844,713.5900,713.1600,713.5900,712.9800,2024-02-13,13:39:25,53
799,2449,712.9362,712.9400,712.9200,713.0000,712.6000,2024-02-13,13:39:35,50
800,742,713.2795,713.1000,713.6500,713.6500,713.1000,2024-02-13,13:39:40,21
801,785,713.1834,713.1000,713.1000,713.3300,713.1000,2024-02-13,13:39:45,11
802,1738,713.3096,713.1000,713.3300,713.5500,713.1000,2024-02-13,13:39:50,47
803,5242,713.1204,713.0500,712.5000,713.5000,712.5000,2024-02-13,13:39:55,72
804,1016,712.7270,712.9100,712.5000,712.9100,712.5000,2024-02-13,13:40:00,32
805,756,712.9881,712.9500,713.0000,713.0000,712.9500,2024-02-13,13:40:05,21
806,1065,713.3280,713.3000,713.3000,713.4900,713.3000,2024-02-13,13:40:10,26
807,1937,713.1162,713.1100,713.1100,713.1100,713.1100,2024-02-13,13:40:15,21
808,767,713.1890,713.1100,713.1200,713.4900,713.0500,2024-02-13,13:40:20,22
809,3186,713.2294,713.2800,713.4000,713.4000,713.0700,2024-02-13,13:40:25,76
810,614,713.3164,713.4000,713.3200,713.4000,713.3200,2024-02-13,13:40:30,9
811,992,713.1092,713.1100,713.0600,713.1100,713.0600,2024-02-13,13:40:40,22
812,4454,712.9440,713.0600,712.9800,713.0600,712.8700,2024-02-13,13:40:45,87
813,1324,712.9738,713.0000,713.0000,713.0000,713.0000,2024-02-13,13:40:50,43
814,901,712.9621,713.0000,712.8200,713.0300,712.8200,2024-02-13,13:41:00,20
815,474,713.0657,713.1000,713.1000,713.1000,713.1000,2024-02-13,13:41:05,20
816,333,713.0622,712.9000,713.1400,713.1400,712.9000,2024-02-13,13:41:10,7
817,1199,713.2877,713.2500,713.4000,713.4000,713.0700,2024-02-13,13:41:15,29
818,4167,713.4239,713.4200,713.2500,713.5000,713.0700,2024-02-13,13:41:20,124
819,3513,713.1452,713.0100,713.4500,713.6800,712.8500,2024-02-13,13:41:25,81
820,931,713.6981,713.6990,713.7000,713.7000,713.6990,2024-02-13,13:41:30,16
821,980,713.8419,713.8000,713.8000,713.9000,713.8000,2024-02-13,13:41:35,26
822,2820,713.7090,713.9000,713.5000,713.9000,713.5000,2024-02-13,13:41:40,99
823,339,713.8542,713.8900,713.8900,713.8900,713.8900,2024-02-13,13:41:45,5
824,1183,713.7195,713.7000,713.9700,713.9700,713.5100,2024-02-13,13:41:50,24
825,5432,713.6815,713.5100,713.7000,713.8900,713.5100,2024-02-13,13:41:55,30
826,2012,713.5672,713.8300,713.5000,713.8300,713.5000,2024-02-13,13:42:00,48
827,4945,713.9474,713.4500,714.3100,714.3100,713.4500,2024-02-13,13:42:05,104
828,1756,714.4628,714.4700,714.4900,714.4900,714.4700,2024-02-13,13:42:10,28
829,6666,714.7453,714.4800,714.9600,714.9600,714.4800,2024-02-13,13:42:15,110
830,2987,714.8333,714.4900,714.8500,715.0000,714.4900,2024-02-13,13:42:20,55
831,4246,714.9708,715.0000,715.1000,715.1000,714.7900,2024-02-13,13:42:25,111
832,1125,715.6138,715.2600,715.8000,715.8000,715.2600,2024-02-13,13:42:30,37
833,5709,715.8613,715.5300,716.1300,716.3600,715.2000,2024-02-13,13:42:35,158
834,2815,716.3662,716.1500,716.5400,716.6600,716.1500,2024-02-13,13:42:40,60
835,9987,716.7156,716.7000,717.0000,717.0000,716.3000,2024-02-13,13:42:45,153
836,5522,717.1322,717.0000,717.0000,717.4300,717.0000,2024-02-13,13:42:50,117
837,5349,716.7829,717.0000,716.4500,717.3000,716.4500,2024-02-13,13:42:55,123
838,2004,716.4397,716.4500,716.2900,716.5000,716.2700,2024-02-13,13:43:00,77
839,4412,716.2657,716.2700,716.2800,716.5000,716.0000,2024-02-13,13:43:05,123
840,2472,716.2750,716.0000,716.0000,716.5300,716.0000,2024-02-13,13:43:10,45
841,7568,715.4862,716.0000,715.0000,716.3700,714.8000,2024-02-13,13:43:15,180
842,2453,714.9200,715.0000,715.0000,715.0000,714.6500,2024-02-13,13:43:20,61
843,2907,714.4716,714.5000,714.4000,714.5500,714.4000,2024-02-13,13:43:25,47
844,1249,714.3935,714.5000,714.5200,714.5200,714.1800,2024-02-13,13:43:30,34
845,10700,714.0278,714.5200,713.7900,714.5200,713.7900,2024-02-13,13:43:35,137
846,738,713.6645,713.6200,713.6100,713.6200,713.6100,2024-02-13,13:43:40,26
847,1822,713.5313,713.6100,713.4400,713.6100,713.4400,2024-02-13,13:43:45,67
848,1165,713.2169,713.2200,713.2000,713.2200,713.2000,2024-02-13,13:43:50,30
849,1908,713.3296,713.3390,713.3700,713.4400,713.2000,2024-02-13,13:43:55,51
850,2874,713.4211,713.2201,713.5100,713.8000,713.2201,2024-02-13,13:44:00,33
851,1677,713.9891,714.0000,714.0000,714.0000,713.9900,2024-02-13,13:44:10,36
852,696,713.9049,713.9000,713.9900,713.9900,713.9000,2024-02-13,13:44:15,19
853,3013,713.9873,713.9700,714.0000,714.0000,713.9700,2024-02-13,13:44:20,62
854,4947,713.9661,713.8400,714.0000,714.0000,713.8400,2024-02-13,13:44:25,54
855,11380,713.5927,713.9000,713.1900,714.0000,713.1900,2024-02-13,13:44:30,187
856,783,713.2884,713.1100,713.9200,713.9200,713.1100,2024-02-13,13:44:35,28
857,147,713.8278,713.9100,713.9100,713.9100,713.9100,2024-02-13,13:44:40,7
858,772,713.8667,713.8700,713.9100,713.9100,713.8400,2024-02-13,13:44:45,27
859,11094,713.2857,713.9500,713.0000,714.0000,712.9900,2024-02-13,13:44:55,212
860,1962,712.8292,712.9200,712.8000,712.9300,712.8000,2024-02-13,13:45:00,57
861,836,712.9610,712.8600,712.9900,713.0000,712.8600,2024-02-13,13:45:05,22
862,3374,713.1458,713.0000,713.8200,713.8200,713.0000,2024-02-13,13:45:10,96
863,6226,714.1228,713.9000,713.7500,714.9000,713.7500,2024-02-13,13:45:15,150
864,338,713.8080,713.8300,713.8300,713.8300,713.8300,2024-02-13,13:45:20,7
865,2665,713.1871,713.7000,713.0000,713.7000,713.0000,2024-02-13,13:45:25,113
866,713,712.9049,712.9300,712.9000,712.9300,712.9000,2024-02-13,13:45:30,8
867,2330,712.7243,712.9300,712.6500,712.9300,712.6500,2024-02-13,13:45:35,35
868,1162,712.7694,712.7200,712.8600,712.8600,712.6300,2024-02-13,13:45:40,23
869,14871,712.2859,712.6000,711.7500,712.6000,711.7500,2024-02-13,13:45:45,261
870,4389,711.8331,711.7300,711.7500,712.0000,711.5200,2024-02-13,13:45:50,96
871,12250,711.1425,711.5200,710.6100,711.6200,710.6100,2024-02-13,13:45:55,326
872,6855,710.5232,710.5300,710.7300,710.7300,710.3900,2024-02-13,13:46:00,141
873,3303,710.6656,710.6602,710.6600,710.7400,710.6000,2024-02-13,13:46:05,85
874,4003,710.7756,710.6300,710.7300,711.0000,710.6300,2024-02-13,13:46:10,68
875,8077,710.3504,710.9800,710.1200,710.9800,710.1100,2024-02-13,13:46:15,148
876,8952,710.2191,710.4000,710.4000,710.4100,710.1400,2024-02-13,13:46:20,129
877,1865,710.6395,710.6400,710.7300,710.7700,710.6400,2024-02-13,13:46:25,39
878,2137,710.9675,710.7300,711.0000,711.0000,710.7300,2024-02-13,13:46:30,28
879,713,711.5503,711.4500,711.4500,711.9000,711.4500,2024-02-13,13:46:35,82
880,2013,711.3896,711.5800,711.4700,711.5900,711.0800,2024-02-13,13:46:40,48
881,408,711.5241,711.5000,711.5000,711.5000,711.5000,2024-02-13,13:46:45,12
882,6076,711.1097,711.7100,710.6400,711.7100,710.6400,2024-02-13,13:46:50,125
883,107,710.9496,710.9699,710.9699,710.9699,710.9699,2024-02-13,13:46:55,4
884,761,710.5129,710.5300,710.5000,710.5300,710.5000,2024-02-13,13:47:00,29
885,1555,710.6473,710.3900,710.8900,710.8900,710.3900,2024-02-13,13:47:05,25
886,206,710.5652,710.5500,710.5500,710.5500,710.5500,2024-02-13,13:47:15,10
887,246,710.5526,710.5500,710.5500,710.5500,710.5500,2024-02-13,13:47:20,7
888,1945,710.6185,710.5500,710.7000,710.7000,710.5300,2024-02-13,13:47:25,52
889,26525,710.0195,710.7600,709.4200,710.7600,709.1900,2024-02-13,13:47:30,1101
890,2555,709.4639,709.4200,709.1500,710.0000,709.1100,2024-02-13,13:47:35,44
891,1595,709.2924,709.3700,709.3700,709.3700,709.1100,2024-02-13,13:47:40,26
892,10379,709.0122,709.1000,709.0000,709.1000,708.8600,2024-02-13,13:47:45,288
893,1292,708.6893,708.8000,708.5000,708.8000,708.5000,2024-02-13,13:47:50,65
894,932,708.4972,708.5000,708.5000,708.5000,708.5000,2024-02-13,13:47:55,31
895,4266,708.9058,708.9000,709.0000,709.0000,708.9000,2024-02-13,13:48:00,140
896,3733,708.7049,708.9000,708.5100,708.9400,708.5100,2024-02-13,13:48:05,64
897,11597,708.7237,708.3100,709.0000,709.0000,708.2600,2024-02-13,13:48:10,129
898,1884,708.6125,708.6000,708.6400,708.6600,708.6000,2024-02-13,13:48:15,41
899,3521,708.7756,708.6400,709.1000,709.1000,708.5100,2024-02-13,13:48:20,101
900,816,708.9910,708.7300,709.0400,709.5100,708.7300,2024-02-13,13:48:25,39
901,2065,709.3967,709.8000,709.1000,709.8000,709.1000,2024-02-13,13:48:30,38
902,922,709.2118,709.5300,709.1900,709.5300,709.0000,2024-02-13,13:48:40,27
903,1561,709.3854,709.4900,709.1900,709.5000,709.1900,2024-02-13,13:48:45,25
904,570,709.4912,709.3700,709.4500,709.5600,709.3700,2024-02-13,13:48:50,22
905,2153,709.1311,709.0700,709.4000,709.4000,709.0700,2024-02-13,13:48:55,34
906,2114,709.2929,709.3000,709.4200,709.4200,709.2000,2024-02-13,13:49:00,23
907,541,709.3591,709.3000,709.3000,709.3000,709.3000,2024-02-13,13:49:05,15
908,5291,709.0046,709.0000,709.0000,709.0200,709.0000,2024-02-13,13:49:10,87
909,2205,708.8216,708.8700,708.8000,708.8700,708.7500,2024-02-13,13:49:15,41
910,1549,708.7073,708.7000,708.6800,708.7500,708.6800,2024-02-13,13:49:25,34
911,1388,708.8363,708.7500,708.9400,708.9400,708.7300,2024-02-13,13:49:30,48
912,1671,708.9334,708.9400,708.9400,709.0000,708.9400,2024-02-13,13:49:35,35
913,1557,708.8741,708.8000,708.9800,708.9800,708.8000,2024-02-13,13:49:40,35
914,2869,708.9229,708.8400,708.7500,708.8400,708.7500,2024-02-13,13:49:45,72
915,2309,708.7003,708.9400,708.9400,708.9400,708.6200,2024-02-13,13:49:50,70
916,3320,708.5519,708.6200,708.4600,708.6200,708.4600,2024-02-13,13:49:55,129
917,453,708.3233,708.3200,708.3200,708.3200,708.3200,2024-02-13,13:50:00,16
918,2059,708.3049,708.3100,708.2500,708.4000,708.2500,2024-02-13,13:50:05,98
919,9823,708.0500,708.2000,707.8800,708.3300,707.8800,2024-02-13,13:50:10,311
920,1968,707.8879,708.0500,707.8200,708.0500,707.8000,2024-02-13,13:50:15,60
921,756,707.6900,707.7000,707.6500,707.7000,707.6500,2024-02-13,13:50:20,26
922,3257,707.6498,707.5900,707.5900,707.8200,707.5000,2024-02-13,13:50:25,48
923,458,707.5536,707.5500,707.5500,707.5500,707.5500,2024-02-13,13:50:30,19
924,3627,707.5732,707.5000,707.4800,707.6500,707.4800,2024-02-13,13:50:35,77
925,5937,707.5678,707.6900,707.5200,707.6900,707.5200,2024-02-13,13:50:40,93
926,2212,707.5642,707.5300,707.7700,707.7700,707.5300,2024-02-13,13:50:45,65
927,5025,707.4017,707.5100,707.3000,707.5100,707.3000,2024-02-13,13:50:50,127
928,3336,707.3375,707.3100,707.2400,707.4200,707.2400,2024-02-13,13:50:55,61
929,1616,707.3074,707.3000,707.3600,707.3600,707.3000,2024-02-13,13:51:00,44
930,7808,707.5159,707.3400,707.6500,707.6500,707.3400,2024-02-13,13:51:05,87
931,6673,708.3733,707.8300,708.6000,708.8000,707.8300,2024-02-13,13:51:10,184
932,4791,708.0972,708.6000,707.3200,708.6000,707.3200,2024-02-13,13:51:15,99
933,1176,708.0553,708.0000,708.5900,708.5900,708.0000,2024-02-13,13:51:20,34
934,996,708.4991,708.5900,708.6200,708.6200,708.5900,2024-02-13,13:51:25,26
935,2725,708.5620,708.4100,708.6300,708.6300,708.4100,2024-02-13,13:51:30,82
936,6864,709.2617,708.8000,709.7400,709.8000,708.6900,2024-02-13,13:51:35,150
937,1627,709.5314,709.4000,709.7200,709.7400,709.0000,2024-02-13,13:51:40,41
938,1619,709.5679,709.8000,709.3600,709.8000,709.3600,2024-02-13,13:51:45,36
939,2959,709.7342,709.8000,709.6700,709.8800,709.6700,2024-02-13,13:51:50,79
940,546,709.8414,709.9800,709.9800,709.9800,709.9800,2024-02-13,13:51:55,23
941,2512,709.8021,709.8500,709.9100,709.9500,709.5600,2024-02-13,13:52:00,50
