,v,vw,o,c,h,l,t,n
314,220,715.1123,715.0100,715.2000,715.2000,715.0100,2024-02-13,12:06:50,4
315,2164,715.3213,715.2900,715.5000,715.5000,715.2900,2024-02-13,12:07:55,39
316,1118,715.7508,715.7500,715.7500,715.7500,715.7500,2024-02-13,12:08:30,16
317,1606,715.8343,715.7900,716.0000,716.0000,715.7900,2024-02-13,12:08:35,28
318,1002,716.0300,716.0200,716.0200,716.0200,716.0200,2024-02-13,12:08:45,8
319,248,716.0899,716.1000,716.1000,716.1000,716.1000,2024-02-13,12:09:00,2
320,101,716.1000,716.1000,716.1000,716.1000,716.1000,2024-02-13,12:09:05,2
321,960,716.0077,716.0000,716.0000,716.0000,716.0000,2024-02-13,12:09:20,11
322,1301,716.1000,716.1000,716.1000,716.1000,716.1000,2024-02-13,12:09:25,15
323,600,716.0025,716.0000,716.0000,716.0000,716.0000,2024-02-13,12:10:50,14
324,194,716.0300,716.0300,716.0300,716.0300,716.0300,2024-02-13,12:11:25,2
325,1269,716.0072,716.0100,716.0000,716.0100,716.0000,2024-02-13,12:11:30,16
326,298,716.2351,716.2500,716.2500,716.2500,716.2500,2024-02-13,12:12:15,11
327,572,716.4263,716.3700,716.3700,716.3700,716.3700,2024-02-13,12:12:35,22
328,200,716.5000,716.5000,716.5000,716.5000,716.5000,2024-02-13,12:12:40,1
329,250,716.5000,716.5000,716.5000,716.5000,716.5000,2024-02-13,12:12:45,3
330,531,716.7712,716.7800,716.7800,716.7800,716.7800,2024-02-13,12:13:55,14
331,510,716.6520,716.8190,716.8190,716.8190,716.8190,2024-02-13,12:14:25,16
332,570,716.5146,716.4900,716.5500,716.5500,716.4900,2024-02-13,12:14:45,10
333,230,716.2561,716.2500,716.2500,716.2500,716.2500,2024-02-13,12:15:15,5
334,123,716.2500,716.2500,716.2500,716.2500,716.2500,2024-02-13,12:15:40,4
335,100,716.3600,716.3600,716.3600,716.3600,716.3600,2024-02-13,12:16:05,1
336,200,716.2500,716.2500,716.2500,716.2500,716.2500,2024-02-13,12:16:35,2
337,250,716.2400,716.2400,716.2400,716.2400,716.2400,2024-02-13,12:17:55,1
338,209,716.2449,716.2400,716.2400,716.2400,716.2400,2024-02-13,12:18:10,5
339,401,716.1991,716.2000,716.2000,716.2000,716.2000,2024-02-13,12:18:35,7
340,100,716.1000,716.1000,716.1000,716.1000,716.1000,2024-02-13,12:19:10,1
341,641,716.0000,716.0000,716.0000,716.0000,716.0000,2024-02-13,12:19:55,25
342,1879,716.0026,716.0000,716.0000,716.0200,716.0000,2024-02-13,12:20:00,37
343,530,716.1077,716.1100,716.1100,716.1100,716.1100,2024-02-13,12:20:05,7
344,750,716.1882,716.2000,716.2000,716.2000,716.2000,2024-02-13,12:20:10,16
345,340,716.2085,716.2000,716.2000,716.2000,716.2000,2024-02-13,12:20:30,10
346,250,716.1800,716.1800,716.1800,716.1800,716.1800,2024-02-13,12:20:40,3
347,200,716.6210,716.6300,716.6300,716.6300,716.6300,2024-02-13,12:21:30,4
348,714,716.7296,716.7500,716.7500,716.7500,716.7500,2024-02-13,12:21:35,23
349,200,716.6137,716.6000,716.6000,716.6000,716.6000,2024-02-13,12:21:55,11
350,359,716.7658,716.7800,716.7800,716.7800,716.7800,2024-02-13,12:22:25,9
351,191,716.9000,716.9000,716.9000,716.9000,716.9000,2024-02-13,12:22:30,4
352,951,717.1343,717.0000,717.2000,717.2000,717.0000,2024-02-13,12:22:35,35
353,348,717.4778,717.4700,717.4700,717.4700,717.4700,2024-02-13,12:23:20,8
354,399,717.9010,717.9200,717.9200,717.9200,717.9200,2024-02-13,12:23:45,14
355,1340,717.9997,717.9200,718.1800,718.1800,717.9200,2024-02-13,12:24:20,36
356,217,718.4930,718.5000,718.5000,718.5000,718.5000,2024-02-13,12:24:40,11
357,200,718.6600,718.6600,718.6600,718.6600,718.6600,2024-02-13,12:25:10,2
358,304,718.7012,718.7000,718.7000,718.7000,718.7000,2024-02-13,12:25:20,4
359,607,718.5464,718.5500,718.5000,718.5500,718.5000,2024-02-13,12:25:35,13
360,810,718.6654,718.7000,718.7000,718.7000,718.7000,2024-02-13,12:25:40,12
361,330,718.6661,718.7000,718.7000,718.7000,718.7000,2024-02-13,12:25:50,6
362,520,718.8143,718.7800,718.7800,718.7800,718.7800,2024-02-13,12:26:00,17
363,400,718.8800,718.8800,718.8800,718.8800,718.8800,2024-02-13,12:26:10,3
364,3084,718.5675,718.9000,718.2500,718.9000,718.2500,2024-02-13,12:26:25,84
365,381,718.0523,718.0300,718.0300,718.0300,718.0300,2024-02-13,12:26:35,9
366,907,718.0234,718.0300,718.0000,718.0300,718.0000,2024-02-13,12:26:40,28
367,870,717.8465,717.8700,717.8000,717.8700,717.8000,2024-02-13,12:26:50,24
368,330,717.7909,717.7900,717.7900,717.7900,717.7900,2024-02-13,12:27:35,6
369,117,717.8477,717.8500,717.8500,717.8500,717.8500,2024-02-13,12:27:40,4
370,849,718.0000,718.0000,718.0000,718.0000,718.0000,2024-02-13,12:28:10,8
371,222,718.0000,718.0000,718.0000,718.0000,718.0000,2024-02-13,12:28:15,6
372,300,718.3300,718.3500,718.3200,718.3500,718.3200,2024-02-13,12:29:40,2
373,1371,718.3381,718.2500,718.5000,718.5000,718.2500,2024-02-13,12:30:00,32
374,1204,718.8700,718.9000,718.9000,718.9000,718.9000,2024-02-13,12:30:15,47
375,1030,718.9939,719.0000,719.0000,719.0000,719.0000,2024-02-13,12:30:20,27
376,1624,719.4084,719.4000,719.4400,719.4400,719.4000,2024-02-13,12:31:00,27
377,559,719.6745,719.6600,719.6600,719.6600,719.6600,2024-02-13,12:31:10,26
378,4397,719.7455,719.6600,719.7700,719.8000,719.6600,2024-02-13,12:31:15,37
379,1263,719.8074,719.8000,719.8000,719.8000,719.8000,2024-02-13,12:31:20,19
380,2016,719.9966,719.9000,720.0000,720.0000,719.9000,2024-02-13,12:31:25,54
381,432,720.0286,720.0300,720.0300,720.0300,720.0300,2024-02-13,12:31:30,11
382,735,720.0738,720.0900,720.0900,720.0900,720.0900,2024-02-13,12:31:40,22
383,1029,719.9682,720.0300,719.9000,720.0300,719.9000,2024-02-13,12:31:45,20
384,213,719.8906,719.9000,719.9000,719.9000,719.9000,2024-02-13,12:31:50,5
385,1315,719.8138,719.9400,719.8000,719.9400,719.8000,2024-02-13,12:31:55,27
386,495,719.4504,719.4400,719.4400,719.4400,719.4400,2024-02-13,12:32:05,23
387,440,719.4321,719.5000,719.5000,719.5000,719.5000,2024-02-13,12:32:35,15
388,209,719.7444,719.7500,719.7500,719.7500,719.7500,2024-02-13,12:32:45,4
389,116,719.7500,719.7500,719.7500,719.7500,719.7500,2024-02-13,12:32:50,2
390,150,719.7500,719.7500,719.7500,719.7500,719.7500,2024-02-13,12:33:00,2
391,301,719.7874,719.7500,719.7500,719.7500,719.7500,2024-02-13,12:33:10,6
392,898,719.9050,719.8500,720.0000,720.0000,719.8500,2024-02-13,12:33:15,29
393,220,720.1977,720.2000,720.2000,720.2000,720.2000,2024-02-13,12:33:20,3
394,461,720.2800,720.3000,720.3000,720.3000,720.3000,2024-02-13,12:33:25,7
395,488,720.5000,720.5000,720.5000,720.5000,720.5000,2024-02-13,12:33:40,10
396,830,720.7303,720.7000,720.7400,720.7600,720.7000,2024-02-13,12:33:45,16
397,494,720.7633,720.8000,720.7100,720.8000,720.7100,2024-02-13,12:33:50,10
398,317,720.9855,721.0000,721.0000,721.0000,721.0000,2024-02-13,12:34:00,8
399,3040,720.9670,721.0000,721.0000,721.0000,720.8100,2024-02-13,12:34:05,54
400,1387,720.8082,720.7700,720.8100,720.8100,720.7700,2024-02-13,12:34:15,16
401,105,721.0005,721.0000,721.0000,721.0000,721.0000,2024-02-13,12:34:25,2
402,100,721.1000,721.1000,721.1000,721.1000,721.1000,2024-02-13,12:34:30,1
403,928,721.1246,721.1000,721.2000,721.2000,721.1000,2024-02-13,12:34:35,12
404,200,721.2000,721.2000,721.2000,721.2000,721.2000,2024-02-13,12:34:40,1
405,893,721.3451,721.3500,721.3500,721.3500,721.3500,2024-02-13,12:34:50,16
406,450,721.3918,721.4000,721.4000,721.4000,721.4000,2024-02-13,12:35:30,12
407,2394,721.0721,721.1600,721.0000,721.1600,720.9000,2024-02-13,12:35:35,51
408,202,721.0010,721.0000,721.0000,721.0000,721.0000,2024-02-13,12:35:50,2
409,200,720.8000,720.8000,720.8000,720.8000,720.8000,2024-02-13,12:36:00,1
410,1440,720.9406,720.9800,721.0000,721.0000,720.9700,2024-02-13,12:36:10,41
411,922,721.0170,721.0300,720.9800,721.0300,720.9800,2024-02-13,12:36:20,23
412,500,720.7695,720.8000,720.7500,720.8000,720.7500,2024-02-13,12:36:30,21
413,1289,720.8598,720.7100,720.9800,721.0000,720.7100,2024-02-13,12:36:55,28
414,1802,720.9016,721.0000,720.6400,721.0000,720.6400,2024-02-13,12:37:20,48
415,590,720.8108,720.8000,720.7900,720.8000,720.7900,2024-02-13,12:37:35,10
416,984,720.7318,720.7900,720.6400,720.8000,720.6400,2024-02-13,12:37:45,19
417,1182,720.5227,720.5000,720.5000,720.5000,720.5000,2024-02-13,12:38:00,25
418,367,720.3598,720.3600,720.3600,720.3600,720.3600,2024-02-13,12:38:05,9
419,1111,719.8160,719.8100,719.8000,719.8100,719.8000,2024-02-13,12:38:10,41
420,1379,719.4952,719.5200,719.4500,719.5200,719.4500,2024-02-13,12:38:40,43
421,357,719.2727,719.2200,719.2200,719.2200,719.2200,2024-02-13,12:38:50,8
422,215,719.2207,719.2200,719.2200,719.2200,719.2200,2024-02-13,12:39:00,4
423,204,719.2571,719.2500,719.2500,719.2500,719.2500,2024-02-13,12:39:20,3
424,154,719.2500,719.2500,719.2500,719.2500,719.2500,2024-02-13,12:39:30,4
425,600,719.4050,719.4500,719.3000,719.4500,719.3000,2024-02-13,12:39:35,8
426,150,719.8000,719.8000,719.8000,719.8000,719.8000,2024-02-13,12:40:30,2
427,302,719.8636,719.8500,719.8500,719.8500,719.8500,2024-02-13,12:41:00,7
428,200,719.8000,719.8000,719.8000,719.8000,719.8000,2024-02-13,12:41:45,2
429,1122,719.5011,719.5000,719.5000,719.5000,719.5000,2024-02-13,12:41:50,22
430,255,719.4018,719.4000,719.4000,719.4000,719.4000,2024-02-13,12:41:55,7
431,185,719.5800,719.5800,719.5800,719.5800,719.5800,2024-02-13,12:42:10,2
432,568,719.5330,719.5000,719.4600,719.5000,719.4600,2024-02-13,12:42:20,16
433,250,719.5560,719.5500,719.5500,719.5500,719.5500,2024-02-13,12:42:35,4
434,300,719.7000,719.7000,719.7000,719.7000,719.7000,2024-02-13,12:43:05,4
435,183,719.7943,719.8100,719.8100,719.8100,719.8100,2024-02-13,12:43:20,3
436,700,719.7900,719.7900,719.7900,719.7900,719.7900,2024-02-13,12:43:25,2
437,200,719.9000,719.9000,719.9000,719.9000,719.9000,2024-02-13,12:43:55,2
438,155,719.9500,719.9500,719.9500,719.9500,719.9500,2024-02-13,12:44:00,4
439,980,720.0000,720.0000,720.0000,720.0000,720.0000,2024-02-13,12:44:05,12
440,200,720.2500,720.2500,720.2500,720.2500,720.2500,2024-02-13,12:44:55,2
441,210,720.2500,720.2500,720.2500,720.2500,720.2500,2024-02-13,12:45:00,3
442,200,720.3850,720.3700,720.4000,720.4000,720.3700,2024-02-13,12:45:10,2
443,150,720.4533,720.4500,720.4500,720.4500,720.4500,2024-02-13,12:45:15,2
444,1047,720.2529,720.2500,720.2500,720.2500,720.2500,2024-02-13,12:45:40,25
445,328,720.5188,720.5200,720.5200,720.5200,720.5200,2024-02-13,12:45:55,4
446,100,720.5000,720.5000,720.5000,720.5000,720.5000,2024-02-13,12:46:15,1
447,1201,720.5000,720.5000,720.5000,720.5000,720.5000,2024-02-13,12:46:30,10
448,200,720.4079,720.4000,720.4000,720.4000,720.4000,2024-02-13,12:47:00,5
449,1000,720.3135,720.3000,720.3000,720.3000,720.3000,2024-02-13,12:47:35,11
450,200,720.3000,720.3000,720.3000,720.3000,720.3000,2024-02-13,12:47:50,1
451,300,720.3458,720.3500,720.3500,720.3500,720.3500,2024-02-13,12:48:15,5
452,783,720.0000,720.0000,720.0000,720.0000,720.0000,2024-02-13,12:48:30,40
453,694,719.5784,719.5000,719.5800,719.5800,719.5000,2024-02-13,12:48:50,28
454,310,719.4219,719.4100,719.4100,719.4100,719.4100,2024-02-13,12:49:05,11
455,1292,719.2487,719.3500,719.2200,719.3500,719.2000,2024-02-13,12:49:40,49
456,313,719.2068,719.2200,719.2200,719.2200,719.2200,2024-02-13,12:49:45,11
457,426,719.3099,719.3500,719.3500,719.3500,719.3500,2024-02-13,12:49:55,15
458,204,719.3490,719.3500,719.3500,719.3500,719.3500,2024-02-13,12:50:10,2
459,211,719.3953,719.3900,719.3900,719.3900,719.3900,2024-02-13,12:51:30,5
460,469,719.3802,719.3300,719.4000,719.4000,719.3300,2024-02-13,12:51:40,11
461,124,719.4000,719.4000,719.4000,719.4000,719.4000,2024-02-13,12:52:05,2
462,403,719.4903,719.5000,719.5000,719.5000,719.5000,2024-02-13,12:52:30,7
463,1822,719.5184,719.4500,719.6000,719.6000,719.4500,2024-02-13,12:52:35,18
464,100,719.6200,719.6200,719.6200,719.6200,719.6200,2024-02-13,12:53:05,1
465,590,719.6970,719.7000,719.7000,719.7000,719.7000,2024-02-13,12:53:10,8
466,231,719.7900,719.8000,719.8000,719.8000,719.8000,2024-02-13,12:53:15,7
467,1288,720.0568,719.9900,720.2500,720.2500,719.9900,2024-02-13,12:54:00,30
468,433,720.2856,720.3000,720.3000,720.3000,720.3000,2024-02-13,12:54:15,11
469,191,720.3997,720.4000,720.4000,720.4000,720.4000,2024-02-13,12:54:20,4
470,386,720.5156,720.5000,720.5000,720.5000,720.5000,2024-02-13,12:54:50,11
471,700,720.6922,720.7000,720.7000,720.7000,720.7000,2024-02-13,12:55:00,5
472,300,720.7985,720.8000,720.8000,720.8000,720.8000,2024-02-13,12:55:35,2
473,129,720.8043,720.8000,720.8000,720.8000,720.8000,2024-02-13,12:55:50,3
474,221,720.8876,720.8700,720.9000,720.9000,720.8700,2024-02-13,12:56:05,5
475,560,720.9920,720.9900,721.0000,721.0000,720.9900,2024-02-13,12:56:10,16
476,1150,720.9994,720.9700,721.0000,721.0000,720.9700,2024-02-13,12:56:20,23
477,402,721.2795,721.2800,721.2800,721.2800,721.2800,2024-02-13,12:57:05,5
478,710,721.2593,721.2600,721.2500,721.2600,721.2500,2024-02-13,12:57:20,19
479,671,721.1590,721.2000,721.0900,721.2000,721.0900,2024-02-13,12:57:25,9
480,356,721.2458,721.2500,721.2500,721.2500,721.2500,2024-02-13,12:57:35,4
481,889,721.5000,721.5000,721.5000,721.5000,721.5000,2024-02-13,12:58:05,14
482,545,721.5621,721.5600,721.5600,721.5600,721.5600,2024-02-13,12:58:10,7
483,2973,721.5239,721.7000,721.4900,721.7000,721.4900,2024-02-13,12:58:15,21
484,896,721.7919,721.8000,721.8000,721.8000,721.8000,2024-02-13,12:58:35,18
485,207,721.7305,721.7500,721.7500,721.7500,721.7500,2024-02-13,12:58:45,6
486,1809,721.8329,721.8000,721.8500,721.8500,721.8000,2024-02-13,12:58:50,15
487,352,721.9510,721.9700,721.9400,721.9700,721.9400,2024-02-13,12:58:55,7
488,1571,721.9188,721.9000,721.9400,721.9400,721.8300,2024-02-13,12:59:00,11
489,400,721.9460,721.9400,721.9800,721.9800,721.9400,2024-02-13,12:59:05,12
490,573,722.0039,722.0000,722.0000,722.0000,722.0000,2024-02-13,12:59:10,27
491,700,722.4560,722.4800,722.4800,722.4800,722.4800,2024-02-13,12:59:20,15
492,1228,722.4528,722.4300,722.4800,722.4800,722.4300,2024-02-13,12:59:25,30
493,338,722.4602,722.4300,722.4300,722.4300,722.4300,2024-02-13,12:59:30,7
494,1216,722.4790,722.4300,722.5100,722.5100,722.4300,2024-02-13,12:59:35,30
495,276,722.7500,722.7500,722.7500,722.7500,722.7500,2024-02-13,12:59:55,5
496,66773,717.5157,716.5900,719.4500,722.8000,714.5000,2024-02-13,13:00:00,1167
497,14338,720.5673,719.2500,722.5500,722.5500,717.3000,2024-02-13,13:00:05,372
498,756,722.5540,722.7500,722.7000,722.7500,722.7000,2024-02-13,13:00:10,35
499,201,722.7685,722.7699,722.7699,722.7699,722.7699,2024-02-13,13:00:20,2
500,3034,722.9305,722.8700,723.0000,723.0000,722.8700,2024-02-13,13:00:30,79
501,305,722.5576,722.8000,722.8000,722.8000,722.8000,2024-02-13,13:00:45,15
502,1956,722.6342,722.8000,723.0000,723.0000,722.6000,2024-02-13,13:00:50,74
503,922,722.5982,722.8929,723.0000,723.0000,722.8929,2024-02-13,13:00:55,32
504,512,722.7124,723.0000,723.0000,723.0000,723.0000,2024-02-13,13:01:00,52
505,1880,722.0790,723.0000,722.7100,723.0000,722.7100,2024-02-13,13:01:05,288
506,237,722.7032,722.7100,722.7100,722.7100,722.7100,2024-02-13,13:01:10,5
507,1455,722.4048,722.4000,722.3400,722.4300,722.3400,2024-02-13,13:01:15,68
508,2723,721.9965,722.1600,721.9900,722.1600,721.8000,2024-02-13,13:01:20,64
509,4832,721.1602,721.6500,721.0000,721.6500,721.0000,2024-02-13,13:01:25,98
510,2766,721.1685,721.0000,720.7500,721.0000,720.0000,2024-02-13,13:01:30,65
511,712,721.7686,721.9400,721.9400,721.9400,721.9400,2024-02-13,13:01:40,23
512,2115,721.1427,721.3000,721.0000,721.3100,721.0000,2024-02-13,13:01:50,43
513,640,720.6410,720.6200,720.6600,720.6600,720.6200,2024-02-13,13:01:55,13
514,856,720.9998,721.0000,721.0000,721.0000,721.0000,2024-02-13,13:02:00,19
515,5927,721.1787,722.5400,720.4000,722.5600,720.4000,2024-02-13,13:02:05,161
516,692,723.0315,719.8000,719.8000,719.8000,719.8000,2024-02-13,13:02:10,47
517,1965,721.6758,724.9900,720.0000,724.9900,720.0000,2024-02-13,13:02:15,83
518,2179,722.6062,720.0000,720.2300,725.0000,720.0000,2024-02-13,13:02:20,150
519,1519,721.0508,721.0000,720.0000,721.0000,720.0000,2024-02-13,13:02:25,78
520,714,722.9650,720.8100,720.0000,720.8100,720.0000,2024-02-13,13:02:35,49
521,824,720.9679,719.8000,719.8000,719.8000,719.8000,2024-02-13,13:02:40,70
522,2980,721.4080,723.5000,723.8600,723.8600,720.0000,2024-02-13,13:02:45,144
523,588,723.1847,722.9300,723.5000,723.5000,722.9300,2024-02-13,13:02:50,59
524,729,721.8294,723.4000,720.0000,723.4000,720.0000,2024-02-13,13:02:55,59
525,394,722.5457,723.6900,723.0700,723.6900,723.0700,2024-02-13,13:03:00,35
526,735,721.0671,720.0000,723.7600,723.7600,720.0000,2024-02-13,13:03:05,15
527,351,721.2514,721.2100,720.6800,721.2100,720.6800,2024-02-13,13:03:10,10
528,244,721.0739,720.5000,720.5000,720.5000,720.5000,2024-02-13,13:03:25,10
529,163,721.4785,720.0000,720.0000,720.0000,720.0000,2024-02-13,13:03:35,7
530,339,720.7961,720.6200,720.6200,720.6200,720.6200,2024-02-13,13:03:40,13
531,176,723.9240,724.0000,724.0000,724.0000,724.0000,2024-02-13,13:03:50,5
532,223,720.9387,720.5000,720.5000,720.5000,720.5000,2024-02-13,13:03:55,5
533,297,720.8902,720.6500,720.6500,720.6500,720.6500,2024-02-13,13:04:15,9
534,100,724.0000,724.0000,724.0000,724.0000,724.0000,2024-02-13,13:04:30,1
535,767,721.1484,720.8000,720.8000,720.8000,720.8000,2024-02-13,13:04:35,23
536,121,721.0793,720.9903,720.9903,720.9903,720.9903,2024-02-13,13:04:40,9
537,458,721.5351,721.1400,720.8087,723.0000,720.8087,2024-02-13,13:04:55,9
538,2185,722.1588,721.4900,721.0000,723.0000,721.0000,2024-02-13,13:05:20,70
539,200,721.0700,721.0700,721.0700,721.0700,721.0700,2024-02-13,13:05:30,1
540,107,721.4500,721.4500,721.4500,721.4500,721.4500,2024-02-13,13:05:35,2
541,500,721.4280,721.4500,721.4500,721.4500,721.4500,2024-02-13,13:05:40,3
542,852,721.0041,721.0000,721.0000,721.0000,721.0000,2024-02-13,13:05:45,29
543,510,720.9722,720.9900,721.0000,721.0000,720.9400,2024-02-13,13:06:00,14
544,102,720.9440,720.9400,720.9400,720.9400,720.9400,2024-02-13,13:06:05,3
545,100,720.8000,720.8000,720.8000,720.8000,720.8000,2024-02-13,13:06:10,1
546,207,720.9993,721.0000,721.0000,721.0000,721.0000,2024-02-13,13:06:20,3
547,200,721.0000,721.0000,721.0000,721.0000,721.0000,2024-02-13,13:06:25,2
548,200,720.9500,720.9500,720.9500,720.9500,720.9500,2024-02-13,13:06:30,1
549,697,720.7757,720.8000,720.7600,720.8000,720.7600,2024-02-13,13:06:35,25
550,251,720.9404,720.9500,720.9500,720.9500,720.9500,2024-02-13,13:06:45,5
551,253,720.8774,720.8500,720.8500,720.8500,720.8500,2024-02-13,13:06:55,3
552,1259,721.1407,721.0000,721.0000,721.0000,720.9800,2024-02-13,13:07:15,35
553,236,721.1536,721.0000,721.0000,721.0000,721.0000,2024-02-13,13:07:25,5
554,251,721.0690,721.0366,721.0366,721.0366,721.0366,2024-02-13,13:07:35,3
555,320,721.2639,721.2639,721.2639,721.2639,721.2639,2024-02-13,13:08:55,1
556,102,721.4118,721.4100,721.4100,721.4100,721.4100,2024-02-13,13:09:15,2
557,101,721.2409,721.2393,721.2393,721.2393,721.2393,2024-02-13,13:09:20,2
558,102,721.4704,721.4724,721.4724,721.4724,721.4724,2024-02-13,13:09:30,2
559,107,721.3435,721.3500,721.3500,721.3500,721.3500,2024-02-13,13:09:40,2
560,1073,721.4891,721.5000,721.5000,721.5000,721.5000,2024-02-13,13:10:05,22
561,837,721.7967,721.8000,721.8000,721.8000,721.8000,2024-02-13,13:10:10,22
562,100,721.8000,721.8000,721.8000,721.8000,721.8000,2024-02-13,13:10:20,1
563,2302,721.9015,721.9900,721.8000,722.0000,721.8000,2024-02-13,13:10:25,65
564,647,721.6725,721.7400,721.5600,721.7600,721.5600,2024-02-13,13:10:35,16
565,1161,721.7018,721.7994,721.6000,721.8000,721.6000,2024-02-13,13:10:40,47
566,550,721.7996,721.8000,721.8000,721.8000,721.8000,2024-02-13,13:10:45,9
567,350,721.5633,721.5633,721.5633,721.5633,721.5633,2024-02-13,13:11:00,1
568,100,721.6900,721.6900,721.6900,721.6900,721.6900,2024-02-13,13:11:05,1
569,300,721.7433,721.7400,721.7400,721.7400,721.7400,2024-02-13,13:11:15,2
570,417,721.6440,721.7000,721.6000,721.7000,721.6000,2024-02-13,13:11:20,12
571,327,721.7366,721.7700,721.7700,721.7700,721.7700,2024-02-13,13:11:25,7
572,201,721.7733,721.7742,721.7742,721.7742,721.7742,2024-02-13,13:11:45,2
573,1359,721.7423,721.7000,721.7300,721.7900,721.7000,2024-02-13,13:12:05,22
574,844,721.5625,721.5600,721.5600,721.5600,721.5600,2024-02-13,13:12:10,37
575,849,721.5294,721.7600,721.7800,721.7800,721.3938,2024-02-13,13:12:15,8
576,100,721.7320,721.7320,721.7320,721.7320,721.7320,2024-02-13,13:12:30,1
577,304,721.6451,721.7122,721.7200,721.7200,721.7122,2024-02-13,13:12:45,4
578,586,721.5437,721.5000,721.5000,721.6000,721.5000,2024-02-13,13:12:50,13
579,350,721.5386,721.5000,721.5900,721.5900,721.5000,2024-02-13,13:12:55,4
580,739,721.3916,721.3800,721.3800,721.3800,721.3800,2024-02-13,13:13:05,31
581,535,721.3613,721.3800,721.2500,721.3800,721.2500,2024-02-13,13:13:10,10
582,311,721.5340,721.5000,721.5800,721.5800,721.5000,2024-02-13,13:13:25,4
583,172,721.5864,721.5900,721.5900,721.5900,721.5900,2024-02-13,13:13:35,3
584,135,721.6596,721.6420,721.6420,721.6420,721.6420,2024-02-13,13:13:45,2
585,106,721.5105,721.5000,721.5000,721.5000,721.5000,2024-02-13,13:13:50,3
586,200,721.7100,721.7100,721.7100,721.7100,721.7100,2024-02-13,13:13:55,2
587,392,721.6956,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:14:40,9
588,230,721.6989,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:14:45,3
589,1554,721.5542,721.6400,721.5000,721.6400,721.5000,2024-02-13,13:14:50,45
590,1100,721.5031,721.5200,721.5000,721.5200,721.5000,2024-02-13,13:15:00,8
591,351,721.4209,721.3503,721.3503,721.3503,721.3503,2024-02-13,13:15:05,12
592,100,721.5000,721.5000,721.5000,721.5000,721.5000,2024-02-13,13:15:10,1
593,100,721.4500,721.4500,721.4500,721.4500,721.4500,2024-02-13,13:15:25,1
594,200,721.5000,721.5000,721.5000,721.5000,721.5000,2024-02-13,13:15:30,1
595,1006,721.4765,721.5000,721.3800,721.5000,721.3800,2024-02-13,13:15:40,12
596,200,721.4890,721.5000,721.5000,721.5000,721.5000,2024-02-13,13:15:50,3
597,102,721.3515,721.3500,721.3500,721.3500,721.3500,2024-02-13,13:16:10,3
598,201,721.3502,721.3500,721.3500,721.3500,721.3500,2024-02-13,13:16:15,2
599,100,721.4180,721.4180,721.4180,721.4180,721.4180,2024-02-13,13:16:20,1
600,201,721.3880,721.4000,721.4000,721.4000,721.4000,2024-02-13,13:16:30,4
601,150,721.3500,721.3500,721.3500,721.3500,721.3500,2024-02-13,13:16:35,1
602,985,721.3554,721.3500,721.3500,721.3700,721.3500,2024-02-13,13:16:40,18
603,262,721.3700,721.3700,721.3700,721.3700,721.3700,2024-02-13,13:17:00,2
604,403,721.4270,721.4200,721.4200,721.4200,721.4200,2024-02-13,13:17:30,8
605,505,721.4819,721.4900,721.4900,721.4900,721.4900,2024-02-13,13:17:45,7
606,1198,721.5287,721.5000,721.6500,721.6500,721.5000,2024-02-13,13:17:55,32
607,400,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:18:00,2
608,663,721.6970,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:18:10,5
609,524,721.6987,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:18:25,6
610,1220,721.7124,721.7000,721.7500,721.7500,721.7000,2024-02-13,13:18:35,22
611,407,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:18:40,5
612,327,721.6956,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:18:50,8
613,575,721.6800,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:18:55,3
614,151,721.6801,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:19:00,2
615,740,721.6871,721.7000,721.6800,721.7000,721.6800,2024-02-13,13:19:05,18
616,844,721.6765,721.6505,721.6800,721.6800,721.6505,2024-02-13,13:19:10,4
617,818,721.6834,721.6700,721.7000,721.7000,721.6500,2024-02-13,13:19:20,9
618,476,721.6999,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:19:25,8
619,404,721.6999,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:19:30,4
620,564,721.6882,721.7000,721.6800,721.7000,721.6800,2024-02-13,13:19:35,6
621,175,721.6786,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:19:40,2
622,702,721.6882,721.6500,721.7000,721.7000,721.6500,2024-02-13,13:19:45,13
623,102,721.7000,721.7000,721.7000,721.7000,721.7000,2024-02-13,13:19:50,3
624,3983,721.6858,721.7000,721.6500,721.7000,721.6500,2024-02-13,13:19:55,39
625,349,721.6679,721.6700,721.6700,721.6700,721.6700,2024-02-13,13:20:00,3
626,175,721.6093,721.6300,721.6300,721.6300,721.6300,2024-02-13,13:20:40,2
627,6241,721.6978,721.6800,721.6500,721.7000,721.6500,2024-02-13,13:20:50,25
628,109,721.6780,721.6800,721.6800,721.6800,721.6800,2024-02-13,13:21:00,3
629,686,721.7020,721.6800,721.7000,721.7000,721.6800,2024-02-13,13:21:15,23
