,v,vw,o,c,h,l,t,n
300,602.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:19:35,3
301,145.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:19:45,4
302,200.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:19:50,1
303,100.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:19:55,1
304,7579.0,170.8599,170.8600,170.8600,170.8700,170.8500,2024-02-13,13:20:05,38
305,100.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:20:10,1
306,1000.0,170.8489,170.8489,170.8489,170.8489,170.8489,2024-02-13,13:20:20,1
307,100.0,170.8490,170.8490,170.8490,170.8490,170.8490,2024-02-13,13:20:25,1
308,205.0,170.8493,170.8495,170.8495,170.8495,170.8495,2024-02-13,13:20:30,2
309,4222.0,170.8071,170.8400,170.8000,170.8400,170.8000,2024-02-13,13:20:35,17
310,450.0,170.8000,170.8000,170.8000,170.8000,170.8000,2024-02-13,13:20:40,2
311,1329.0,170.7980,170.8000,170.8100,170.8100,170.8000,2024-02-13,13:21:15,23
312,200.0,170.8600,170.8600,170.8600,170.8600,170.8600,2024-02-13,13:21:20,2
313,1502.0,170.8600,170.8600,170.8600,170.8600,170.8600,2024-02-13,13:21:30,8
314,100.0,170.8800,170.8800,170.8800,170.8800,170.8800,2024-02-13,13:21:50,1
315,828.0,170.8756,170.8800,170.8800,170.8800,170.8800,2024-02-13,13:22:00,11
316,100.0,170.8700,170.8700,170.8700,170.8700,170.8700,2024-02-13,13:22:30,1
317,100.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:22:35,1
318,1056.0,170.8863,170.8900,170.8900,170.8900,170.8900,2024-02-13,13:22:45,13
319,377.0,170.8947,170.9000,170.8800,170.9000,170.8800,2024-02-13,13:22:50,5
320,1001.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:23:35,2
321,106.0,170.8715,170.8700,170.8700,170.8700,170.8700,2024-02-13,13:24:00,3
322,1572.0,170.9069,170.9000,170.9200,170.9200,170.9000,2024-02-13,13:25:05,14
323,3200.0,170.9000,170.9000,170.9000,170.9000,170.9000,2024-02-13,13:25:15,1
324,241.0,170.9141,170.9100,170.9100,170.9100,170.9100,2024-02-13,13:25:40,2
325,250.0,170.9800,170.9800,170.9800,170.9800,170.9800,2024-02-13,13:26:15,1
326,100.0,170.9700,170.9700,170.9700,170.9700,170.9700,2024-02-13,13:26:30,1
327,100.0,170.8800,170.8800,170.8800,170.8800,170.8800,2024-02-13,13:26:40,1
328,1403.0,170.9085,170.9100,170.9000,170.9100,170.9000,2024-02-13,13:27:45,6
329,500.0,170.9000,170.9000,170.9000,170.9000,170.9000,2024-02-13,13:28:05,1
330,101.0,170.9097,170.9100,170.9100,170.9100,170.9100,2024-02-13,13:28:35,2
331,200.0,170.9097,170.9094,170.9100,170.9100,170.9094,2024-02-13,13:28:55,2
332,923.0,170.9078,170.9000,170.9100,170.9100,170.9000,2024-02-13,13:29:00,8
333,700.0,170.9000,170.9000,170.9000,170.9000,170.9000,2024-02-13,13:29:05,1
334,2343.0,170.8971,170.9000,170.9100,170.9100,170.9000,2024-02-13,13:29:15,34
335,150.0,170.8500,170.8500,170.8500,170.8500,170.8500,2024-02-13,13:29:35,1
336,500.0,170.9797,171.0000,171.0000,171.0000,171.0000,2024-02-13,13:29:45,17
337,204.0,170.9399,170.9400,170.9400,170.9400,170.9400,2024-02-13,13:29:55,5
338,16067.0,170.4833,170.9200,170.0000,170.9200,170.0000,2024-02-13,13:30:00,285
339,1971.0,169.9996,170.0000,170.0000,170.0000,170.0000,2024-02-13,13:30:05,54
340,306.0,169.9900,169.9900,169.9900,169.9900,169.9900,2024-02-13,13:30:10,3
341,4009.0,170.2843,169.9900,170.3000,170.3000,169.9900,2024-02-13,13:30:15,3
342,102.0,170.0000,170.0000,170.0000,170.0000,170.0000,2024-02-13,13:30:25,1
343,201.0,170.0112,170.0100,170.0100,170.0100,170.0100,2024-02-13,13:30:35,3
344,2634.0,170.1280,170.2000,169.9600,170.2000,169.9600,2024-02-13,13:30:40,21
345,512.0,169.9797,169.9600,170.0000,170.0000,169.9600,2024-02-13,13:30:45,9
346,426.0,169.9464,169.9500,169.9400,169.9500,169.9400,2024-02-13,13:30:50,12
347,1387.0,169.9015,169.9100,169.9000,169.9100,169.9000,2024-02-13,13:30:55,31
348,836.0,169.8500,169.8500,169.8500,169.8500,169.8500,2024-02-13,13:31:00,7
349,918.0,169.9093,169.9100,169.9000,169.9100,169.9000,2024-02-13,13:31:05,32
350,100.0,170.0000,170.0000,170.0000,170.0000,170.0000,2024-02-13,13:31:15,1
351,1517.0,170.0006,170.0000,170.0000,170.0000,170.0000,2024-02-13,13:31:25,8
352,2109.0,170.0699,170.0600,170.0700,170.0700,170.0600,2024-02-13,13:31:30,6
353,2935.0,170.0141,170.0600,170.0300,170.0600,170.0000,2024-02-13,13:31:35,16
354,2000.0,170.1182,170.1286,170.0000,170.1286,170.0000,2024-02-13,13:31:40,8
355,5698.0,170.0405,170.0000,170.0700,170.0700,169.9600,2024-02-13,13:31:45,18
356,4670.0,169.9956,170.0000,169.9600,170.0000,169.9600,2024-02-13,13:31:50,17
357,806.0,169.9495,169.9200,169.9940,169.9940,169.9200,2024-02-13,13:31:55,7
358,200.0,169.9577,169.9500,169.9500,169.9500,169.9500,2024-02-13,13:32:00,5
359,998.0,169.8632,169.9000,169.8500,169.9000,169.8500,2024-02-13,13:32:05,16
360,1390.0,169.8441,169.8886,169.8700,169.8900,169.8000,2024-02-13,13:32:10,24
361,1466.0,169.7681,169.8000,169.7500,169.8000,169.7500,2024-02-13,13:32:15,37
362,600.0,169.7550,169.7600,169.7600,169.7600,169.7600,2024-02-13,13:32:20,3
363,550.0,169.7631,169.7696,169.7696,169.7696,169.7696,2024-02-13,13:32:25,10
364,610.0,169.6709,169.7200,169.6200,169.7200,169.6200,2024-02-13,13:32:35,12
365,1641.0,169.5503,169.6248,169.5400,169.6248,169.5000,2024-02-13,13:32:45,23
366,306.0,169.5133,169.5400,169.5000,169.5400,169.5000,2024-02-13,13:32:50,3
367,8766.0,169.5025,169.5013,169.5000,169.5400,169.5000,2024-02-13,13:32:55,50
368,1699.0,169.4882,169.4700,169.5000,169.5000,169.4700,2024-02-13,13:33:00,16
369,810.0,169.4549,169.4500,169.4500,169.4500,169.4500,2024-02-13,13:33:05,9
370,7577.0,169.4183,169.3600,169.5000,169.5300,169.3000,2024-02-13,13:33:10,66
371,3529.0,169.5141,169.4500,169.5400,169.5800,169.4500,2024-02-13,13:33:15,29
372,2757.0,169.5292,169.5900,169.5000,169.5900,169.5000,2024-02-13,13:33:20,25
373,237.0,169.4260,169.4000,169.4000,169.4000,169.4000,2024-02-13,13:33:25,5
374,3636.0,169.4017,169.4000,169.3200,169.5000,169.3200,2024-02-13,13:33:30,19
375,200.0,169.3000,169.3000,169.3000,169.3000,169.3000,2024-02-13,13:33:35,1
376,204.0,169.8499,169.3400,169.3400,169.3400,169.3400,2024-02-13,13:33:45,9
377,329.0,169.4962,169.5000,169.5000,169.5000,169.5000,2024-02-13,13:33:50,11
378,5132.0,169.4939,169.5000,169.4000,169.5300,169.4000,2024-02-13,13:33:55,42
379,1299.0,169.5979,169.7000,169.6700,169.7000,169.4500,2024-02-13,13:34:00,28
380,509.0,169.5917,169.4145,169.6300,169.6400,169.4145,2024-02-13,13:34:05,4
381,526.0,169.4262,169.4200,169.4000,169.4200,169.4000,2024-02-13,13:34:10,7
382,750.0,169.5000,169.5001,169.5000,169.5001,169.5000,2024-02-13,13:34:15,4
383,2256.0,169.4382,169.5300,169.4000,169.5300,169.4000,2024-02-13,13:34:20,13
384,329.0,169.5196,169.5500,169.5000,169.5500,169.5000,2024-02-13,13:34:30,7
385,600.0,169.4750,169.5000,169.4700,169.5000,169.4700,2024-02-13,13:34:35,2
386,1354.0,169.4207,169.4200,169.4100,169.4200,169.4000,2024-02-13,13:34:40,16
387,1089.0,169.4219,169.4000,169.3900,169.5000,169.3900,2024-02-13,13:34:50,19
388,843.0,169.4186,169.4100,169.4100,169.4100,169.3900,2024-02-13,13:34:55,20
389,551.0,169.4429,169.4100,169.4800,169.4800,169.4100,2024-02-13,13:35:00,5
390,801.0,169.3980,169.4100,169.3900,169.4100,169.3900,2024-02-13,13:35:05,7
391,1897.0,169.3937,169.3900,169.4800,169.4800,169.3800,2024-02-13,13:35:10,15
392,502.0,169.4597,169.4600,169.4600,169.4600,169.4600,2024-02-13,13:35:15,3
393,1600.0,169.3765,169.3800,169.4700,169.4700,169.3600,2024-02-13,13:35:20,6
394,721.0,169.3645,169.3600,169.3600,169.3600,169.3600,2024-02-13,13:35:25,10
395,201.0,169.4104,169.4400,169.4400,169.4400,169.4400,2024-02-13,13:35:30,4
396,11901.0,169.3061,169.4200,169.3900,169.4200,169.3000,2024-02-13,13:35:35,48
397,742.0,169.3024,169.3500,169.3000,169.3500,169.3000,2024-02-13,13:35:40,21
398,210.0,169.3419,169.3600,169.3600,169.3600,169.3600,2024-02-13,13:35:45,5
399,2236.0,169.2523,169.2700,169.2500,169.2700,169.2500,2024-02-13,13:35:50,24
400,2894.0,169.2079,169.2200,169.2100,169.2200,169.1900,2024-02-13,13:36:00,40
401,140.0,169.1985,169.2000,169.2000,169.2000,169.2000,2024-02-13,13:36:05,3
402,118.0,169.2106,169.2150,169.2150,169.2150,169.2150,2024-02-13,13:36:10,3
403,2999.0,169.2221,169.2400,169.2500,169.2500,169.1800,2024-02-13,13:36:15,31
404,4273.0,169.1685,169.2100,169.1500,169.2100,169.1400,2024-02-13,13:36:20,35
405,1586.0,169.1733,169.2000,169.1403,169.2000,169.1403,2024-02-13,13:36:30,11
406,880.0,169.1452,169.1500,169.1400,169.1500,169.1400,2024-02-13,13:36:35,12
407,530.0,169.1725,169.1800,169.1400,169.1800,169.1400,2024-02-13,13:36:40,5
408,518.0,169.1944,169.2000,169.2100,169.2100,169.2000,2024-02-13,13:36:50,16
409,1022.0,169.1641,169.1500,169.2000,169.2000,169.1500,2024-02-13,13:36:55,13
410,2671.0,169.1991,169.1800,169.2000,169.2000,169.1800,2024-02-13,13:37:00,7
411,3101.0,169.1752,169.1800,169.2200,169.2200,169.1000,2024-02-13,13:37:05,39
412,922.0,169.2078,169.2500,169.2000,169.2500,169.2000,2024-02-13,13:37:10,11
413,2453.0,169.1947,169.1800,169.2000,169.2000,169.1800,2024-02-13,13:37:15,18
414,902.0,169.1842,169.1700,169.1700,169.1700,169.1700,2024-02-13,13:37:20,22
415,7953.0,169.1401,169.2000,169.0800,169.2000,169.0800,2024-02-13,13:37:25,98
416,10696.0,169.0262,169.1500,169.0000,169.1500,169.0000,2024-02-13,13:37:30,231
417,3719.0,169.0286,169.0500,169.0900,169.0900,169.0000,2024-02-13,13:37:40,59
418,805.0,169.0275,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:37:45,16
419,509.0,169.0504,169.0500,169.0500,169.0500,169.0500,2024-02-13,13:37:50,3
420,507.0,169.0469,169.0500,169.0500,169.0500,169.0500,2024-02-13,13:37:55,6
421,3833.0,168.9918,169.0000,168.9996,169.0490,168.9100,2024-02-13,13:38:00,59
422,1278.0,168.9481,168.9500,168.9100,168.9500,168.9100,2024-02-13,13:38:10,21
423,405.0,168.9395,168.9700,168.9100,168.9700,168.9100,2024-02-13,13:38:20,5
424,255.0,168.9494,168.9500,168.9500,168.9500,168.9500,2024-02-13,13:38:25,2
425,6518.0,168.9403,168.9900,168.9800,168.9900,168.9200,2024-02-13,13:38:30,16
426,1678.0,169.0005,168.9800,169.0000,169.0000,168.9800,2024-02-13,13:38:35,24
427,1960.0,169.0129,168.9500,169.0000,169.0500,168.9500,2024-02-13,13:38:45,32
428,2548.0,168.9849,169.0000,168.9900,169.0000,168.9600,2024-02-13,13:38:50,41
429,1200.0,169.0492,169.0500,169.0500,169.0500,169.0500,2024-02-13,13:38:55,3
430,631.0,169.0308,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:39:00,15
431,926.0,169.0543,169.0400,169.0995,169.0995,169.0400,2024-02-13,13:39:10,10
432,352.0,169.0036,169.0050,169.0050,169.0050,169.0000,2024-02-13,13:39:15,5
433,7140.0,169.0631,169.0000,169.1000,169.1000,168.9900,2024-02-13,13:39:20,131
434,260.0,169.0938,169.0900,169.0900,169.0900,169.0900,2024-02-13,13:39:25,5
435,1282.0,169.0988,169.1000,169.1000,169.1000,169.0900,2024-02-13,13:39:30,18
436,518.0,169.0907,169.0900,169.0900,169.0900,169.0900,2024-02-13,13:39:35,11
437,2319.0,169.0868,169.1000,169.0800,169.1000,169.0800,2024-02-13,13:39:40,22
438,1319.0,169.1282,169.1400,169.1000,169.1400,169.1000,2024-02-13,13:39:45,21
439,1082.0,169.0664,169.0800,169.0793,169.0800,169.0600,2024-02-13,13:39:50,16
440,502.0,169.0400,169.0400,169.0400,169.0400,169.0400,2024-02-13,13:40:00,3
441,104.0,169.0800,169.0800,169.0800,169.0800,169.0800,2024-02-13,13:40:10,2
442,1600.0,169.0000,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:40:15,1
443,1709.0,169.0527,169.0500,169.0800,169.0800,169.0140,2024-02-13,13:40:20,10
444,100.0,169.0400,169.0400,169.0400,169.0400,169.0400,2024-02-13,13:40:25,1
445,1574.0,169.0419,169.0400,169.0100,169.0400,169.0100,2024-02-13,13:40:30,14
446,2245.0,169.0048,169.0100,169.0000,169.0100,169.0000,2024-02-13,13:40:45,30
447,2042.0,169.0078,169.0000,169.0400,169.0400,169.0000,2024-02-13,13:40:50,12
448,2531.0,168.9982,169.0100,169.0000,169.0100,169.0000,2024-02-13,13:40:55,38
449,773.0,168.9828,168.9600,168.9999,168.9999,168.9411,2024-02-13,13:41:00,6
450,2324.0,168.9460,168.9500,168.9400,168.9500,168.9400,2024-02-13,13:41:05,10
451,1916.0,168.9681,168.9700,168.9400,168.9700,168.9400,2024-02-13,13:41:15,18
452,350.0,168.9914,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:41:20,6
453,1693.0,168.9695,168.9700,168.9700,168.9700,168.9700,2024-02-13,13:41:30,6
454,4258.0,168.9902,168.9800,168.9900,169.0000,168.9800,2024-02-13,13:41:35,16
455,1100.0,168.9969,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:41:45,12
456,1056.0,168.9957,168.9900,169.0000,169.0000,168.9900,2024-02-13,13:41:50,11
457,3300.0,168.9616,168.9700,168.9900,168.9900,168.9405,2024-02-13,13:41:55,26
458,201.0,168.9845,168.9900,168.9900,168.9900,168.9900,2024-02-13,13:42:05,5
459,1166.0,168.9809,168.9600,168.9700,169.0000,168.9600,2024-02-13,13:42:10,11
460,151.0,168.9507,168.9500,168.9500,168.9500,168.9500,2024-02-13,13:42:20,2
461,202.0,168.9504,168.9500,168.9500,168.9500,168.9500,2024-02-13,13:42:25,3
462,713.0,168.9983,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:42:30,3
463,660.0,168.9923,169.0000,168.9600,169.0000,168.9600,2024-02-13,13:42:35,12
464,1999.0,168.9628,168.9999,168.9500,169.0000,168.9500,2024-02-13,13:42:40,21
465,1622.0,168.9535,168.9600,168.9500,168.9600,168.9500,2024-02-13,13:42:50,17
466,1488.0,168.9513,168.9500,168.9500,168.9500,168.9500,2024-02-13,13:42:55,9
467,283.0,168.9503,168.9500,168.9500,168.9500,168.9500,2024-02-13,13:43:00,5
468,3110.0,168.9973,168.9986,168.9986,168.9986,168.9986,2024-02-13,13:43:05,3
469,2717.0,168.9402,168.9400,168.9400,168.9400,168.9400,2024-02-13,13:43:10,12
470,1718.0,168.9343,168.9800,168.9000,168.9900,168.9000,2024-02-13,13:43:15,24
471,695.0,168.9231,168.9399,168.9200,168.9399,168.9200,2024-02-13,13:43:20,6
472,9448.0,168.9011,168.9000,168.9400,168.9400,168.8800,2024-02-13,13:43:25,109
473,1093.0,168.8615,168.8600,168.8600,168.8600,168.8600,2024-02-13,13:43:30,16
474,828.0,168.8561,168.8500,168.8600,168.8600,168.8500,2024-02-13,13:43:35,4
475,850.0,168.8036,168.8000,168.8000,168.8000,168.8000,2024-02-13,13:43:40,24
476,933.0,168.8000,168.8000,168.8000,168.8000,168.8000,2024-02-13,13:43:45,15
477,1534.0,168.7663,168.7700,168.7500,168.7700,168.7500,2024-02-13,13:43:55,23
478,1025.0,168.7933,168.8192,168.7800,168.8192,168.7800,2024-02-13,13:44:10,9
479,1168.0,168.7485,168.7500,168.7500,168.7500,168.7500,2024-02-13,13:44:15,26
480,12761.0,168.7825,168.7100,168.7600,168.8000,168.7100,2024-02-13,13:44:20,98
481,1612.0,168.8004,168.8000,168.7900,168.8000,168.7900,2024-02-13,13:44:25,24
482,528.0,168.8009,168.8600,168.8000,168.8600,168.8000,2024-02-13,13:44:30,16
483,5411.0,168.7926,168.7900,168.8108,168.8108,168.7900,2024-02-13,13:44:35,24
484,937.0,168.8553,168.8500,168.9000,168.9000,168.8500,2024-02-13,13:44:45,16
485,600.0,168.8372,168.8600,168.8100,168.8600,168.8100,2024-02-13,13:44:55,16
486,3755.0,168.8892,168.8500,168.9000,168.9000,168.8300,2024-02-13,13:45:00,8
487,3978.0,168.9158,168.8500,168.9000,168.9000,168.8500,2024-02-13,13:45:05,45
488,517.0,168.9989,169.0000,169.0000,169.0000,169.0000,2024-02-13,13:45:10,11
489,3182.0,168.9667,169.0000,168.9500,169.0000,168.9500,2024-02-13,13:45:25,12
490,2205.0,168.9496,168.9500,168.9500,168.9500,168.9500,2024-02-13,13:45:30,8
491,3906.0,168.9499,168.9400,168.9890,168.9890,168.9300,2024-02-13,13:45:35,28
492,5237.0,168.9898,168.9300,169.0000,169.0000,168.9300,2024-02-13,13:45:40,33
493,947.0,168.9572,168.9400,169.0000,169.0000,168.9300,2024-02-13,13:45:50,5
494,304.0,168.9000,168.9000,168.9000,168.9000,168.9000,2024-02-13,13:45:55,2
495,1697.0,168.8965,168.9003,168.9000,168.9003,168.8800,2024-02-13,13:46:05,17
496,801.0,168.8786,168.8900,168.9000,168.9000,168.8900,2024-02-13,13:46:10,18
497,103.0,168.8804,168.8800,168.8800,168.8800,168.8800,2024-02-13,13:46:15,3
498,1032.0,168.8408,168.8400,168.8400,168.8400,168.8400,2024-02-13,13:46:20,4
499,222.0,168.8455,168.8500,168.8500,168.8500,168.8500,2024-02-13,13:46:25,6
500,2433.0,168.9435,168.8300,168.9400,169.0000,168.8300,2024-02-13,13:46:30,38
501,178.0,168.9119,168.9119,168.9119,168.9119,168.9119,2024-02-13,13:46:45,1
502,1516.0,168.9818,169.0000,168.9500,169.0000,168.9500,2024-02-13,13:46:50,11
503,1402.0,168.8837,168.9000,168.8500,168.9000,168.8500,2024-02-13,13:46:55,19
504,500.0,168.8500,168.8500,168.8500,168.8500,168.8500,2024-02-13,13:47:05,2
505,961.0,168.8626,168.8300,168.8050,168.9000,168.8050,2024-02-13,13:47:10,10
506,107.0,168.8407,168.8400,168.8400,168.8400,168.8400,2024-02-13,13:47:15,3
507,2170.0,168.8068,168.8000,168.8000,168.8000,168.8000,2024-02-13,13:47:20,41
508,8303.0,168.7998,168.7800,168.8000,168.8000,168.7800,2024-02-13,13:47:25,27
509,500.0,168.8000,168.8000,168.8000,168.8000,168.8000,2024-02-13,13:47:40,1
510,100.0,168.8250,168.8250,168.8250,168.8250,168.8250,2024-02-13,13:47:50,1
511,509.0,168.8593,168.8200,168.8900,168.8900,168.8200,2024-02-13,13:47:55,8
512,1056.0,168.9797,168.9900,169.0000,169.0000,168.9900,2024-02-13,13:48:05,24
513,2654.0,168.8755,168.8900,168.8100,168.8900,168.8100,2024-02-13,13:48:10,31
514,100.0,168.8400,168.8400,168.8400,168.8400,168.8400,2024-02-13,13:48:15,1
515,452.0,168.8401,168.8400,168.8400,168.8400,168.8400,2024-02-13,13:48:30,6
516,1357.0,168.8275,168.8300,168.8100,168.8500,168.8100,2024-02-13,13:48:35,13
517,1573.0,168.8009,168.8100,168.7800,168.8100,168.7800,2024-02-13,13:48:40,20
518,101.0,168.7895,168.7899,168.7899,168.7899,168.7899,2024-02-13,13:48:45,2
519,712.0,168.7774,168.7700,168.7800,168.7800,168.7700,2024-02-13,13:49:00,9
520,3061.0,168.7500,168.7500,168.7500,168.7500,168.7500,2024-02-13,13:49:05,9
521,4288.0,168.7287,168.7500,168.7200,168.7500,168.7100,2024-02-13,13:49:10,28
522,5639.0,168.7044,168.7000,168.6800,168.7301,168.6800,2024-02-13,13:49:15,30
523,1334.0,168.6893,168.7000,168.7000,168.7000,168.6900,2024-02-13,13:49:25,24
524,3854.0,168.6595,168.6900,168.6000,168.6900,168.6000,2024-02-13,13:49:30,73
525,4768.0,168.5965,168.5900,168.6000,168.6000,168.5900,2024-02-13,13:49:35,65
526,958.0,168.5925,168.5800,168.5900,168.6000,168.5800,2024-02-13,13:49:45,18
527,1473.0,168.5845,168.6000,168.5600,168.6000,168.5600,2024-02-13,13:49:50,12
528,3596.0,168.5231,168.5900,168.5000,168.5900,168.5000,2024-02-13,13:49:55,76
529,800.0,168.5018,168.5001,168.5000,168.5050,168.5000,2024-02-13,13:50:00,6
530,1151.0,168.5429,168.5050,168.5500,168.5500,168.5050,2024-02-13,13:50:05,11
531,4532.0,168.5189,168.5900,168.4500,168.6000,168.4500,2024-02-13,13:50:10,108
532,122.0,168.4144,168.4000,168.4000,168.4000,168.4000,2024-02-13,13:50:15,3
533,134.0,168.3391,168.3300,168.3300,168.3300,168.3300,2024-02-13,13:50:20,4
534,859.0,168.4100,168.4100,168.4100,168.4100,168.4100,2024-02-13,13:50:25,5
535,3879.0,168.4095,168.4140,168.4000,168.4140,168.3900,2024-02-13,13:50:35,12
536,7722.0,168.4239,168.3800,168.4500,168.4500,168.3800,2024-02-13,13:50:40,84
537,400.0,168.4592,168.4500,168.4600,168.4600,168.4500,2024-02-13,13:50:45,8
538,556.0,168.4308,168.4301,168.4300,168.4301,168.4300,2024-02-13,13:51:00,10
539,6627.0,168.4096,168.4600,168.4000,168.4600,168.4000,2024-02-13,13:51:05,64
540,5582.0,168.3988,168.4000,168.4000,168.4000,168.4000,2024-02-13,13:51:10,57
541,7005.0,168.3996,168.4000,168.4000,168.4000,168.3900,2024-02-13,13:51:15,95
542,1397.0,168.4296,168.4000,168.4800,168.4800,168.4000,2024-02-13,13:51:20,32
543,153.0,168.4500,168.4500,168.4500,168.4500,168.4500,2024-02-13,13:51:25,2
544,923.0,168.5304,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:51:30,28
545,144.0,168.5221,168.5200,168.5200,168.5200,168.5200,2024-02-13,13:51:45,4
546,109.0,168.5025,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:51:50,3
547,129.0,168.6808,168.7000,168.7000,168.7000,168.7000,2024-02-13,13:51:55,5
548,211.0,168.5831,168.5800,168.5800,168.5800,168.5800,2024-02-13,13:52:00,5
549,763.0,168.6512,168.6900,168.6500,168.6900,168.5800,2024-02-13,13:52:05,15
550,315.0,168.6186,168.7000,168.5800,168.7000,168.5800,2024-02-13,13:52:10,8
551,784.0,168.6391,168.6400,168.6400,168.6400,168.6400,2024-02-13,13:52:15,8
552,3534.0,168.6946,168.5800,168.7000,168.7000,168.5800,2024-02-13,13:52:20,33
553,3363.0,168.6573,168.7040,168.5800,168.7040,168.5800,2024-02-13,13:52:25,31
554,1210.0,168.5490,168.5500,168.5500,168.5500,168.5400,2024-02-13,13:52:45,16
555,1815.0,168.5539,168.6000,168.5500,168.6000,168.5500,2024-02-13,13:52:55,19
556,121.0,168.5002,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:53:00,3
557,1145.0,168.5295,168.5296,168.5291,168.5296,168.5291,2024-02-13,13:53:05,2
558,773.0,168.5303,168.5300,168.5300,168.5300,168.5300,2024-02-13,13:53:10,10
559,3212.0,168.4802,168.5000,168.4800,168.5000,168.4600,2024-02-13,13:53:15,29
560,5989.0,168.4676,168.4600,168.4800,168.5000,168.4500,2024-02-13,13:53:20,28
561,3412.0,168.5049,168.5000,168.5000,168.5300,168.5000,2024-02-13,13:53:25,26
562,1060.0,168.5106,168.5000,168.5300,168.5300,168.5000,2024-02-13,13:53:30,9
563,1005.0,168.5199,168.5200,168.5200,168.5200,168.5200,2024-02-13,13:53:35,3
564,2376.0,168.4998,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:53:40,18
565,1567.0,168.4279,168.4400,168.4200,168.4400,168.4200,2024-02-13,13:53:55,21
566,4594.0,168.4562,168.4000,168.5200,168.5200,168.4000,2024-02-13,13:54:00,52
567,1778.0,168.5249,168.5600,168.5000,168.5600,168.5000,2024-02-13,13:54:20,15
568,892.0,168.4960,168.5000,168.4900,168.5000,168.4900,2024-02-13,13:54:25,9
569,102.0,168.5500,168.5500,168.5500,168.5500,168.5500,2024-02-13,13:54:30,2
570,1810.0,168.5000,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:54:35,4
571,2697.0,168.5153,168.5000,168.5500,168.5500,168.4900,2024-02-13,13:54:40,15
572,177.0,168.5201,168.5200,168.5200,168.5200,168.5200,2024-02-13,13:54:50,5
573,336.0,168.5227,168.5200,168.5200,168.5200,168.5200,2024-02-13,13:54:55,4
574,3827.0,168.5489,168.5500,168.5600,168.5600,168.5500,2024-02-13,13:55:00,29
575,100.0,168.6400,168.6400,168.6400,168.6400,168.6400,2024-02-13,13:55:05,1
576,5787.0,168.5256,168.5500,168.5200,168.5500,168.5200,2024-02-13,13:55:15,80
577,297.0,168.6347,168.6500,168.6500,168.6500,168.6500,2024-02-13,13:55:25,8
578,3617.0,168.5635,168.5800,168.5400,168.5800,168.5400,2024-02-13,13:55:30,53
579,2491.0,168.5435,168.5200,168.5500,168.5500,168.5200,2024-02-13,13:55:40,28
580,2420.0,168.5482,168.5400,168.5500,168.5500,168.5400,2024-02-13,13:55:45,35
581,3368.0,168.5489,168.5500,168.5500,168.5500,168.5400,2024-02-13,13:55:55,16
582,3256.0,168.5164,168.5200,168.5500,168.5500,168.5000,2024-02-13,13:56:00,41
583,933.0,168.5342,168.5500,168.5300,168.5500,168.5300,2024-02-13,13:56:05,14
584,1568.0,168.5101,168.5100,168.5100,168.5100,168.5100,2024-02-13,13:56:15,3
585,612.0,168.5413,168.5500,168.5500,168.5500,168.5500,2024-02-13,13:56:20,7
586,760.0,168.5053,168.5100,168.5000,168.5100,168.5000,2024-02-13,13:56:25,16
587,2238.0,168.5099,168.5100,168.5100,168.5100,168.5100,2024-02-13,13:56:30,20
588,727.0,168.5011,168.5100,168.5000,168.5100,168.4982,2024-02-13,13:56:35,14
589,2385.0,168.5144,168.5100,168.5200,168.5200,168.5100,2024-02-13,13:56:40,28
590,200.0,168.5000,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:56:55,3
591,218.0,168.5009,168.5000,168.5000,168.5000,168.5000,2024-02-13,13:57:00,8
592,2690.0,168.5491,168.5500,168.5300,168.5500,168.5300,2024-02-13,13:57:10,31
593,257.0,168.5300,168.5300,168.5300,168.5300,168.5300,2024-02-13,13:57:15,4
594,4955.0,168.4728,168.4800,168.4500,168.5000,168.4500,2024-02-13,13:57:30,47
595,800.0,168.4394,168.4500,168.4500,168.4500,168.4100,2024-02-13,13:57:35,11
596,510.0,168.4433,168.4500,168.4500,168.4500,168.4500,2024-02-13,13:57:40,8
597,500.0,168.4500,168.4500,168.4500,168.4500,168.4500,2024-02-13,13:57:45,1
598,254.0,168.4300,168.4300,168.4300,168.4300,168.4300,2024-02-13,13:57:50,2
599,1107.0,168.4202,168.4300,168.4100,168.4300,168.4100,2024-02-13,13:57:55,19
