,v,vw,o,c,h,l,t,n
600,265.0,168.3804,168.3800,168.3800,168.3800,168.3800,2024-02-13,13:58:10,3
601,1413.0,168.3567,168.3800,168.3500,168.3800,168.3500,2024-02-13,13:58:15,8
602,315.0,168.3683,168.3500,168.3500,168.3500,168.3500,2024-02-13,13:58:25,5
603,1135.0,168.3803,168.3800,168.3800,168.3800,168.3800,2024-02-13,13:58:30,2
604,106.0,168.4276,168.4300,168.4300,168.4300,168.4300,2024-02-13,13:58:35,3
605,617.0,168.4176,168.4000,168.4300,168.4300,168.4000,2024-02-13,13:58:45,9
606,149.0,168.4300,168.4300,168.4300,168.4300,168.4300,2024-02-13,13:58:50,3
607,612.0,168.4299,168.4300,168.4300,168.4300,168.4300,2024-02-13,13:58:55,9
608,125.0,168.4000,168.4000,168.4000,168.4000,168.4000,2024-02-13,13:59:00,1
609,6392.0,168.4042,168.4203,168.3900,168.4203,168.3900,2024-02-13,13:59:10,16
610,1721.0,168.3886,168.4000,168.3800,168.4000,168.3800,2024-02-13,13:59:15,21
611,974.0,168.3657,168.3700,168.3700,168.3700,168.3500,2024-02-13,13:59:20,15
612,2838.0,168.3806,168.3800,168.3300,168.3900,168.3300,2024-02-13,13:59:25,50
613,418.0,168.3569,168.3500,168.3500,168.3500,168.3500,2024-02-13,13:59:40,13
614,589.0,168.3998,168.4000,168.4000,168.4000,168.4000,2024-02-13,13:59:55,20
615,1435.0,168.4001,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:00:00,6
616,283.0,168.3500,168.3500,168.3500,168.3500,168.3500,2024-02-13,14:00:05,10
617,469.0,168.3605,168.3500,168.3900,168.3900,168.3500,2024-02-13,14:00:15,7
618,216.0,168.3520,168.3500,168.3500,168.3500,168.3500,2024-02-13,14:00:20,5
619,622.0,168.3720,168.3600,168.3800,168.3800,168.3600,2024-02-13,14:00:25,5
620,100.0,168.4000,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:00:30,1
621,100.0,168.4300,168.4300,168.4300,168.4300,168.4300,2024-02-13,14:00:35,1
622,300.0,168.3833,168.3800,168.3800,168.3800,168.3800,2024-02-13,14:00:40,2
623,461.0,168.3976,168.4000,168.4000,168.4000,168.3900,2024-02-13,14:00:45,10
624,145.0,168.4000,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:00:55,2
625,125.0,168.4000,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:01:00,1
626,455.0,168.3968,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:01:05,5
627,252.0,168.4001,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:01:10,3
628,3416.0,168.3999,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:01:15,13
629,100.0,168.4100,168.4100,168.4100,168.4100,168.4100,2024-02-13,14:01:20,1
630,6846.0,168.4136,168.4300,168.3500,168.4500,168.3500,2024-02-13,14:01:25,84
631,302.0,168.4238,168.4300,168.4300,168.4300,168.4300,2024-02-13,14:01:40,10
632,5118.0,168.4500,168.4500,168.4499,168.4500,168.4499,2024-02-13,14:01:55,2
633,5714.0,168.4492,168.4400,168.4500,168.4500,168.4400,2024-02-13,14:02:00,39
634,651.0,168.4830,168.5100,168.5100,168.5100,168.5100,2024-02-13,14:02:10,15
635,911.0,168.4500,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:02:15,5
636,922.0,168.4777,168.4500,168.5000,168.5000,168.4500,2024-02-13,14:02:20,5
637,1491.0,168.4544,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:02:25,14
638,389.0,168.4523,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:02:50,4
639,977.0,168.4486,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:02:55,6
640,237.0,168.4773,168.4800,168.4800,168.4800,168.4800,2024-02-13,14:03:00,6
641,300.0,168.4650,168.4600,168.4600,168.4600,168.4600,2024-02-13,14:03:20,3
642,586.0,168.4124,168.4300,168.4000,168.4300,168.4000,2024-02-13,14:03:25,8
643,252.0,168.3751,168.3600,168.3600,168.3600,168.3600,2024-02-13,14:03:30,7
644,3125.0,168.3317,168.3800,168.2800,168.3800,168.2800,2024-02-13,14:03:35,65
645,1607.0,168.2779,168.3000,168.3300,168.3300,168.2500,2024-02-13,14:03:40,36
646,123.0,168.2893,168.2800,168.2800,168.2800,168.2800,2024-02-13,14:03:45,5
647,754.0,168.2902,168.2901,168.2900,168.2901,168.2900,2024-02-13,14:03:50,5
648,1370.0,168.2483,168.2500,168.2400,168.2500,168.2400,2024-02-13,14:03:55,16
649,1072.0,168.2015,168.2000,168.2000,168.2000,168.2000,2024-02-13,14:04:00,23
650,501.0,168.1800,168.1800,168.1800,168.1800,168.1800,2024-02-13,14:04:05,2
651,1382.0,168.1557,168.1400,168.1900,168.1900,168.1400,2024-02-13,14:04:10,17
652,168.0,168.1433,168.1400,168.1400,168.1400,168.1400,2024-02-13,14:04:15,4
653,1000.0,168.1400,168.1400,168.1400,168.1400,168.1400,2024-02-13,14:04:20,3
654,861.0,168.1574,168.1400,168.1500,168.1900,168.1400,2024-02-13,14:04:30,12
655,1388.0,168.2047,168.1900,168.2400,168.2400,168.1900,2024-02-13,14:04:35,25
656,437.0,168.2420,168.2400,168.2500,168.2500,168.2400,2024-02-13,14:04:40,6
657,657.0,168.2948,168.2700,168.2700,168.2700,168.2700,2024-02-13,14:04:45,21
658,1482.0,168.2900,168.2500,168.2500,168.2500,168.2500,2024-02-13,14:04:50,36
659,510.0,168.2010,168.2000,168.2000,168.2000,168.2000,2024-02-13,14:04:55,2
660,1300.0,168.2997,168.2400,168.3400,168.3400,168.2400,2024-02-13,14:05:00,17
661,832.0,168.3347,168.3500,168.3000,168.3500,168.3000,2024-02-13,14:05:10,24
662,103.0,168.3020,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:05:15,2
663,797.0,168.3232,168.3400,168.2800,168.3400,168.2800,2024-02-13,14:05:20,14
664,502.0,168.2738,168.2700,168.2700,168.2700,168.2700,2024-02-13,14:05:25,8
665,254.0,168.2836,168.2800,168.2800,168.2800,168.2800,2024-02-13,14:05:30,5
666,1447.0,168.3101,168.3100,168.3100,168.3100,168.3100,2024-02-13,14:05:50,13
667,102.0,168.3100,168.3100,168.3100,168.3100,168.3100,2024-02-13,14:05:55,2
668,100.0,168.3102,168.3102,168.3102,168.3102,168.3102,2024-02-13,14:06:05,1
669,1291.0,168.3579,168.3100,168.3400,168.3700,168.3100,2024-02-13,14:06:10,21
670,1042.0,168.3390,168.3400,168.3400,168.3400,168.3400,2024-02-13,14:06:20,8
671,2379.0,168.2770,168.3100,168.2500,168.3100,168.2500,2024-02-13,14:06:25,28
672,1392.0,168.2523,168.2400,168.2700,168.2700,168.2400,2024-02-13,14:06:35,8
673,515.0,168.3282,168.3600,168.3200,168.3600,168.3200,2024-02-13,14:06:40,15
674,100.0,168.3500,168.3500,168.3500,168.3500,168.3500,2024-02-13,14:06:55,1
675,323.0,168.3900,168.4000,168.4000,168.4000,168.4000,2024-02-13,14:07:00,15
676,176.0,168.3528,168.3600,168.3600,168.3600,168.3600,2024-02-13,14:07:10,9
677,438.0,168.3514,168.3400,168.3500,168.3787,168.3400,2024-02-13,14:07:15,6
678,3019.0,168.2953,168.3400,168.2500,168.3400,168.2500,2024-02-13,14:07:20,31
679,228.0,168.3048,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:07:40,5
680,610.0,168.3097,168.3400,168.3100,168.3400,168.2400,2024-02-13,14:07:45,3
681,837.0,168.2576,168.3400,168.2400,168.3400,168.2400,2024-02-13,14:07:50,15
682,201.0,168.3000,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:08:05,2
683,497.0,168.3001,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:08:10,5
684,112.0,168.2963,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:08:30,3
685,221.0,168.2475,168.2400,168.2400,168.2400,168.2400,2024-02-13,14:08:35,8
686,203.0,168.2993,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:09:00,2
687,1608.0,168.2470,168.2500,168.2400,168.2500,168.2400,2024-02-13,14:09:05,14
688,3195.0,168.1877,168.2300,168.1600,168.2300,168.1600,2024-02-13,14:09:15,29
689,3306.0,168.1954,168.1800,168.1800,168.2000,168.1800,2024-02-13,14:09:25,30
690,2338.0,168.1879,168.1800,168.2400,168.2400,168.1800,2024-02-13,14:09:30,9
691,584.0,168.1978,168.2400,168.1800,168.2400,168.1800,2024-02-13,14:09:35,7
692,1226.0,168.1601,168.1800,168.1201,168.2300,168.1201,2024-02-13,14:09:40,16
693,325.0,168.1358,168.1200,168.1600,168.1600,168.1200,2024-02-13,14:09:45,10
694,510.0,168.1799,168.1800,168.1800,168.1800,168.1800,2024-02-13,14:09:50,5
695,185.0,168.2000,168.2000,168.2000,168.2000,168.2000,2024-02-13,14:09:55,4
696,554.0,168.1882,168.1800,168.1800,168.1800,168.1800,2024-02-13,14:10:00,11
697,912.0,168.2329,168.2300,168.2400,168.2400,168.2300,2024-02-13,14:10:05,11
698,493.0,168.1823,168.1800,168.1800,168.1800,168.1800,2024-02-13,14:10:15,6
699,3414.0,168.2183,168.2400,168.2400,168.2400,168.2000,2024-02-13,14:10:25,28
700,100.0,168.2100,168.2100,168.2100,168.2100,168.2100,2024-02-13,14:10:30,1
701,531.0,168.2141,168.2100,168.2100,168.2100,168.2100,2024-02-13,14:10:40,12
702,965.0,168.2178,168.2101,168.2500,168.2500,168.2100,2024-02-13,14:10:45,15
703,123.0,168.2203,168.2200,168.2200,168.2200,168.2200,2024-02-13,14:10:50,3
704,107.0,168.2966,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:10:55,3
705,301.0,168.2897,168.2899,168.2899,168.2899,168.2899,2024-02-13,14:11:15,2
706,4416.0,168.2254,168.2400,168.2000,168.2400,168.2000,2024-02-13,14:11:25,40
707,634.0,168.1952,168.2000,168.1800,168.2000,168.1800,2024-02-13,14:11:30,12
708,1849.0,168.1727,168.1600,168.2000,168.2000,168.1600,2024-02-13,14:11:35,18
709,125.0,168.1260,168.1100,168.1100,168.1100,168.1100,2024-02-13,14:11:40,4
710,2465.0,168.1188,168.1500,168.1000,168.1500,168.1000,2024-02-13,14:11:50,46
711,183.0,168.0700,168.0700,168.0700,168.0700,168.0700,2024-02-13,14:11:55,4
712,485.0,168.0701,168.0700,168.0700,168.0700,168.0700,2024-02-13,14:12:05,3
713,4185.0,168.0216,168.0200,168.0200,168.0200,168.0200,2024-02-13,14:12:10,12
714,347.0,168.0700,168.0700,168.0700,168.0700,168.0700,2024-02-13,14:12:15,1
715,108.0,168.0711,168.0700,168.0700,168.0700,168.0700,2024-02-13,14:12:20,6
716,3903.0,168.0977,168.1000,168.0800,168.1000,168.0400,2024-02-13,14:12:25,33
717,164.0,168.1005,168.1000,168.1000,168.1000,168.1000,2024-02-13,14:12:45,5
718,541.0,168.1570,168.1600,168.1600,168.1600,168.1600,2024-02-13,14:12:50,16
719,101.0,168.1404,168.1401,168.1401,168.1401,168.1401,2024-02-13,14:13:05,2
720,1052.0,168.2229,168.2000,168.2400,168.2400,168.2000,2024-02-13,14:13:10,19
721,516.0,168.2789,168.2700,168.3000,168.3000,168.2700,2024-02-13,14:13:20,7
722,3074.0,168.2683,168.3000,168.2400,168.3000,168.2400,2024-02-13,14:13:25,26
723,308.0,168.2897,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:13:30,9
724,205.0,168.2346,168.2300,168.2300,168.2300,168.2300,2024-02-13,14:13:55,4
725,513.0,168.2587,168.2600,168.2600,168.2600,168.2600,2024-02-13,14:14:00,10
726,2765.0,168.1295,168.1700,168.1000,168.1700,168.1000,2024-02-13,14:14:20,64
727,1002.0,168.1746,168.1500,168.2000,168.2000,168.1500,2024-02-13,14:14:30,17
728,171.0,168.1789,168.1800,168.1800,168.1800,168.1800,2024-02-13,14:14:40,4
729,1321.0,168.2567,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:14:45,36
730,2007.0,168.2885,168.2900,168.2900,168.2900,168.2900,2024-02-13,14:14:50,17
731,2211.0,168.3335,168.3000,168.3500,168.3500,168.3000,2024-02-13,14:15:10,22
732,994.0,168.3849,168.3900,168.4000,168.4000,168.3500,2024-02-13,14:15:15,21
733,655.0,168.4651,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:15:20,18
734,1757.0,168.5272,168.5100,168.5300,168.5300,168.5100,2024-02-13,14:15:25,15
735,108.0,168.5018,168.5000,168.5000,168.5000,168.5000,2024-02-13,14:15:30,3
736,200.0,168.5500,168.5500,168.5500,168.5500,168.5500,2024-02-13,14:15:40,1
737,1747.0,168.5486,168.5500,168.5500,168.5500,168.5500,2024-02-13,14:15:55,5
738,1609.0,168.5200,168.5200,168.5200,168.5200,168.5200,2024-02-13,14:16:00,6
739,560.0,168.5181,168.5200,168.5200,168.5200,168.5200,2024-02-13,14:16:05,9
740,1109.0,168.5005,168.5009,168.5000,168.5009,168.5000,2024-02-13,14:16:15,7
741,303.0,168.4601,168.4600,168.4600,168.4600,168.4600,2024-02-13,14:16:20,4
742,404.0,168.5118,168.5000,168.5200,168.5200,168.5000,2024-02-13,14:16:25,9
743,101.0,168.5002,168.5000,168.5000,168.5000,168.5000,2024-02-13,14:16:30,2
744,190.0,168.4684,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:16:35,2
745,4896.0,168.4437,168.4500,168.4300,168.4500,168.4300,2024-02-13,14:16:40,43
746,100.0,168.5000,168.5000,168.5000,168.5000,168.5000,2024-02-13,14:16:50,1
747,101.0,168.4996,168.5000,168.5000,168.5000,168.5000,2024-02-13,14:17:00,2
748,804.0,168.4502,168.4500,168.4500,168.4500,168.4500,2024-02-13,14:17:05,7
749,316.0,168.4901,168.4900,168.4900,168.4900,168.4900,2024-02-13,14:17:10,6
750,503.0,168.4702,168.4700,168.4700,168.4700,168.4700,2024-02-13,14:17:15,2
751,126.0,168.4901,168.4900,168.4900,168.4900,168.4900,2024-02-13,14:17:20,5
752,1301.0,168.5000,168.5000,168.5000,168.5000,168.5000,2024-02-13,14:17:25,10
753,2329.0,168.5247,168.5000,168.5500,168.5500,168.5000,2024-02-13,14:17:30,27
754,272.0,168.6082,168.6100,168.6100,168.6100,168.6100,2024-02-13,14:17:35,8
755,500.0,168.5800,168.5800,168.5800,168.5800,168.5800,2024-02-13,14:17:50,3
756,1829.0,168.5917,168.6100,168.5500,168.6100,168.5500,2024-02-13,14:17:55,23
757,813.0,168.6362,168.6500,168.6000,168.6500,168.6000,2024-02-13,14:18:00,12
758,726.0,168.6980,168.7000,168.7000,168.7000,168.7000,2024-02-13,14:18:15,20
759,1009.0,168.7088,168.7000,168.7500,168.7500,168.7000,2024-02-13,14:18:20,7
760,3010.0,168.7012,168.7000,168.7100,168.7100,168.6800,2024-02-13,14:18:25,24
761,245.0,168.6608,168.6600,168.6600,168.6600,168.6600,2024-02-13,14:18:30,2
762,898.0,168.6812,168.6500,168.7000,168.7000,168.6500,2024-02-13,14:18:35,15
763,1319.0,168.6111,168.6100,168.6000,168.6200,168.6000,2024-02-13,14:18:40,13
764,310.0,168.5948,168.6000,168.6000,168.6000,168.6000,2024-02-13,14:18:50,7
765,1815.0,168.4678,168.4700,168.4600,168.4700,168.4600,2024-02-13,14:19:05,12
766,1301.0,168.4829,168.4600,168.4800,168.4900,168.4600,2024-02-13,14:19:15,20
767,502.0,168.5476,168.5500,168.5500,168.5500,168.5500,2024-02-13,14:19:25,17
768,416.0,168.5447,168.5500,168.5500,168.5500,168.5500,2024-02-13,14:19:40,12
769,264.0,168.5114,168.5009,168.5009,168.5009,168.5009,2024-02-13,14:20:35,6
770,211.0,168.5026,168.5000,168.5000,168.5000,168.5000,2024-02-13,14:20:45,4
771,1511.0,168.5122,168.5500,168.5000,168.5500,168.5000,2024-02-13,14:20:55,16
772,1714.0,168.5233,168.4500,168.5500,168.5500,168.4500,2024-02-13,14:21:00,22
773,9885.0,168.2277,168.4500,168.0500,168.4500,168.0500,2024-02-13,14:21:05,149
774,125.0,168.0680,168.0700,168.0700,168.0700,168.0700,2024-02-13,14:21:20,2
775,3150.0,168.0702,168.0700,168.0700,168.0700,168.0700,2024-02-13,14:21:25,6
776,250.0,168.1673,168.1600,168.1600,168.1600,168.1600,2024-02-13,14:21:55,5
777,231.0,168.1011,168.1000,168.1000,168.1000,168.1000,2024-02-13,14:22:20,3
778,321.0,168.1006,168.1000,168.1000,168.1000,168.1000,2024-02-13,14:22:25,5
779,614.0,168.1438,168.1000,168.2000,168.2000,168.1000,2024-02-13,14:22:35,8
780,103.0,168.1420,168.1400,168.1400,168.1400,168.1400,2024-02-13,14:22:45,2
781,310.0,168.1410,168.1400,168.1400,168.1400,168.1400,2024-02-13,14:22:50,5
782,101.0,168.1797,168.1800,168.1800,168.1800,168.1800,2024-02-13,14:22:55,2
783,350.0,168.1100,168.1100,168.1100,168.1100,168.1100,2024-02-13,14:23:10,6
784,524.0,168.1005,168.1000,168.1000,168.1000,168.1000,2024-02-13,14:23:15,9
785,250.0,168.1000,168.1000,168.1000,168.1000,168.1000,2024-02-13,14:23:25,3
786,376.0,168.1219,168.1100,168.1300,168.1300,168.1100,2024-02-13,14:23:30,8
787,401.0,168.1699,168.1700,168.1700,168.1700,168.1700,2024-02-13,14:23:35,2
788,403.0,168.1325,168.1500,168.1500,168.1500,168.1500,2024-02-13,14:23:40,7
789,2005.0,168.1662,168.1800,168.1900,168.1900,168.1800,2024-02-13,14:23:45,28
790,502.0,168.1516,168.1500,168.1500,168.1500,168.1500,2024-02-13,14:23:50,8
791,713.0,168.1284,168.1300,168.1200,168.1300,168.1200,2024-02-13,14:24:00,8
792,524.0,168.1236,168.1100,168.1700,168.1700,168.1100,2024-02-13,14:24:05,6
793,258.0,168.1872,168.1900,168.1900,168.1900,168.1900,2024-02-13,14:24:10,5
794,101.0,168.1701,168.1700,168.1700,168.1700,168.1700,2024-02-13,14:24:35,2
795,3170.0,168.1132,168.1400,168.1000,168.1400,168.0900,2024-02-13,14:25:00,52
796,401.0,168.1051,168.1100,168.1100,168.1100,168.1100,2024-02-13,14:25:20,9
797,819.0,168.1690,168.1500,168.2000,168.2000,168.1500,2024-02-13,14:25:45,16
798,491.0,168.2221,168.2100,168.2200,168.2200,168.2100,2024-02-13,14:26:00,13
799,312.0,168.2999,168.3000,168.3000,168.3000,168.3000,2024-02-13,14:26:05,6
800,1999.0,168.2556,168.3100,168.2000,168.3100,168.2000,2024-02-13,14:26:15,13
801,5941.0,168.1730,168.1500,168.4400,168.4400,168.0500,2024-02-13,14:26:20,99
802,316.0,168.0553,168.0500,168.0500,168.0500,168.0500,2024-02-13,14:26:30,3
803,2474.0,168.4131,168.4300,168.4400,168.4400,168.4100,2024-02-13,14:27:10,46
804,171.0,168.5877,168.6000,168.6000,168.6000,168.6000,2024-02-13,14:27:15,4
805,302.0,168.3922,168.2800,168.2800,168.2800,168.2800,2024-02-13,14:27:25,8
806,1285.0,168.4436,168.3100,168.5000,168.5000,168.3100,2024-02-13,14:27:30,19
807,30813.0,167.9602,168.1500,167.6800,168.2600,167.6800,2024-02-13,14:27:40,627
808,317.0,167.6818,167.6800,167.6800,167.6800,167.6800,2024-02-13,14:27:45,5
809,9580.0,167.5952,167.6900,168.0000,168.0000,167.5500,2024-02-13,14:27:50,86
810,18926.0,167.4692,167.8700,167.3100,167.8700,167.2500,2024-02-13,14:27:55,230
811,1825.0,167.4463,167.4500,167.4500,167.4500,167.4500,2024-02-13,14:28:00,21
812,1051.0,167.5856,167.5900,167.5700,167.5900,167.5600,2024-02-13,14:28:05,13
813,1500.0,167.5902,167.7000,167.5800,167.7000,167.5500,2024-02-13,14:28:10,14
814,213.0,167.8506,167.8600,167.8600,167.8600,167.8600,2024-02-13,14:28:15,4
815,839.0,167.6604,167.6900,167.6600,167.6900,167.6200,2024-02-13,14:28:20,12
816,972.0,167.5752,167.5800,167.5500,167.6000,167.5500,2024-02-13,14:28:25,12
817,3100.0,167.4542,167.5400,167.4500,167.5400,167.4500,2024-02-13,14:28:30,13
818,6226.0,167.5738,167.4900,167.6600,167.6600,167.4500,2024-02-13,14:28:35,52
819,3641.0,167.5876,167.5700,167.6000,167.6000,167.5500,2024-02-13,14:28:40,15
820,410.0,167.5724,167.5700,167.5800,167.5800,167.5700,2024-02-13,14:28:45,4
821,4442.0,167.5451,167.5400,167.5500,167.5800,167.5400,2024-02-13,14:28:50,29
822,788.0,167.6041,167.5700,167.6600,167.6600,167.5700,2024-02-13,14:28:55,11
823,1698.0,167.6056,167.6000,167.6500,167.6600,167.5800,2024-02-13,14:29:00,20
824,100.0,167.6600,167.6600,167.6600,167.6600,167.6600,2024-02-13,14:29:05,1
825,1027.0,167.6442,167.5900,167.6600,167.6600,167.5900,2024-02-13,14:29:10,17
826,326.0,167.6568,167.6500,167.6600,167.6600,167.6500,2024-02-13,14:29:15,8
827,2956.0,167.5802,167.6200,167.5000,167.6200,167.5000,2024-02-13,14:29:20,39
828,2431.0,167.4989,167.5000,167.5000,167.5000,167.4900,2024-02-13,14:29:25,22
829,729.0,167.4865,167.5000,167.4800,167.5000,167.4800,2024-02-13,14:29:30,13
830,2553.0,167.5947,167.5500,167.6000,167.6000,167.5500,2024-02-13,14:29:40,8
831,601.0,167.6000,167.6000,167.6000,167.6000,167.6000,2024-02-13,14:29:45,5
832,1279111.0,167.6269,167.7300,167.2400,167.8500,167.1600,2024-02-13,14:30:00,5135
833,284593.0,166.9727,167.1800,166.7400,167.7100,166.6700,2024-02-13,14:30:05,5477
834,178338.0,166.6169,166.7000,166.5700,167.7100,166.4200,2024-02-13,14:30:10,2394
835,91402.0,166.4787,166.5901,166.3600,166.6500,166.3350,2024-02-13,14:30:15,1676
836,134106.0,166.4225,166.3600,166.4000,166.4800,166.3301,2024-02-13,14:30:20,1434
837,80343.0,166.3676,166.4300,166.1500,166.5000,166.0901,2024-02-13,14:30:25,1071
838,102782.0,166.1050,166.1300,166.1300,166.1800,166.0100,2024-02-13,14:30:30,1122
839,170868.0,165.8838,166.0900,165.8800,166.1300,165.7500,2024-02-13,14:30:35,2302
840,76875.0,165.8536,165.8500,165.8200,165.8800,165.8000,2024-02-13,14:30:40,853
841,75102.0,166.0874,165.8500,166.1400,166.3100,165.8450,2024-02-13,14:30:45,1241
842,60169.0,166.2363,166.1150,166.2900,166.3300,166.1150,2024-02-13,14:30:50,830
843,46105.0,166.5844,166.3000,166.7400,166.7600,166.2501,2024-02-13,14:30:55,737
844,34271.0,166.7120,166.7200,166.7700,166.7700,166.6100,2024-02-13,14:31:00,629
845,81291.0,166.8469,166.7600,166.8500,166.9300,166.7440,2024-02-13,14:31:05,702
846,37769.0,166.6827,166.8400,166.4800,166.8800,166.4400,2024-02-13,14:31:10,643
847,41656.0,166.5725,166.4650,166.4404,166.6600,166.4010,2024-02-13,14:31:15,544
848,53055.0,166.3835,166.4300,166.4200,166.4777,166.2900,2024-02-13,14:31:20,583
849,29518.0,166.5307,166.4200,166.7200,166.7400,166.4050,2024-02-13,14:31:25,522
850,52215.0,166.7674,166.7250,166.9000,166.9100,166.5900,2024-02-13,14:31:30,713
851,39976.0,166.9529,166.8600,167.0326,167.0589,166.8400,2024-02-13,14:31:35,535
852,58050.0,167.1370,167.0400,167.2200,167.2400,167.0200,2024-02-13,14:31:40,606
853,44886.0,167.2661,167.2100,167.4269,167.4400,167.1400,2024-02-13,14:31:45,601
854,76344.0,167.3914,167.4500,167.2300,167.5500,167.2000,2024-02-13,14:31:50,789
855,46286.0,167.3110,167.2400,167.3400,167.3800,167.2200,2024-02-13,14:31:55,419
856,47895.0,167.1317,167.3500,167.0900,167.3500,167.0400,2024-02-13,14:32:00,552
857,45321.0,166.9586,167.0800,166.8700,167.1299,166.7700,2024-02-13,14:32:05,595
858,31624.0,166.8486,166.8300,166.8450,166.9000,166.7600,2024-02-13,14:32:10,528
859,26655.0,166.8073,166.8700,166.7800,166.9100,166.6700,2024-02-13,14:32:15,387
860,26130.0,166.6876,166.7750,166.6700,166.8000,166.6200,2024-02-13,14:32:20,349
861,42492.0,166.6440,166.6800,166.4800,166.7500,166.4700,2024-02-13,14:32:25,601
862,50741.0,166.6684,166.4800,166.7100,166.8100,166.4800,2024-02-13,14:32:30,564
863,30930.0,166.6881,166.7000,166.7100,166.7625,166.6300,2024-02-13,14:32:35,462
864,57682.0,166.6311,166.7400,166.5100,166.7800,166.5100,2024-02-13,14:32:40,501
865,39814.0,166.5918,166.5299,166.5550,166.6200,166.5299,2024-02-13,14:32:45,519
866,36713.0,166.6701,166.5700,166.6200,166.7300,166.5650,2024-02-13,14:32:50,479
867,48973.0,166.6926,166.6350,166.8600,166.9100,166.6000,2024-02-13,14:32:55,505
868,38167.0,166.8361,166.9050,166.7990,166.9600,166.7400,2024-02-13,14:33:00,396
869,45652.0,166.9664,166.8100,166.9500,167.0500,166.8100,2024-02-13,14:33:05,447
870,42128.0,166.9826,166.9514,166.9600,167.0500,166.9300,2024-02-13,14:33:10,405
871,42840.0,166.9943,166.9600,166.9800,167.0500,166.9500,2024-02-13,14:33:15,506
872,21421.0,166.9118,166.9500,166.9000,166.9800,166.8600,2024-02-13,14:33:20,314
873,35175.0,166.9478,166.9050,167.0000,167.0400,166.8400,2024-02-13,14:33:25,485
874,39999.0,167.0486,166.9400,167.0996,167.1300,166.9300,2024-02-13,14:33:30,383
875,38634.0,167.2033,167.0869,167.2600,167.3100,167.0800,2024-02-13,14:33:35,379
876,22774.0,167.1884,167.2200,167.1600,167.2400,167.1250,2024-02-13,14:33:40,271
877,24204.0,167.1665,167.1440,167.1989,167.2300,167.1150,2024-02-13,14:33:45,281
878,45555.0,167.1044,167.1700,166.9700,167.2700,166.9700,2024-02-13,14:33:50,487
879,28936.0,167.0351,166.9660,167.0843,167.1100,166.9660,2024-02-13,14:33:55,455
880,142290.0,167.1082,167.0850,167.1749,167.2200,167.0000,2024-02-13,14:34:00,659
881,20557.0,167.1925,167.1750,167.1750,167.2200,167.1700,2024-02-13,14:34:05,338
882,29996.0,167.1300,167.1800,167.0860,167.2300,167.0600,2024-02-13,14:34:10,452
883,31092.0,167.0625,167.0900,167.0600,167.1200,167.0100,2024-02-13,14:34:15,412
884,30858.0,167.0575,167.0513,167.0500,167.1000,167.0150,2024-02-13,14:34:20,368
885,21078.0,167.0643,167.0900,167.0600,167.1000,167.0200,2024-02-13,14:34:25,211
886,25046.0,167.1191,167.0300,167.1500,167.1700,167.0300,2024-02-13,14:34:30,315
887,45496.0,167.1551,167.1500,167.1850,167.2400,167.1100,2024-02-13,14:34:35,467
888,26299.0,167.1768,167.2052,167.2469,167.2800,167.1000,2024-02-13,14:34:40,347
889,15151.0,167.1703,167.2350,167.0910,167.2541,167.0700,2024-02-13,14:34:45,223
890,10068.0,167.1145,167.0800,167.1150,167.1500,167.0600,2024-02-13,14:34:50,211
891,23298.0,167.0938,167.1300,167.0300,167.1700,167.0300,2024-02-13,14:34:55,268
892,65903.0,166.9560,167.0300,167.0700,167.0727,166.8480,2024-02-13,14:35:00,918
893,38560.0,167.1541,167.0600,167.1700,167.2470,167.0600,2024-02-13,14:35:05,430
894,21266.0,167.1234,167.1850,167.1700,167.2000,167.0400,2024-02-13,14:35:10,272
895,19364.0,167.1148,167.1300,167.1600,167.1900,167.0200,2024-02-13,14:35:15,333
896,29598.0,167.0714,167.1200,167.0500,167.1475,167.0000,2024-02-13,14:35:20,429
897,20368.0,167.0857,167.0350,167.1800,167.1800,167.0300,2024-02-13,14:35:25,337
898,40215.0,167.3074,167.1900,167.4100,167.4100,167.1850,2024-02-13,14:35:30,428
899,25653.0,167.4173,167.3900,167.4450,167.5000,167.3600,2024-02-13,14:35:35,343
