,v,vw,o,c,h,l,t,n
628,581,167.4630,167.4300,167.4300,167.4300,167.4300,2024-02-13,13:59:25,17
629,501,167.4201,167.4200,167.4200,167.4200,167.4200,2024-02-13,13:59:30,2
630,200,167.4300,167.4300,167.4300,167.4300,167.4300,2024-02-13,13:59:40,2
631,250,167.4083,167.4100,167.4100,167.4100,167.4100,2024-02-13,13:59:45,7
632,200,167.3079,167.3100,167.3100,167.3100,167.3100,2024-02-13,14:00:00,5
633,179,167.3000,167.3000,167.3000,167.3000,167.3000,2024-02-13,14:00:05,2
634,1180,167.2010,167.2000,167.2000,167.2000,167.2000,2024-02-13,14:00:10,14
635,1320,167.0949,167.1100,167.0700,167.1100,167.0700,2024-02-13,14:00:20,17
636,1889,167.1092,167.1500,167.1000,167.1500,167.0903,2024-02-13,14:00:25,14
637,1004,167.1054,167.1200,167.0903,167.1200,167.0903,2024-02-13,14:00:30,5
638,1733,167.0357,167.1010,167.0100,167.1010,167.0000,2024-02-13,14:00:35,31
639,1053,167.0332,167.0500,167.0200,167.0500,167.0200,2024-02-13,14:00:45,14
640,1241,167.0952,167.0300,167.1000,167.1000,167.0300,2024-02-13,14:00:50,20
641,992,167.0111,167.0100,167.0100,167.0100,167.0100,2024-02-13,14:01:00,18
642,3070,166.9989,167.0100,166.9500,167.0100,166.9500,2024-02-13,14:01:05,91
643,1003,166.8471,166.8200,166.9000,166.9000,166.7800,2024-02-13,14:01:10,13
644,892,166.7643,166.8000,166.7101,166.8000,166.7101,2024-02-13,14:01:15,17
645,1209,166.9000,166.8000,166.9100,166.9100,166.8000,2024-02-13,14:01:20,6
646,865,166.9546,166.9100,167.0100,167.0100,166.9100,2024-02-13,14:01:25,14
647,593,166.9729,166.9800,166.9600,166.9800,166.9600,2024-02-13,14:01:30,13
648,792,166.9782,167.0000,166.9600,167.0000,166.9600,2024-02-13,14:01:35,23
649,111,166.9270,166.9300,166.9300,166.9300,166.9300,2024-02-13,14:01:45,3
650,1451,166.7206,166.7100,166.7500,166.7500,166.7100,2024-02-13,14:01:50,18
651,226,166.7360,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:01:55,6
652,3344,166.9022,166.8000,167.0000,167.0000,166.8000,2024-02-13,14:02:05,53
653,543,166.9215,166.9000,166.9700,166.9700,166.9000,2024-02-13,14:02:10,8
654,250,166.8456,166.8200,166.8200,166.8200,166.8200,2024-02-13,14:02:15,4
655,172,166.8282,166.8200,166.8200,166.8200,166.8200,2024-02-13,14:02:20,7
656,1305,166.8480,167.0000,166.8000,167.0000,166.8000,2024-02-13,14:02:25,18
657,3092,166.7892,166.8800,166.7700,166.8800,166.7700,2024-02-13,14:02:30,14
658,100,167.0000,167.0000,167.0000,167.0000,167.0000,2024-02-13,14:02:50,1
659,101,166.9297,166.9300,166.9300,166.9300,166.9300,2024-02-13,14:03:10,2
660,1743,166.8160,166.9000,166.8000,166.9000,166.8000,2024-02-13,14:03:20,17
661,613,166.7646,166.7500,166.9499,166.9499,166.7500,2024-02-13,14:03:25,21
662,200,166.8000,166.8000,166.8000,166.8000,166.8000,2024-02-13,14:03:30,3
663,1002,166.7001,166.7000,166.7000,166.7000,166.7000,2024-02-13,14:03:35,3
664,3083,166.5855,166.6700,166.5000,166.6700,166.5000,2024-02-13,14:03:40,94
665,1083,166.5039,166.5000,166.5000,166.5300,166.5000,2024-02-13,14:03:45,9
666,627,166.5000,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:03:50,12
667,505,166.5022,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:03:55,7
668,3009,166.6533,166.6700,166.6700,166.6700,166.6700,2024-02-13,14:04:00,40
669,2028,166.5505,166.5402,166.5560,166.7000,166.5402,2024-02-13,14:04:05,10
670,465,166.5426,166.5000,166.6200,166.6200,166.5000,2024-02-13,14:04:15,4
671,3894,166.5079,166.6000,166.5000,166.6000,166.5000,2024-02-13,14:04:20,33
672,218,166.4450,166.4500,166.4500,166.4500,166.4500,2024-02-13,14:04:25,7
673,345,166.4019,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:04:30,19
674,352,166.5702,166.5900,166.5900,166.5900,166.5900,2024-02-13,14:04:35,5
675,100,166.5100,166.5100,166.5100,166.5100,166.5100,2024-02-13,14:04:40,1
676,113,166.5531,166.5600,166.5600,166.5600,166.5600,2024-02-13,14:04:45,3
677,587,166.5998,166.6000,166.6000,166.6000,166.6000,2024-02-13,14:04:55,21
678,6455,166.6710,166.7000,166.5100,166.7000,166.5100,2024-02-13,14:05:05,25
679,107,166.6786,166.6800,166.6800,166.6800,166.6800,2024-02-13,14:05:10,3
680,2401,166.6507,166.6500,166.6500,166.6500,166.6500,2024-02-13,14:05:15,14
681,535,166.5321,166.5700,166.5100,166.5700,166.5100,2024-02-13,14:05:25,10
682,100,166.6000,166.6000,166.6000,166.6000,166.6000,2024-02-13,14:05:30,1
683,610,166.6982,166.6900,166.7000,166.7000,166.6900,2024-02-13,14:05:35,14
684,110,166.6636,166.6600,166.6600,166.6600,166.6600,2024-02-13,14:05:55,2
685,620,166.6737,166.6500,166.7000,166.7000,166.6500,2024-02-13,14:06:10,8
686,414,166.6818,166.6900,166.6500,166.7000,166.6500,2024-02-13,14:06:15,5
687,450,166.7043,166.7000,166.7100,166.7100,166.7000,2024-02-13,14:06:20,14
688,205,166.6820,166.6800,166.6800,166.6800,166.6800,2024-02-13,14:06:25,4
689,240,166.7295,166.7499,166.7499,166.7499,166.7499,2024-02-13,14:06:35,4
690,764,166.7487,166.7500,166.7500,166.7500,166.7400,2024-02-13,14:06:40,12
691,7810,166.6838,166.6800,166.7800,166.7800,166.6800,2024-02-13,14:06:45,8
692,1543,166.7078,166.6860,166.8000,166.8000,166.6800,2024-02-13,14:06:50,18
693,1973,166.8759,166.8700,166.9500,166.9500,166.7800,2024-02-13,14:07:00,29
694,310,166.9838,166.9999,166.9999,166.9999,166.9999,2024-02-13,14:07:10,3
695,396,166.8700,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:07:25,4
696,531,166.8736,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:07:35,7
697,100,166.8800,166.8800,166.8800,166.8800,166.8800,2024-02-13,14:07:40,1
698,3110,166.8677,166.8500,166.9000,166.9000,166.8500,2024-02-13,14:07:50,59
699,638,166.9002,166.9000,166.9000,166.9000,166.9000,2024-02-13,14:07:55,7
700,159,166.9491,166.9699,166.9699,166.9699,166.9699,2024-02-13,14:08:05,6
701,101,166.9100,166.9100,166.9100,166.9100,166.9100,2024-02-13,14:08:10,2
702,1675,166.9017,166.9100,166.9000,166.9100,166.9000,2024-02-13,14:08:20,26
703,220,166.8105,166.8200,166.8200,166.8200,166.8200,2024-02-13,14:08:30,10
704,200,166.9001,166.9000,166.9000,166.9000,166.9000,2024-02-13,14:08:50,6
705,919,166.9231,166.9100,166.9394,166.9400,166.9100,2024-02-13,14:08:55,17
706,1538,166.9357,166.9100,166.9700,166.9700,166.9100,2024-02-13,14:09:05,34
707,414,166.8086,166.8000,166.8000,166.8000,166.8000,2024-02-13,14:09:10,16
708,100,166.8100,166.8100,166.8100,166.8100,166.8100,2024-02-13,14:09:15,1
709,450,166.7500,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:09:20,4
710,2135,166.7181,166.7000,166.7500,166.7500,166.6800,2024-02-13,14:09:25,21
711,218,166.7239,166.7400,166.7100,166.7400,166.7100,2024-02-13,14:09:30,4
712,631,166.7296,166.7300,166.7300,166.7300,166.7300,2024-02-13,14:09:35,11
713,437,166.7454,166.7500,166.7300,166.7500,166.7300,2024-02-13,14:09:45,8
714,201,166.7912,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:09:50,5
715,1262,166.7453,166.7500,166.7500,166.7500,166.7300,2024-02-13,14:10:00,13
716,383,166.7500,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:10:05,7
717,100,166.7500,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:10:10,1
718,412,166.7427,166.7400,166.7400,166.7400,166.7400,2024-02-13,14:10:15,6
719,2515,166.7500,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:10:20,46
720,535,166.7499,166.7500,166.7500,166.7500,166.7499,2024-02-13,14:10:25,10
721,1236,166.7704,166.7500,166.8100,166.8100,166.7500,2024-02-13,14:10:35,24
722,1948,166.7300,166.7500,166.7000,166.7500,166.7000,2024-02-13,14:10:55,53
723,427,166.6999,166.6999,166.7000,166.7000,166.6999,2024-02-13,14:11:00,4
724,779,166.6658,166.6500,166.7000,166.7000,166.6500,2024-02-13,14:11:20,6
725,1947,166.6699,166.6500,166.6500,166.7000,166.6500,2024-02-13,14:11:25,25
726,861,166.6488,166.6500,166.6500,166.7000,166.6300,2024-02-13,14:11:30,18
727,253,166.6001,166.6001,166.6001,166.6001,166.6001,2024-02-13,14:11:45,2
728,257,166.6572,166.6300,166.7000,166.7000,166.6300,2024-02-13,14:11:50,3
729,750,166.6999,166.6999,166.6999,166.6999,166.6999,2024-02-13,14:11:55,1
730,1020,166.6306,166.6300,166.6300,166.6300,166.6300,2024-02-13,14:12:00,4
731,536,166.6353,166.6300,166.6300,166.6300,166.6300,2024-02-13,14:12:05,15
732,1719,166.6336,166.6300,166.6500,166.6500,166.6300,2024-02-13,14:12:10,20
733,780,166.6025,166.6100,166.6000,166.6100,166.6000,2024-02-13,14:12:15,29
734,711,166.5460,166.5500,166.6000,166.6000,166.5500,2024-02-13,14:12:20,22
735,1807,166.5135,166.5400,166.5000,166.5400,166.5000,2024-02-13,14:12:35,22
736,1158,166.5758,166.6000,166.5500,166.6000,166.5500,2024-02-13,14:12:45,30
737,100,166.6999,166.6999,166.6999,166.6999,166.6999,2024-02-13,14:12:55,1
738,855,166.5508,166.6100,166.5200,166.6100,166.5200,2024-02-13,14:13:00,17
739,1169,166.6173,166.6100,166.6500,166.6500,166.6100,2024-02-13,14:13:10,30
740,3800,166.6182,166.6400,166.6200,166.6400,166.6100,2024-02-13,14:13:15,26
741,936,166.6107,166.6100,166.6100,166.6100,166.6100,2024-02-13,14:13:20,13
742,357,166.6846,166.7000,166.7000,166.7000,166.7000,2024-02-13,14:13:40,9
743,1000,166.5500,166.5500,166.5500,166.5500,166.5500,2024-02-13,14:13:50,1
744,1058,166.5186,166.5100,166.5100,166.5100,166.5100,2024-02-13,14:13:55,11
745,2019,166.6075,166.6000,166.6100,166.6100,166.6000,2024-02-13,14:14:20,16
746,1194,166.5562,166.5500,166.5500,166.5500,166.5500,2024-02-13,14:14:45,27
747,100,166.5500,166.5500,166.5500,166.5500,166.5500,2024-02-13,14:14:50,1
748,512,166.5010,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:14:55,13
749,2478,166.4997,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:15:00,77
750,2403,166.3716,166.4000,166.4400,166.4400,166.3200,2024-02-13,14:15:15,75
751,623,166.4171,166.4900,166.4000,166.4900,166.4000,2024-02-13,14:15:20,15
752,941,166.3448,166.3600,166.3480,166.3600,166.3000,2024-02-13,14:15:25,33
753,542,166.3156,166.3400,166.3000,166.3400,166.3000,2024-02-13,14:15:30,13
754,113,166.4841,166.4900,166.4900,166.4900,166.4900,2024-02-13,14:15:35,4
755,421,166.3530,166.3580,166.3500,166.3580,166.3500,2024-02-13,14:15:40,9
756,221,166.3944,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:15:45,6
757,4428,166.3999,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:15:50,8
758,266,166.3209,166.3100,166.3100,166.3100,166.3100,2024-02-13,14:15:55,6
759,200,166.3950,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:16:00,3
760,601,166.4067,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:16:05,6
761,191,166.4036,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:16:15,4
762,1511,166.4081,166.4000,166.4000,166.5000,166.4000,2024-02-13,14:16:20,8
763,408,166.4694,166.4700,166.4700,166.4700,166.4700,2024-02-13,14:16:25,2
764,100,166.5000,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:16:30,1
765,1543,166.3918,166.4000,166.3600,166.4000,166.3600,2024-02-13,14:16:35,18
766,1685,166.4100,166.4100,166.4100,166.4100,166.4100,2024-02-13,14:16:45,5
767,151,166.4501,166.4500,166.4500,166.4500,166.4500,2024-02-13,14:16:55,4
768,1730,166.4707,166.4400,166.5400,166.5400,166.4400,2024-02-13,14:17:00,23
769,612,166.4086,166.4000,166.4000,166.4000,166.4000,2024-02-13,14:17:05,15
770,102,166.4510,166.4500,166.4500,166.4500,166.4500,2024-02-13,14:17:10,2
771,308,166.4991,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:17:25,10
772,373,166.5000,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:17:30,6
773,4024,166.5096,166.5000,166.5100,166.5500,166.5000,2024-02-13,14:17:35,64
774,250,166.5015,166.5000,166.5000,166.5000,166.5000,2024-02-13,14:17:45,4
775,745,166.5300,166.5300,166.5300,166.5300,166.5300,2024-02-13,14:17:50,4
776,3341,166.5348,166.5000,166.5500,166.5500,166.5000,2024-02-13,14:17:55,30
777,410,166.5699,166.5500,166.6000,166.6000,166.5500,2024-02-13,14:18:00,5
778,904,166.5611,166.6000,166.5500,166.6000,166.5500,2024-02-13,14:18:05,15
779,285,166.6100,166.6100,166.6100,166.6100,166.6100,2024-02-13,14:18:15,10
780,1752,166.7443,166.7200,166.7200,166.7200,166.7200,2024-02-13,14:18:20,72
781,100,166.8000,166.8000,166.8000,166.8000,166.8000,2024-02-13,14:18:30,1
782,1118,166.7392,166.7000,166.7900,166.7900,166.7000,2024-02-13,14:18:35,26
783,191,166.7823,166.7900,166.7900,166.7900,166.7900,2024-02-13,14:18:40,3
784,305,166.7437,166.7600,166.7100,166.7600,166.7100,2024-02-13,14:18:50,3
785,105,166.7481,166.7500,166.7500,166.7500,166.7500,2024-02-13,14:18:55,2
786,425,166.8000,166.8000,166.8000,166.8000,166.8000,2024-02-13,14:19:00,7
787,2599,166.8416,166.8000,166.8600,166.8600,166.8000,2024-02-13,14:19:05,61
788,831,166.7347,166.7100,166.7100,166.7100,166.7100,2024-02-13,14:19:15,18
789,206,166.7181,166.7100,166.7100,166.7100,166.7100,2024-02-13,14:19:20,7
790,206,166.8491,166.8500,166.8500,166.8500,166.8500,2024-02-13,14:19:25,3
791,2139,166.8774,166.8500,166.8700,166.9000,166.8500,2024-02-13,14:19:40,26
792,458,166.8772,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:19:50,30
793,7382,166.8574,166.8300,166.8700,166.9000,166.8300,2024-02-13,14:20:00,64
794,3045,166.8690,166.8600,166.8700,166.8700,166.8600,2024-02-13,14:20:05,51
795,252,166.8700,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:20:10,2
796,776,166.8701,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:20:15,18
797,1672,166.8592,166.8700,166.8700,166.8700,166.8500,2024-02-13,14:20:20,42
798,635,166.8217,166.8500,166.8100,166.8500,166.8100,2024-02-13,14:20:25,4
799,326,166.8604,166.8600,166.8600,166.8600,166.8600,2024-02-13,14:20:30,6
800,341,166.8602,166.8600,166.8600,166.8600,166.8600,2024-02-13,14:20:35,4
801,498,166.8683,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:20:45,6
802,5236,166.9520,166.8700,167.0000,167.0000,166.8700,2024-02-13,14:21:00,100
803,250,167.0700,167.0700,167.0700,167.0700,167.0700,2024-02-13,14:21:05,1
804,3232,167.1456,167.0900,167.2000,167.2000,167.0900,2024-02-13,14:21:10,67
805,612,167.2183,167.2300,167.2400,167.2400,167.2300,2024-02-13,14:21:25,12
806,2088,167.0651,167.1300,167.0000,167.1300,167.0000,2024-02-13,14:21:35,36
807,100,167.1900,167.1900,167.1900,167.1900,167.1900,2024-02-13,14:21:40,1
808,223,167.1595,167.1900,167.1420,167.1900,167.1420,2024-02-13,14:21:45,5
809,610,167.0272,167.0100,167.0000,167.0100,167.0000,2024-02-13,14:22:00,16
810,804,167.0092,167.0000,167.0500,167.0500,167.0000,2024-02-13,14:22:10,20
811,488,167.0102,167.0000,167.0000,167.0000,167.0000,2024-02-13,14:22:20,14
812,500,166.8704,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:22:40,7
813,592,166.9369,166.9500,166.9000,166.9500,166.9000,2024-02-13,14:23:05,7
814,1059,166.8700,166.8700,166.8700,166.8700,166.8700,2024-02-13,14:23:10,9
815,325,166.8983,166.9000,166.9000,166.9000,166.9000,2024-02-13,14:23:15,3
816,573,166.8987,166.9500,166.8700,166.9500,166.8700,2024-02-13,14:23:20,8
817,582,166.8908,166.9500,166.8700,166.9500,166.8700,2024-02-13,14:23:35,9
818,452,166.9272,166.9500,166.9000,166.9500,166.9000,2024-02-13,14:23:40,5
819,270,166.9370,166.9400,166.9400,166.9400,166.9400,2024-02-13,14:23:50,3
820,100,166.9400,166.9400,166.9400,166.9400,166.9400,2024-02-13,14:23:55,1
821,247,166.9068,166.9011,166.9011,166.9011,166.9011,2024-02-13,14:24:00,8
822,203,166.9025,166.9012,166.9012,166.9012,166.9012,2024-02-13,14:24:15,2
823,4285,166.9842,166.9000,166.9900,166.9900,166.9000,2024-02-13,14:24:20,10
824,1755,166.9069,166.9000,166.9003,166.9100,166.9000,2024-02-13,14:24:25,14
825,1606,166.8931,166.9000,166.9000,166.9000,166.8700,2024-02-13,14:24:30,24
826,400,166.9000,166.9000,166.9000,166.9000,166.9000,2024-02-13,14:24:35,1
827,2155,167.1605,167.0600,167.1000,167.3600,166.9900,2024-02-13,14:25:00,62
828,101,167.3579,167.3600,167.3600,167.3600,167.3600,2024-02-13,14:25:05,2
829,521,167.3327,167.4000,167.4000,167.4000,167.4000,2024-02-13,14:25:25,15
830,475,167.2232,167.2300,167.2200,167.2300,167.2200,2024-02-13,14:25:35,5
831,100,167.1999,167.1999,167.1999,167.1999,167.1999,2024-02-13,14:25:55,1
832,1400,167.2432,167.2000,167.2700,167.2700,167.2000,2024-02-13,14:26:00,8
833,1043,167.2204,167.2200,167.2200,167.2200,167.2200,2024-02-13,14:26:05,12
834,653,167.1766,167.2700,167.2000,167.2700,167.2000,2024-02-13,14:26:15,25
835,314,167.2548,167.2600,167.2691,167.2691,167.2600,2024-02-13,14:26:30,9
836,400,167.2519,167.2520,167.2600,167.2600,167.2520,2024-02-13,14:26:40,4
837,500,167.2500,167.2500,167.2500,167.2500,167.2500,2024-02-13,14:26:50,1
838,4215,167.2763,167.2000,167.3300,167.4100,167.2000,2024-02-13,14:27:00,41
839,314,167.2813,167.2800,167.2800,167.2800,167.2800,2024-02-13,14:27:05,2
840,200,167.2017,167.2000,167.2000,167.2000,167.2000,2024-02-13,14:27:15,4
841,100,167.2500,167.2500,167.2500,167.2500,167.2500,2024-02-13,14:27:20,1
842,100,167.2500,167.2500,167.2500,167.2500,167.2500,2024-02-13,14:27:30,1
843,8265,167.6291,167.4800,167.8100,167.8100,167.3800,2024-02-13,14:27:40,100
844,1757,167.7551,167.8600,167.8100,167.8700,167.6000,2024-02-13,14:27:50,35
845,13122,167.9555,167.7900,167.9700,168.0600,167.7900,2024-02-13,14:28:00,103
846,525,167.8421,167.8300,167.8300,167.8300,167.8300,2024-02-13,14:28:05,13
847,1456,167.7931,167.7900,167.8100,167.8100,167.7900,2024-02-13,14:28:10,21
848,507,167.9292,167.9300,167.9300,167.9300,167.9300,2024-02-13,14:28:20,9
849,768,167.8662,167.8500,167.9300,167.9300,167.8500,2024-02-13,14:28:25,5
850,572,167.9359,167.9300,167.9500,167.9500,167.9300,2024-02-13,14:28:35,7
851,150,168.0000,168.0000,168.0000,168.0000,168.0000,2024-02-13,14:28:45,2
852,218,168.0000,168.0000,168.0000,168.0000,168.0000,2024-02-13,14:28:50,2
853,251,167.8751,167.8500,167.8500,167.8500,167.8500,2024-02-13,14:28:55,7
854,103,167.8838,167.8830,167.8830,167.8830,167.8830,2024-02-13,14:29:00,2
855,1989,167.8809,167.9000,167.8400,167.9000,167.8400,2024-02-13,14:29:05,22
856,107,167.8637,167.8600,167.8600,167.8600,167.8600,2024-02-13,14:29:10,3
857,805,167.9306,167.9000,167.9500,167.9500,167.9000,2024-02-13,14:29:15,6
858,7660,167.8800,167.8800,167.8800,167.8800,167.8800,2024-02-13,14:29:20,18
859,1284,167.8423,167.8400,167.8400,167.8400,167.8400,2024-02-13,14:29:25,10
860,1081,167.8698,167.8700,167.8700,167.8700,167.8700,2024-02-13,14:29:30,4
861,1791,167.8800,167.8800,167.8800,167.8800,167.8800,2024-02-13,14:29:35,2
862,1786,167.8967,167.8800,167.9300,167.9300,167.8800,2024-02-13,14:29:40,4
863,524,167.9286,167.9300,167.9300,167.9300,167.9300,2024-02-13,14:29:45,7
864,1350,167.9658,167.9600,167.9400,168.0000,167.9400,2024-02-13,14:29:50,31
865,4936,167.9542,167.9300,167.8900,168.0500,167.8800,2024-02-13,14:29:55,60
866,501884,167.8134,167.9400,167.0800,168.0000,167.0800,2024-02-13,14:30:00,2701
867,133956,167.0223,167.0650,166.7200,167.8900,166.6870,2024-02-13,14:30:05,2769
868,66033,166.6152,166.7020,166.5300,166.8100,166.5200,2024-02-13,14:30:10,1194
869,83983,166.4250,166.6450,166.6514,166.7000,166.1800,2024-02-13,14:30:15,1327
870,67469,166.3543,166.6600,166.1800,166.8000,166.1100,2024-02-13,14:30:20,905
871,129772,166.0159,166.1401,165.7422,166.3000,165.7100,2024-02-13,14:30:25,1846
872,60978,165.7520,165.7556,165.6800,165.8800,165.6200,2024-02-13,14:30:30,972
873,82446,165.4262,165.6000,165.2501,165.6000,165.2500,2024-02-13,14:30:35,1191
874,73495,165.2234,165.2600,165.0800,165.3700,165.0400,2024-02-13,14:30:40,1223
875,275623,164.8749,165.0350,164.5100,165.2000,164.3000,2024-02-13,14:30:45,5048
876,73419,164.9674,164.7000,164.9979,165.2000,164.5600,2024-02-13,14:30:50,929
877,74150,165.0457,165.0200,164.9800,165.2000,164.8700,2024-02-13,14:30:55,872
878,66588,165.1867,165.0200,165.4400,165.4700,164.9950,2024-02-13,14:31:00,941
879,80238,165.3229,165.3300,165.0900,165.5000,165.0850,2024-02-13,14:31:05,666
880,48411,165.0582,165.0400,164.9298,165.2200,164.8500,2024-02-13,14:31:10,533
881,50742,165.0417,164.8400,165.3509,165.4600,164.7401,2024-02-13,14:31:15,759
882,42486,165.2270,165.3550,165.0550,165.4000,164.9264,2024-02-13,14:31:20,428
883,40197,165.0854,165.0000,165.3100,165.4900,164.7700,2024-02-13,14:31:25,519
884,33965,165.2766,165.2500,165.3966,165.5600,165.1200,2024-02-13,14:31:30,394
885,55643,165.5721,165.5444,165.5150,165.6500,165.4103,2024-02-13,14:31:35,498
886,36808,165.8073,165.5600,165.8500,165.9800,165.4624,2024-02-13,14:31:40,467
887,32323,165.8939,165.8289,165.7400,166.1000,165.7000,2024-02-13,14:31:45,568
888,27791,165.9588,165.7000,165.9520,166.1200,165.7000,2024-02-13,14:31:50,325
889,40454,166.2244,165.9799,166.2600,166.3200,165.9500,2024-02-13,14:31:55,356
890,33469,166.1552,166.2162,166.2407,166.2900,166.0300,2024-02-13,14:32:00,408
891,25885,166.2221,166.2000,166.2400,166.3000,166.1300,2024-02-13,14:32:05,369
892,35851,166.0762,166.2000,166.2000,166.2499,165.8500,2024-02-13,14:32:10,542
893,20089,166.2540,166.1050,166.3000,166.3300,166.1050,2024-02-13,14:32:15,273
894,37706,166.5233,166.3199,166.5512,166.6200,166.2980,2024-02-13,14:32:20,371
895,34375,166.7009,166.5900,166.7001,166.8300,166.5500,2024-02-13,14:32:25,339
896,19921,166.7276,166.6710,166.5324,166.9100,166.5200,2024-02-13,14:32:30,286
897,31050,166.7190,166.6898,166.6900,166.8591,166.5674,2024-02-13,14:32:35,347
898,28293,166.7648,166.6801,166.7200,166.9400,166.6600,2024-02-13,14:32:40,427
899,23637,166.6748,166.7200,166.7200,166.7849,166.5600,2024-02-13,14:32:45,415
900,23690,166.7203,166.6915,166.8100,166.8700,166.5800,2024-02-13,14:32:50,405
901,22127,166.8714,166.7950,166.8300,166.9400,166.7600,2024-02-13,14:32:55,194
902,47357,166.6144,166.8500,166.6500,166.8500,166.4600,2024-02-13,14:33:00,482
903,35654,166.9537,166.6650,166.9700,167.0700,166.6650,2024-02-13,14:33:05,425
904,21784,166.7787,166.9150,166.7800,166.9900,166.6401,2024-02-13,14:33:10,241
905,17274,166.8935,166.7900,166.7200,167.0000,166.7100,2024-02-13,14:33:15,285
906,22087,166.7237,166.6800,166.8000,166.8807,166.5900,2024-02-13,14:33:20,272
907,16663,166.8645,166.7700,166.8800,166.9799,166.7050,2024-02-13,14:33:25,253
908,19009,166.8138,166.8500,166.6842,166.9800,166.6600,2024-02-13,14:33:30,277
909,8562,166.8847,166.7800,166.8600,166.9500,166.7696,2024-02-13,14:33:35,152
910,32018,166.6064,166.8700,166.5900,166.9100,166.4900,2024-02-13,14:33:40,337
911,19717,166.5629,166.6700,166.5500,166.6800,166.5000,2024-02-13,14:33:45,285
912,22357,166.6036,166.5800,166.5000,166.7100,166.5000,2024-02-13,14:33:50,257
913,24266,166.6519,166.5350,166.6600,166.7521,166.5000,2024-02-13,14:33:55,247
914,23881,166.5551,166.6261,166.5624,166.6800,166.5000,2024-02-13,14:34:00,355
915,32418,166.4536,166.5003,166.4900,166.5600,166.3900,2024-02-13,14:34:05,417
916,28700,166.6936,166.4850,166.7300,166.8583,166.4625,2024-02-13,14:34:10,332
917,32503,166.5885,166.7444,166.5000,166.7500,166.4400,2024-02-13,14:34:15,364
918,40665,166.6961,166.4600,166.7700,166.8100,166.4300,2024-02-13,14:34:20,368
919,20749,166.5759,166.6700,166.5000,166.6901,166.5000,2024-02-13,14:34:25,306
920,23006,166.4318,166.5000,166.4400,166.5100,166.3100,2024-02-13,14:34:30,307
921,19027,166.5144,166.4390,166.5000,166.6500,166.4200,2024-02-13,14:34:35,264
922,21677,166.4823,166.5100,166.5200,166.5900,166.4100,2024-02-13,14:34:40,325
923,14221,166.5477,166.5101,166.6200,166.6200,166.5100,2024-02-13,14:34:45,183
924,16707,166.6374,166.6400,166.6000,166.7100,166.5800,2024-02-13,14:34:50,211
925,19645,166.4871,166.5700,166.4600,166.5700,166.4200,2024-02-13,14:34:55,274
926,33324,166.3949,166.4600,166.5100,166.5700,166.2901,2024-02-13,14:35:00,386
927,22468,166.5903,166.4611,166.5950,166.6999,166.4611,2024-02-13,14:35:05,268
928,23269,166.6637,166.5900,166.8000,166.8100,166.5300,2024-02-13,14:35:10,257
929,38294,166.9498,166.8200,166.8400,167.0300,166.8200,2024-02-13,14:35:15,409
930,22216,166.7942,166.8202,166.9207,166.9332,166.6400,2024-02-13,14:35:20,251
931,55108,166.7548,166.9700,166.9200,166.9800,166.5000,2024-02-13,14:35:25,546
932,26482,166.9048,166.9888,166.9250,167.0199,166.8201,2024-02-13,14:35:30,273
933,22617,166.9782,166.9600,166.9300,167.0400,166.9100,2024-02-13,14:35:35,265
934,31077,166.8992,166.9220,166.9500,166.9900,166.8100,2024-02-13,14:35:40,274
935,30046,167.1115,166.9593,167.1506,167.1900,166.9550,2024-02-13,14:35:45,370
936,39181,167.2717,167.1700,167.3390,167.4400,167.1400,2024-02-13,14:35:50,429
937,31473,167.4728,167.3500,167.5640,167.5997,167.3200,2024-02-13,14:35:55,295
938,41612,167.6448,167.5500,167.7000,167.7500,167.5500,2024-02-13,14:36:00,416
939,59577,167.7987,167.7000,167.7900,167.8999,167.5622,2024-02-13,14:36:05,476
940,19644,167.8539,167.8494,167.8900,167.8900,167.8107,2024-02-13,14:36:10,198
