,v,vw,o,c,h,l,t,n
314,100,170.3000,170.3000,170.3000,170.3000,170.3000,2024-02-13,13:24:00,1
315,8666,170.2942,170.3000,170.3000,170.3000,170.2900,2024-02-13,13:24:25,38
316,200,170.3200,170.3200,170.3200,170.3200,170.3200,2024-02-13,13:24:35,1
317,200,170.3200,170.3300,170.3100,170.3300,170.3100,2024-02-13,13:24:40,2
318,850,170.3321,170.3300,170.3300,170.3500,170.3300,2024-02-13,13:24:45,16
319,100,170.3300,170.3300,170.3300,170.3300,170.3300,2024-02-13,13:24:50,1
320,909,170.3322,170.3300,170.3500,170.3500,170.3300,2024-02-13,13:24:55,12
321,100,170.3100,170.3100,170.3100,170.3100,170.3100,2024-02-13,13:25:50,1
322,1000,170.3600,170.3600,170.3600,170.3600,170.3600,2024-02-13,13:25:55,1
323,385,170.3616,170.3600,170.3600,170.3600,170.3600,2024-02-13,13:26:05,45
324,202,170.3500,170.3500,170.3500,170.3500,170.3500,2024-02-13,13:26:15,2
325,190,170.3500,170.3500,170.3500,170.3500,170.3500,2024-02-13,13:26:35,2
326,500,170.3600,170.3600,170.3600,170.3600,170.3600,2024-02-13,13:26:40,1
327,555,170.3400,170.3400,170.3400,170.3400,170.3400,2024-02-13,13:27:00,1
328,100,170.3400,170.3400,170.3400,170.3400,170.3400,2024-02-13,13:27:20,1
329,530,170.3439,170.3400,170.3600,170.3600,170.3400,2024-02-13,13:27:30,5
330,550,170.3200,170.3200,170.3200,170.3200,170.3200,2024-02-13,13:27:35,1
331,107,170.3300,170.3300,170.3300,170.3300,170.3300,2024-02-13,13:27:45,1
332,150,170.3100,170.3100,170.3100,170.3100,170.3100,2024-02-13,13:28:50,1
333,300,170.3200,170.3200,170.3200,170.3200,170.3200,2024-02-13,13:29:00,1
334,500,170.3300,170.3300,170.3300,170.3300,170.3300,2024-02-13,13:29:10,1
335,730,170.3353,170.3400,170.3400,170.3400,170.3101,2024-02-13,13:29:20,6
336,200,170.3300,170.3400,170.3200,170.3400,170.3200,2024-02-13,13:29:25,2
337,584,170.3266,170.3300,170.3200,170.3300,170.3200,2024-02-13,13:29:35,7
338,1077,170.3041,170.3100,170.3000,170.3100,170.3000,2024-02-13,13:29:40,26
339,150,170.3200,170.3200,170.3200,170.3200,170.3200,2024-02-13,13:29:45,1
340,12090,170.0592,170.3200,169.6600,170.4200,169.6600,2024-02-13,13:30:00,347
341,6521,169.5270,169.6500,169.5000,169.9600,169.4500,2024-02-13,13:30:05,151
342,2283,169.4405,169.5000,169.4500,169.5000,169.1500,2024-02-13,13:30:10,54
343,3184,169.2873,169.1000,169.2800,169.4100,169.1000,2024-02-13,13:30:15,62
344,4776,169.1103,169.1900,169.6000,169.6000,169.0000,2024-02-13,13:30:25,86
345,4400,169.6890,169.1100,169.8000,169.8000,169.1100,2024-02-13,13:30:30,32
346,1741,169.3039,169.2700,169.2800,169.3100,169.2700,2024-02-13,13:30:35,23
347,447,169.2856,169.2500,169.3000,169.3000,169.2500,2024-02-13,13:30:45,7
348,745,169.2500,169.2500,169.2500,169.2500,169.2500,2024-02-13,13:30:50,3
349,302,169.2341,169.3900,169.1500,169.3900,169.1500,2024-02-13,13:30:55,4
350,4106,169.1176,169.3500,169.0300,169.3500,169.0300,2024-02-13,13:31:00,51
351,3445,169.4216,169.4000,169.5000,169.5100,169.2200,2024-02-13,13:31:05,26
352,7700,169.0200,169.0200,169.0200,169.0200,169.0200,2024-02-13,13:31:15,2
353,2539,169.0283,169.0200,169.0000,169.0200,169.0000,2024-02-13,13:31:20,89
354,8688,168.9932,169.0000,169.0000,169.0000,168.8800,2024-02-13,13:31:25,159
355,4573,169.1179,168.9100,169.4000,169.4000,168.8000,2024-02-13,13:31:40,54
356,220,168.9300,168.9200,168.9200,168.9200,168.9200,2024-02-13,13:31:50,4
357,100,168.9200,168.9200,168.9200,168.9200,168.9200,2024-02-13,13:31:55,1
358,440,168.8345,168.8100,168.8200,168.8200,168.8100,2024-02-13,13:32:00,8
359,3432,168.7989,168.9000,168.7500,169.0000,168.6300,2024-02-13,13:32:05,60
360,1048,168.7241,168.8100,168.6800,168.8100,168.6800,2024-02-13,13:32:10,29
361,9180,168.5002,168.5500,168.3500,168.5500,168.3500,2024-02-13,13:32:15,101
362,3470,168.3762,168.3600,168.4900,168.4900,168.3500,2024-02-13,13:32:20,13
363,6713,168.6036,168.5300,168.3100,168.8100,168.3100,2024-02-13,13:32:25,54
364,3204,168.2861,168.3000,168.5300,168.5300,168.2000,2024-02-13,13:32:30,64
365,530,168.1747,168.2000,168.1503,168.2000,168.1503,2024-02-13,13:32:35,10
366,1383,168.2204,168.1900,168.1500,168.3000,168.1500,2024-02-13,13:32:40,27
367,5214,168.1329,168.1500,168.0800,168.3000,168.0600,2024-02-13,13:32:45,49
368,20846,167.9958,168.0000,168.0000,168.0500,167.9300,2024-02-13,13:32:50,341
369,5875,167.6277,167.7700,167.5100,167.7700,167.5000,2024-02-13,13:32:55,99
370,1401,167.5628,167.5000,167.7500,167.7500,167.5000,2024-02-13,13:33:00,26
371,3344,167.5377,167.7500,167.5000,167.7500,167.4400,2024-02-13,13:33:05,30
372,2973,167.4236,167.5000,167.3300,167.6000,167.3300,2024-02-13,13:33:10,39
373,540,167.5907,167.6000,167.5600,167.6000,167.5600,2024-02-13,13:33:15,6
374,5807,167.6195,167.5500,167.4100,167.7300,167.4000,2024-02-13,13:33:20,69
375,1412,167.4453,167.3700,167.3300,167.6000,167.3300,2024-02-13,13:33:25,21
376,573,167.4970,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:33:30,7
377,1288,167.5016,167.4900,167.5500,167.5500,167.4800,2024-02-13,13:33:35,35
378,509,167.5991,167.5999,167.6000,167.6000,167.5999,2024-02-13,13:33:40,5
379,3135,169.5586,167.6000,167.6000,167.6000,167.6000,2024-02-13,13:33:45,20
380,1567,167.5710,167.5200,167.5500,167.6000,167.5200,2024-02-13,13:33:50,12
381,6018,167.5719,167.5900,167.5000,167.7500,167.5000,2024-02-13,13:33:55,40
382,2216,167.6446,167.6000,167.6000,167.7896,167.5500,2024-02-13,13:34:00,19
383,486,167.5479,167.6000,167.5300,167.6000,167.5300,2024-02-13,13:34:05,4
384,430,167.6556,167.7770,167.6000,167.7770,167.6000,2024-02-13,13:34:10,8
385,482,167.6422,167.7700,167.5400,167.7700,167.5400,2024-02-13,13:34:15,7
386,270,167.6479,167.6800,167.6800,167.6800,167.6800,2024-02-13,13:34:20,10
387,2476,167.6603,167.5400,167.7000,167.7899,167.5400,2024-02-13,13:34:25,35
388,1491,167.5603,167.5300,167.6600,167.6600,167.5000,2024-02-13,13:34:30,27
389,205,167.5751,167.5490,167.6000,167.6000,167.5490,2024-02-13,13:34:35,3
390,2472,167.4751,167.5000,167.3900,167.5600,167.3300,2024-02-13,13:34:45,40
391,6788,167.3797,167.3300,167.5531,167.5531,167.3100,2024-02-13,13:34:55,56
392,1053,167.3464,167.4500,167.3100,167.4500,167.3100,2024-02-13,13:35:05,21
393,1369,167.3412,167.3400,167.3600,167.3600,167.3100,2024-02-13,13:35:20,33
394,2906,167.2986,167.3600,167.2000,167.3600,167.2000,2024-02-13,13:35:25,72
395,3468,167.2171,167.3000,167.1200,167.3000,167.1200,2024-02-13,13:35:30,43
396,514,167.1953,167.2520,167.2458,167.2520,167.0800,2024-02-13,13:35:35,8
397,1404,167.0422,167.0500,167.0000,167.0500,167.0000,2024-02-13,13:35:40,24
398,805,167.0581,167.0200,167.0200,167.1000,167.0200,2024-02-13,13:35:45,10
399,233,167.0940,167.1000,167.1000,167.1000,167.1000,2024-02-13,13:35:55,6
400,661,167.0352,167.0352,167.0352,167.0352,167.0352,2024-02-13,13:36:00,1
401,901,167.1357,167.1500,167.1500,167.1500,167.1500,2024-02-13,13:36:05,6
402,8879,167.0410,167.1500,167.0200,167.1500,167.0000,2024-02-13,13:36:10,171
403,401,167.0700,167.0700,167.0700,167.0700,167.0700,2024-02-13,13:36:15,7
404,1742,167.0157,167.0000,167.0200,167.0200,167.0000,2024-02-13,13:36:20,21
405,2300,167.0094,167.0999,167.0000,167.0999,167.0000,2024-02-13,13:36:25,75
406,13379,166.9958,167.0000,166.9700,167.0100,166.9400,2024-02-13,13:36:30,151
407,2265,166.8555,166.8400,166.8100,166.8400,166.8100,2024-02-13,13:36:35,75
408,2456,166.7351,166.8100,166.7200,166.8100,166.7200,2024-02-13,13:36:40,56
409,6324,166.5979,166.6800,166.6400,166.6800,166.5500,2024-02-13,13:36:45,62
410,4102,166.6267,166.5900,166.6200,166.6800,166.5900,2024-02-13,13:36:50,44
411,2847,166.6846,166.6200,166.7600,166.7600,166.5900,2024-02-13,13:36:55,69
412,2304,166.7223,166.7000,166.6600,166.7400,166.6600,2024-02-13,13:37:00,17
413,912,166.7507,166.7700,166.7100,166.7700,166.7100,2024-02-13,13:37:05,12
414,900,166.7337,166.7500,166.7000,166.7500,166.7000,2024-02-13,13:37:10,15
415,4135,166.7010,166.7000,166.7500,166.7500,166.6800,2024-02-13,13:37:15,37
416,2690,166.7578,166.7500,166.7400,166.8400,166.7400,2024-02-13,13:37:20,30
417,773,166.7655,166.7500,166.7400,166.8400,166.7400,2024-02-13,13:37:25,15
418,1563,166.8338,166.8400,166.8000,166.8400,166.8000,2024-02-13,13:37:30,12
419,1510,166.8113,166.8400,166.8000,166.8400,166.8000,2024-02-13,13:37:35,21
420,2634,166.8837,166.9000,166.8600,167.0000,166.8600,2024-02-13,13:37:40,18
421,586,166.9451,166.9000,166.9900,166.9900,166.9000,2024-02-13,13:37:45,10
422,1062,166.8993,166.9900,166.8900,166.9900,166.8900,2024-02-13,13:37:50,8
423,1869,166.9120,166.8800,166.9000,167.0000,166.8800,2024-02-13,13:37:55,35
424,3319,166.7666,166.8400,166.8000,166.8800,166.7500,2024-02-13,13:38:00,42
425,1126,166.7638,166.7999,166.7500,166.7999,166.7500,2024-02-13,13:38:05,17
426,5449,166.7514,166.8000,166.7500,166.8000,166.7500,2024-02-13,13:38:10,23
427,939,166.7003,166.7000,166.7000,166.7000,166.7000,2024-02-13,13:38:15,22
428,1089,166.5778,166.5900,166.5889,166.5900,166.5200,2024-02-13,13:38:20,32
429,2393,166.5890,166.5900,166.6400,166.6400,166.5200,2024-02-13,13:38:25,23
430,3038,166.6893,166.6400,166.7000,166.7591,166.6400,2024-02-13,13:38:30,30
431,7739,166.8997,166.6400,167.1200,167.1200,166.6400,2024-02-13,13:38:35,67
432,233,166.9297,167.1600,166.7000,167.1600,166.7000,2024-02-13,13:38:40,4
433,325,167.0093,167.0100,167.0100,167.0100,167.0100,2024-02-13,13:38:45,5
434,500,167.2100,167.2100,167.2100,167.2100,167.2100,2024-02-13,13:38:50,2
435,1411,167.1966,167.1900,167.2100,167.2100,167.1600,2024-02-13,13:38:55,10
436,1002,167.2014,167.2000,167.1600,167.2000,167.1600,2024-02-13,13:39:00,15
437,2806,167.0406,167.2600,166.9900,167.2600,166.9900,2024-02-13,13:39:05,36
438,676,167.0124,167.0100,167.0100,167.0100,167.0100,2024-02-13,13:39:10,8
439,20357,167.6980,167.1700,168.0000,168.0000,167.1500,2024-02-13,13:39:15,159
440,2321,167.6281,167.7300,167.5200,168.0000,167.5200,2024-02-13,13:39:20,24
441,1408,167.7870,167.6300,167.9900,167.9900,167.6300,2024-02-13,13:39:35,18
442,249,167.8753,167.7050,167.9900,167.9900,167.7050,2024-02-13,13:39:40,5
443,1838,167.7652,167.7000,167.9798,167.9798,167.7000,2024-02-13,13:39:45,21
444,1970,167.6890,167.7700,167.6000,167.7700,167.6000,2024-02-13,13:39:50,25
445,2964,167.5556,167.5500,167.6500,167.6500,167.5000,2024-02-13,13:39:55,50
446,1522,167.5480,167.5300,167.5400,167.5900,167.5300,2024-02-13,13:40:00,13
447,2554,167.3690,167.5000,167.2100,167.5000,167.2100,2024-02-13,13:40:10,47
448,270,167.4400,167.4400,167.4400,167.4400,167.4400,2024-02-13,13:40:20,1
449,1710,167.2965,167.2120,167.3000,167.3000,167.2120,2024-02-13,13:40:25,8
450,2133,167.4008,167.4386,167.3700,167.4400,167.2900,2024-02-13,13:40:30,12
451,654,167.4402,167.4479,167.4400,167.4479,167.4400,2024-02-13,13:40:35,7
452,846,167.3357,167.4500,167.2600,167.4500,167.2600,2024-02-13,13:40:40,12
453,561,167.2514,167.2600,167.2000,167.2600,167.2000,2024-02-13,13:40:45,12
454,826,167.2936,167.3000,167.2500,167.3000,167.2500,2024-02-13,13:40:50,22
455,382,167.3863,167.4000,167.4000,167.4000,167.4000,2024-02-13,13:40:55,11
456,1317,167.3643,167.4033,167.3500,167.4033,167.3000,2024-02-13,13:41:05,16
457,1202,167.4126,167.4000,167.4269,167.4269,167.4000,2024-02-13,13:41:10,7
458,1428,167.4047,167.4200,167.4000,167.4300,167.4000,2024-02-13,13:41:15,29
459,911,167.4233,167.3800,167.4300,167.4497,167.3800,2024-02-13,13:41:20,5
460,853,167.4317,167.4500,167.4500,167.4500,167.4500,2024-02-13,13:41:25,15
461,2341,167.4878,167.4400,167.5000,167.5000,167.4400,2024-02-13,13:41:30,25
462,544,167.4991,167.5000,167.4999,167.5000,167.4999,2024-02-13,13:41:35,9
463,137,167.4865,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:41:40,5
464,1426,167.4065,167.4000,167.4892,167.4892,167.4000,2024-02-13,13:41:45,10
465,337,167.4390,167.4400,167.4400,167.4400,167.4400,2024-02-13,13:41:50,4
466,252,167.4001,167.4000,167.4000,167.4000,167.4000,2024-02-13,13:41:55,3
467,9554,167.3531,167.3600,167.3600,167.3600,167.3000,2024-02-13,13:42:00,27
468,1995,167.3014,167.3000,167.3600,167.3600,167.2700,2024-02-13,13:42:05,26
469,1033,167.3577,167.3600,167.3600,167.3600,167.3600,2024-02-13,13:42:15,4
470,498,167.3597,167.3600,167.3600,167.3600,167.3600,2024-02-13,13:42:20,5
471,824,167.4050,167.3600,167.4400,167.4400,167.3600,2024-02-13,13:42:25,17
472,1724,167.4959,167.4400,167.5000,167.5000,167.4400,2024-02-13,13:42:30,24
473,2779,167.6018,167.5000,167.6900,167.6900,167.5000,2024-02-13,13:42:35,38
474,360,167.5815,167.5100,167.6400,167.6400,167.5100,2024-02-13,13:42:40,9
475,852,167.5734,167.5300,167.6000,167.6000,167.5003,2024-02-13,13:42:55,11
476,205,167.5978,167.6000,167.6000,167.6000,167.6000,2024-02-13,13:43:00,2
477,2545,167.5669,167.5000,167.6000,167.6000,167.5000,2024-02-13,13:43:05,32
478,4984,167.5903,167.5700,167.6000,167.6000,167.5700,2024-02-13,13:43:10,30
479,3087,167.5196,167.6000,167.5000,167.6000,167.5000,2024-02-13,13:43:15,17
480,1507,167.4604,167.4400,167.5000,167.5000,167.4400,2024-02-13,13:43:20,9
481,2131,167.4804,167.4400,167.5000,167.5000,167.4400,2024-02-13,13:43:25,37
482,500,167.3957,167.3800,167.3800,167.3800,167.3800,2024-02-13,13:43:30,10
483,586,167.3843,167.3704,167.3700,167.3704,167.3700,2024-02-13,13:43:40,8
484,3470,167.3180,167.3600,167.4000,167.4000,167.3000,2024-02-13,13:43:45,43
485,2383,167.2749,167.3200,167.3900,167.3900,167.2000,2024-02-13,13:43:50,266
486,399,167.3073,167.3000,167.3100,167.3100,167.3000,2024-02-13,13:44:00,8
487,1150,167.2587,167.2700,167.2000,167.2700,167.2000,2024-02-13,13:44:05,26
488,1000,167.2048,167.2100,167.2000,167.2100,167.2000,2024-02-13,13:44:10,10
489,134,167.3957,167.4000,167.4000,167.4000,167.4000,2024-02-13,13:44:20,5
490,270,167.3834,167.3613,167.3613,167.3613,167.3613,2024-02-13,13:44:25,6
491,1141,167.4631,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:44:30,19
492,796,167.4685,167.4000,167.5000,167.5000,167.4000,2024-02-13,13:44:40,12
493,1573,167.5060,167.4800,167.5000,167.5200,167.4800,2024-02-13,13:44:45,27
494,587,167.5133,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:45:00,13
495,571,167.6971,167.7000,167.7000,167.7000,167.7000,2024-02-13,13:45:15,10
496,703,167.6699,167.6300,167.6300,167.6300,167.6300,2024-02-13,13:45:20,17
497,1732,167.7262,167.6511,167.7000,167.8000,167.6511,2024-02-13,13:45:25,12
498,134,167.7004,167.7000,167.7000,167.7000,167.7000,2024-02-13,13:45:30,4
499,6203,167.7777,167.7100,167.6900,167.8000,167.6900,2024-02-13,13:45:35,27
500,4070,167.6159,167.6600,167.6000,167.6600,167.6000,2024-02-13,13:45:45,29
501,247,167.5585,167.5500,167.5500,167.5500,167.5500,2024-02-13,13:45:50,13
502,101,167.6180,167.6191,167.6191,167.6191,167.6191,2024-02-13,13:45:55,2
503,2693,167.4320,167.5000,167.4000,167.5000,167.4000,2024-02-13,13:46:00,60
504,3189,167.3992,167.3800,167.3803,167.5000,167.3800,2024-02-13,13:46:05,29
505,442,167.3821,167.3800,167.3800,167.3800,167.3800,2024-02-13,13:46:10,4
506,844,167.4039,167.4000,167.3800,167.4200,167.3800,2024-02-13,13:46:15,10
507,3097,167.3800,167.3800,167.3800,167.3800,167.3800,2024-02-13,13:46:20,4
508,553,167.3745,167.3600,167.4300,167.4300,167.3600,2024-02-13,13:46:25,7
509,1758,167.3964,167.4000,167.3800,167.4300,167.3600,2024-02-13,13:46:30,27
510,1759,167.3784,167.3900,167.3500,167.3900,167.3500,2024-02-13,13:46:35,30
511,3641,167.3260,167.4100,167.3600,167.4600,167.2100,2024-02-13,13:46:50,78
512,2840,167.1549,167.2000,167.0500,167.2000,167.0500,2024-02-13,13:47:10,65
513,2050,167.0767,167.0800,167.1000,167.1000,167.0000,2024-02-13,13:47:15,15
514,1159,167.0934,167.0500,167.1400,167.1500,167.0500,2024-02-13,13:47:20,11
515,608,167.1324,167.1100,167.1120,167.1120,167.1100,2024-02-13,13:47:25,18
516,619,167.1410,167.1300,167.1300,167.1300,167.1300,2024-02-13,13:47:35,18
517,5749,167.0180,167.0000,166.9900,167.1000,166.9900,2024-02-13,13:47:40,142
518,3585,166.9877,167.0000,166.9500,167.0000,166.9500,2024-02-13,13:47:45,20
519,1589,166.8421,166.8700,166.8200,166.8700,166.8200,2024-02-13,13:47:50,31
520,266,166.8037,166.8001,166.8001,166.8001,166.8001,2024-02-13,13:47:55,4
521,421,166.8016,166.8000,166.8000,166.8100,166.8000,2024-02-13,13:48:00,10
522,202,166.8193,166.8200,166.8200,166.8200,166.8200,2024-02-13,13:48:05,7
523,1927,166.7330,166.7500,166.7000,166.7500,166.7000,2024-02-13,13:48:10,43
524,505,166.6994,166.7000,166.7000,166.7000,166.7000,2024-02-13,13:48:15,5
525,614,166.7176,166.7100,166.7300,166.7300,166.7100,2024-02-13,13:48:20,10
526,1060,166.7561,166.7500,166.7500,166.7500,166.7500,2024-02-13,13:48:25,17
527,300,166.8524,166.8500,166.8500,166.8500,166.8500,2024-02-13,13:48:30,2
528,1572,166.7605,166.7500,166.7500,166.8000,166.7500,2024-02-13,13:48:35,10
529,310,166.7658,166.7500,166.7500,166.7500,166.7500,2024-02-13,13:48:45,5
530,920,166.8594,166.8700,166.7610,166.9000,166.7610,2024-02-13,13:48:50,22
531,3712,166.8424,166.9000,166.8000,166.9700,166.8000,2024-02-13,13:49:00,90
532,500,166.7801,166.7800,166.7800,166.7800,166.7800,2024-02-13,13:49:20,3
533,259,166.9487,166.9500,166.9500,166.9500,166.9500,2024-02-13,13:49:25,3
534,310,166.9176,166.9000,166.9000,166.9000,166.9000,2024-02-13,13:49:30,5
535,1601,167.0222,167.0499,167.0000,167.0499,167.0000,2024-02-13,13:49:35,29
536,794,166.9247,166.9200,166.9200,166.9200,166.9200,2024-02-13,13:49:40,20
537,120,166.9200,166.9200,166.9200,166.9200,166.9200,2024-02-13,13:49:45,1
538,2298,166.9062,166.8700,166.8500,166.9200,166.8390,2024-02-13,13:49:50,20
539,506,166.8509,166.8500,166.8500,166.8500,166.8500,2024-02-13,13:49:55,4
540,2295,166.8499,166.8500,166.8700,166.8700,166.8300,2024-02-13,13:50:00,20
541,1643,166.8086,166.8100,166.8300,166.8300,166.8000,2024-02-13,13:50:05,13
542,1240,166.8007,166.8200,166.7804,166.8200,166.7804,2024-02-13,13:50:10,8
543,2113,166.7268,166.7500,166.7000,166.7500,166.7000,2024-02-13,13:50:15,47
544,1211,166.6474,166.6600,166.6000,166.6999,166.6000,2024-02-13,13:50:20,25
545,3595,166.5892,166.5600,166.6000,166.6000,166.5600,2024-02-13,13:50:25,24
546,3145,166.5587,166.5500,166.5500,166.5700,166.5500,2024-02-13,13:50:30,21
547,525,166.5886,166.5800,166.6000,166.6000,166.5800,2024-02-13,13:50:35,8
548,4513,166.5953,166.5991,166.6000,166.6000,166.5700,2024-02-13,13:50:40,33
549,4308,166.5751,166.5700,166.5400,166.6200,166.5400,2024-02-13,13:50:45,32
550,6836,166.5073,166.6199,166.5300,166.6199,166.5000,2024-02-13,13:50:50,128
551,958,166.4276,166.4300,166.3800,166.4300,166.3800,2024-02-13,13:50:55,36
552,116,166.4206,166.4200,166.4200,166.4200,166.4200,2024-02-13,13:51:05,3
553,4836,166.4851,166.4700,166.3900,166.5200,166.3900,2024-02-13,13:51:10,93
554,446,166.4896,166.5000,166.5000,166.5000,166.5000,2024-02-13,13:51:15,12
555,6134,166.4685,166.5500,166.4700,166.5500,166.3800,2024-02-13,13:51:20,126
556,2933,166.4865,166.5000,166.4800,166.5000,166.4800,2024-02-13,13:51:25,13
557,504,166.4304,166.4300,166.4300,166.4300,166.4300,2024-02-13,13:51:30,4
558,2788,166.4396,166.4700,166.4800,166.4800,166.4000,2024-02-13,13:51:35,54
559,2935,166.4914,166.5000,166.4500,166.5000,166.4500,2024-02-13,13:51:40,40
560,764,166.4014,166.4000,166.4000,166.4000,166.4000,2024-02-13,13:51:45,8
561,434,166.4211,166.4000,166.4900,166.4900,166.4000,2024-02-13,13:51:50,4
562,3907,166.4714,166.5000,166.3700,166.5000,166.3700,2024-02-13,13:51:55,51
563,809,166.4500,166.4500,166.4500,166.4500,166.4500,2024-02-13,13:52:05,10
564,225,166.4496,166.4500,166.4492,166.4500,166.4492,2024-02-13,13:52:10,3
565,2518,166.4917,166.4500,166.5000,166.5000,166.4500,2024-02-13,13:52:15,36
566,729,166.4801,166.5000,166.4700,166.5000,166.4700,2024-02-13,13:52:20,9
567,1507,166.4433,166.4700,166.4100,166.4700,166.4100,2024-02-13,13:52:25,21
568,201,166.4751,166.5000,166.4500,166.5000,166.4500,2024-02-13,13:52:30,3
569,932,166.4649,166.4500,166.4500,166.4700,166.4500,2024-02-13,13:52:35,10
570,1459,166.4524,166.4500,166.4600,166.4600,166.4500,2024-02-13,13:52:40,15
571,300,166.4100,166.4100,166.4100,166.4100,166.4100,2024-02-13,13:52:55,1
572,309,166.4569,166.4600,166.4600,166.4600,166.4600,2024-02-13,13:53:00,6
573,2891,166.4996,166.5000,166.5000,166.5000,166.5000,2024-02-13,13:53:10,34
574,999,166.5000,166.4999,166.5000,166.5000,166.4999,2024-02-13,13:53:15,13
575,1172,166.5758,166.6000,166.5080,166.6000,166.5000,2024-02-13,13:53:25,17
576,520,166.5014,166.5015,166.5015,166.5015,166.5015,2024-02-13,13:53:30,2
577,1683,166.5942,166.6000,166.5800,166.6000,166.5800,2024-02-13,13:53:45,17
578,1963,166.6099,166.6000,166.6600,166.6600,166.5200,2024-02-13,13:53:50,43
579,1599,166.7027,166.7000,166.7000,166.7000,166.7000,2024-02-13,13:53:55,13
580,160,166.7000,166.7000,166.7000,166.7000,166.7000,2024-02-13,13:54:00,1
581,200,166.7941,166.8000,166.8000,166.8000,166.8000,2024-02-13,13:54:10,4
582,1332,166.8416,166.8799,166.8000,166.8799,166.8000,2024-02-13,13:54:25,14
583,555,166.7904,166.8000,166.8000,166.8000,166.8000,2024-02-13,13:54:30,10
584,2347,166.8232,166.8000,166.8800,166.8800,166.8000,2024-02-13,13:54:35,2
585,662,166.8321,166.9000,166.8000,166.9000,166.8000,2024-02-13,13:54:40,8
586,601,166.8001,166.8000,166.8000,166.8000,166.8000,2024-02-13,13:54:45,3
587,429,166.8001,166.8000,166.8000,166.8000,166.8000,2024-02-13,13:54:55,7
588,120,166.8900,166.8900,166.8900,166.8900,166.8900,2024-02-13,13:55:00,2
589,342,166.7617,166.6700,166.8000,166.8000,166.6700,2024-02-13,13:55:05,5
590,706,166.8950,166.8900,166.9000,166.9000,166.8900,2024-02-13,13:55:15,10
591,6728,167.0012,166.9900,167.0500,167.0500,166.9800,2024-02-13,13:55:35,32
592,116,167.1928,167.2000,167.2000,167.2000,167.2000,2024-02-13,13:55:40,5
593,706,167.2053,167.1400,167.2500,167.2500,167.1400,2024-02-13,13:55:45,12
594,1332,167.2868,167.2800,167.3100,167.3100,167.2800,2024-02-13,13:55:55,10
595,1630,167.2602,167.2800,167.2218,167.2800,167.2218,2024-02-13,13:56:00,11
596,1803,167.2594,167.2200,167.3400,167.3400,167.2200,2024-02-13,13:56:05,16
597,1475,167.2273,167.2200,167.2200,167.2600,167.2200,2024-02-13,13:56:10,22
598,201,167.2208,167.2200,167.2200,167.2200,167.2200,2024-02-13,13:56:15,3
599,2201,167.2497,167.3800,167.3500,167.3800,167.2200,2024-02-13,13:56:25,6
600,201,167.3198,167.3200,167.3200,167.3200,167.3200,2024-02-13,13:56:35,3
601,512,167.3568,167.3400,167.3800,167.3800,167.3400,2024-02-13,13:56:40,8
602,1555,167.3225,167.3201,167.3200,167.3201,167.3200,2024-02-13,13:56:45,9
603,1553,167.4502,167.3800,167.5000,167.5000,167.3800,2024-02-13,13:56:50,40
604,961,167.4948,167.4700,167.5000,167.5000,167.4700,2024-02-13,13:57:00,11
605,129,167.4884,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:57:05,5
606,818,167.4037,167.4000,167.4000,167.4000,167.4000,2024-02-13,13:57:10,9
607,300,167.5000,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:57:15,1
608,781,167.4038,167.4000,167.4100,167.4100,167.4000,2024-02-13,13:57:20,7
609,1350,167.4091,167.4100,167.4000,167.4100,167.4000,2024-02-13,13:57:25,8
610,1183,167.4968,167.5000,167.4997,167.5000,167.4900,2024-02-13,13:57:30,12
611,1533,167.4951,167.5000,167.4200,167.5300,167.4200,2024-02-13,13:57:40,12
612,150,167.5290,167.5300,167.5300,167.5300,167.5300,2024-02-13,13:57:45,6
613,662,167.4437,167.4500,167.4200,167.4500,167.4200,2024-02-13,13:58:00,5
614,6309,167.5582,167.5000,167.6000,167.6100,167.5000,2024-02-13,13:58:05,50
615,439,167.5829,167.5500,167.6000,167.6000,167.5500,2024-02-13,13:58:10,5
616,429,167.5561,167.5500,167.5600,167.5600,167.5500,2024-02-13,13:58:15,7
617,299,167.5670,167.5500,167.5500,167.5500,167.5500,2024-02-13,13:58:25,6
618,639,167.5033,167.5000,167.5000,167.5000,167.5000,2024-02-13,13:58:30,15
619,100,167.5400,167.5400,167.5400,167.5400,167.5400,2024-02-13,13:58:35,1
620,2529,167.5822,167.5000,167.6000,167.6000,167.5000,2024-02-13,13:58:40,20
621,985,167.6011,167.6000,167.6000,167.6100,167.6000,2024-02-13,13:58:45,5
622,2440,167.5998,167.6000,167.6000,167.6000,167.6000,2024-02-13,13:58:50,7
623,1798,167.4438,167.4500,167.4200,167.4500,167.4200,2024-02-13,13:59:00,42
624,1549,167.4256,167.4200,167.4200,167.4200,167.4200,2024-02-13,13:59:05,11
625,351,167.4267,167.4200,167.4200,167.4200,167.4200,2024-02-13,13:59:10,9
626,144,167.4271,167.4200,167.4200,167.4200,167.4200,2024-02-13,13:59:15,3
627,350,167.4471,167.4500,167.4500,167.4500,167.4500,2024-02-13,13:59:20,2
