Stock,Average Price
AMD,207.32022876712333
AMZN,178.20070000000004
QQQ,444.8048726027398
BABA,71.94819863013697
TSM,138.69857534246574
NVDA,861.3605383561644
PDD,121.85370625000003
AAPL,174.679802739726
KO,59.817959090909085
SPY,512.7700013698628
TSLA,188.54996849315071
WMT,59.17728591549297
ORCL,114.03607391304354
CRM,315.82015820895515
